Overall graph size pval = 0.2594
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
MED1	1.0E-4	0.4677	1.0E-4
MED8	1.0E-4	0.1078	1.0E-4
MED9	1.0E-4	0.1078	1.0E-4
MED4	1.0E-4	0.1078	1.0E-4
MED6	1.0E-4	0.1078	1.0E-4
MED7	1.0E-4	0.1078	1.0E-4
PPARGC1A	2.0E-4	0.3272	1.0E-4
CREBBP	0.0012	0.708	1.0E-4
CDK19	1.0E-4	0.1081	1.0E-4
MED19	1.0E-4	0.1078	1.0E-4
MED16	1.0E-4	0.1078	1.0E-4
MED15	1.0E-4	0.1078	1.0E-4
MED18	1.0E-4	0.1078	1.0E-4
MED17	1.0E-4	0.1078	1.0E-4
MED12	1.0E-4	0.1297	1.0E-4
MED11	1.0E-4	0.1078	1.0E-4
MED14	1.0E-4	0.1078	1.0E-4
MED13	1.0E-4	0.1078	1.0E-4
MED10	1.0E-4	0.1078	1.0E-4
MED27	1.0E-4	0.1078	1.0E-4
MED26	1.0E-4	0.1078	1.0E-4
MED29	1.0E-4	0.1078	1.0E-4
MED28	1.0E-4	0.1078	1.0E-4
MED23	1.0E-4	0.1198	1.0E-4
MED22	1.0E-4	0.1078	1.0E-4
MED25	1.0E-4	0.1078	1.0E-4
MED24	1.0E-4	0.1078	1.0E-4
MED21	1.0E-4	0.1078	1.0E-4
MED20	1.0E-4	0.1078	1.0E-4
PPARG	6.0E-4	0.5094	1.0E-4
MITF	4.0E-4	1.0	1.0E-4
MED30	1.0E-4	0.1078	1.0E-4
MED31	1.0E-4	0.1078	1.0E-4
NFKB1	7.0E-4	0.6453	1.0E-4
CDK8	1.0E-4	0.1079	1.0E-4
KLF8	1.0E-4	0.0046	0.0045
CCNC	1.0E-4	0.1078	1.0E-4
HELZ2	1.0E-4	0.4533	1.0E-4
MED13L	1.0E-4	0.1078	1.0E-4
NCOA1	1.0E-4	0.4927	1.0E-4
NCOA2	1.0E-4	0.4777	1.0E-4
NCOA3	1.0E-4	0.2506	1.0E-4
RELA	9.0E-4	0.6879	1.0E-4
RXRA	1.0E-4	0.5419	1.0E-4
THRAP3	1.0E-4	0.1189	1.0E-4
FAM120B	1.0E-4	0.1078	1.0E-4
