Overall graph size pval = 0.6456
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
RBL2	5.0E-4	1.0	1.0E-4
E2F4	0.0014	1.0	3.0E-4
HDAC1	0.0084	1.0	0.0022
RBL1	0.0129	1.0	0.0047
E2F6	0.016	1.0	0.0056
E2F5	0.0172	1.0	0.0059
PLK1	0.0099	0.4023	0.0069
E2F1	0.0276	0.0083	0.8269
TP53	0.0422	0.7204	0.0094
RBBP4	0.016	0.6119	0.0209
TFDP1	0.0273	0.1371	0.1568
PTGDR	0.0325	0.0522	0.4826
LIN54	0.0341	0.5803	0.0473
LIN52	0.0341	0.5803	0.0473
LIN37	0.0341	0.5803	0.0473
LIN9	0.0341	0.5803	0.0473
SP1	0.0504	0.0348	0.6562
MYCN	0.0984	0.0357	1.0
TP63	0.1574	0.6647	0.0473
TP73	0.0654	0.2504	0.2013
FOXM1	0.1508	0.0713	1.0
TFDP2	0.0788	0.3056	0.1719
CDK2	0.2834	0.1002	1.0
PRKDC	0.2871	1.0	0.1029
YY1	0.1966	0.1117	1.0
ESR1	0.1201	0.1325	0.6174
E2F3	0.2615	0.1313	1.0
YBX1	0.3498	1.0	0.133
ATM	0.1691	0.4631	0.1725
MYC	0.4136	0.1842	0.925
EP300	0.2032	0.2433	0.5966
MRE11	0.2921	0.2043	1.0
RAD51D	0.2332	0.3438	0.4322
CDK1	0.4846	0.2437	1.0
ERCC2	0.2636	0.3272	0.5181
ELL	0.2641	0.4947	0.2743
SSRP1	0.2641	0.3343	0.522
CSNK2A1	0.2882	0.5861	0.265
MDC1	0.2689	0.3649	0.4672
CHEK1	0.2757	0.4738	0.3164
MAX	0.793	0.2952	1.0
NR3C1	0.556	0.3154	0.8609
CDK7	0.3458	0.3648	0.6174
CCNK	0.3771	0.4731	0.4764
CCNT2	0.3771	0.4731	0.4764
CCNT1	0.3771	0.4731	0.4764
SUPT16H	0.3771	0.4731	0.4764
GTF2F1	0.3771	0.4731	0.4764
GTF2F2	0.3771	0.4731	0.4764
SUPT4H1	0.3771	0.4731	0.4764
ELOA2	0.3771	0.4731	0.4764
ELOA3	0.3771	0.4731	0.4764
SUPT5H	0.3771	0.4731	0.4764
ELOA	0.3771	0.4731	0.4764
NELFB	0.3771	0.4731	0.4764
ELOB	0.3771	0.4731	0.4764
NELFCD	0.3771	0.4731	0.4764
NELFA	0.3771	0.4731	0.4764
ELOC	0.3771	0.4731	0.4764
NELFE	0.3771	0.4731	0.4764
CTDP1	0.3771	0.4731	0.4764
POLR2A	0.3771	0.4731	0.4764
POLR2B	0.3771	0.4731	0.4764
POLR2C	0.3771	0.4731	0.4764
POLR2D	0.3771	0.4731	0.4764
POLR2E	0.3771	0.4731	0.4764
POLR2F	0.3771	0.4731	0.4764
POLR2G	0.3771	0.4731	0.4764
POLR2H	0.3771	0.4731	0.4764
POLR2I	0.3771	0.4731	0.4764
POLR2J	0.3771	0.4731	0.4764
POLR2K	0.3771	0.4731	0.4764
POLR2L	0.3771	0.4731	0.4764
GTF2H2	0.3771	0.4731	0.4764
GTF2H3	0.3771	0.4731	0.4764
GTF2H4	0.3771	0.4731	0.4764
GTF2H5	0.3771	0.4731	0.4764
ERCC3	0.3771	0.4731	0.4764
ELOA3D	0.3771	0.4731	0.4764
TCEA1	0.3771	0.4731	0.4764
ELOA3B	0.3771	0.4731	0.4764
CCNH	0.3901	0.4821	0.4838
MNAT1	0.3901	0.4821	0.4838
GTF2H1	0.3909	0.4825	0.485
FANCI	0.5199	0.6456	0.4303
FANCD2	0.5292	0.6507	0.4433
ATR	0.6695	0.4699	1.0
FOS	0.6661	0.8568	0.4843
CDK5	0.632	0.4853	1.0
CDK12	0.4964	0.5542	0.5607
KAT5	0.5954	0.4997	1.0
JUN	0.5106	0.5754	0.5656
CDK9	0.5118	0.5659	0.5747
AKT1	0.6482	0.546	1.0
BRCA1	0.5504	0.5694	0.6113
AR	0.8196	0.9032	0.5921
RELA	0.8292	0.9093	0.5947
STAT3	0.6692	0.6207	0.7556
ATF2	0.8953	0.9037	0.7627
SIRT1	0.8975	0.8516	0.8512
PRKACA	1.0	1.0	1.0
TOPBP1	1.0	1.0	1.0
AURKB	1.0	1.0	1.0
MAPK8	1.0	1.0	1.0
MAPK1	1.0	1.0	1.0
MAPK3	1.0	1.0	1.0
MAPK14	1.0	1.0	1.0
