Overall graph size pval = 0.4794
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
E2F3	0.0057	1.0E-4	1.0
E2F4	0.002	1.0	1.0E-4
IRF1	0.001	2.0E-4	0.4762
E2F1	0.0397	4.0E-4	0.9694
E2F5	0.0041	1.0	4.0E-4
STAT6	0.0202	1.0	5.0E-4
MYCN	0.0221	6.0E-4	1.0
FOXA1	0.01	0.8235	9.0E-4
LIN54	0.002	0.0447	0.0412
LIN52	0.002	0.0447	0.0412
LIN37	0.002	0.0447	0.0412
LIN9	0.002	0.0447	0.0412
FOXM1	0.0429	0.0028	1.0
RBL2	0.0244	1.0	0.0028
SREBF2	0.054	0.0033	1.0
MYBL2	0.0218	0.0039	1.0
E2F2	0.0441	0.0045	1.0
AHR	0.0332	0.0048	1.0
BRCA1	0.127	0.0056	1.0
YBX1	0.0945	1.0	0.0071
NFYB	0.0667	0.0074	1.0
NFYC	0.0667	0.0074	1.0
CEBPD	0.0697	1.0	0.0086
NELFB	0.0537	0.0091	1.0
KLF5	0.0492	0.0091	1.0
SREBF1	0.1526	0.0112	1.0
NFYA	0.1102	0.013	1.0
TP53	0.1302	0.8151	0.0168
IL10	0.0907	1.0	0.0169
CDKN2A	0.0968	1.0	0.0182
CEBPA	0.1994	1.0	0.0183
FOXA3	0.0192	0.3217	0.0299
E2F6	0.0921	1.0	0.0194
RBBP4	0.0208	0.099	0.1117
HNF4A	0.1698	1.0	0.025
TFDP1	0.152	0.0254	0.8919
POU2F1	0.0969	0.0285	1.0
CIITA	0.165	0.0325	1.0
MYB	0.0344	0.23	0.0621
NOTCH3	0.0353	0.0533	0.3244
GATA3	0.2016	1.0	0.0358
MYC	0.2857	0.0387	0.9294
NPM1	0.1381	1.0	0.0417
MAX	0.2922	0.0424	0.9388
KLF4	0.3011	1.0	0.0437
ATR	0.1409	0.0488	1.0
SATB1	0.0501	0.3854	0.0655
IL8	0.1762	1.0	0.052
