Source	Relation	Target	Sites	Source data ID	Source change	 Source change pval	Target data ID	Target change	Target change pval
ESR1	upregulates-expression	FOXA1		ESR1-active-by-network-sig	1.0		FOXA1-R	8.551177671525041	1.933173011677E-4
ESR1	upregulates-expression	PGR		ESR1-active-by-network-sig	1.0		PGR-R	7.567931221563365	5.167604063331E-4
ESR1	upregulates-expression	ZEB1		ESR1-active-by-network-sig	1.0		ZEB1-R	7.387587553184617	6.188871864483E-4
GATA3	upregulates-expression	ZEB1		GATA3-G	7.33627350122468	6.514737191339E-4	ZEB1-R	7.387587553184617	6.188871864483E-4
GATA3	upregulates-expression	ZEB1		GATA3-active-by-network-sig	1.0		ZEB1-R	7.387587553184617	6.188871864483E-4
ESR1	upregulates-expression	RARA		ESR1-active-by-network-sig	1.0		RARA-R	7.2495351322699175	7.105046027456E-4
MYC	downregulates-expression	PDGFRB		MYC-inactive-by-network-sig	-1.0		PDGFRB-R	6.476790545714282	0.0015387412826233
ESR1	upregulates-expression	FOXP1		ESR1-active-by-network-sig	1.0		FOXP1-R	6.2456415394022455	0.0019388863068096
TFDP1	downregulates-expression	PLAU		TFDP1-inactive-by-network-sig	-1.0		PLAU-R	6.060406146534683	0.0023334529712076
E2F1	downregulates-expression	PLAU		E2F1-inactive-by-network-sig	-1.0		PLAU-R	6.060406146534683	0.0023334529712076
ESR1	upregulates-expression	TFF3		ESR1-active-by-network-sig	1.0		TFF3-R	5.540654202196698	0.0039239589358779
FOXA1	upregulates-expression	TFF3		FOXA1-G	7.837170956596217	3.947843243069E-4	TFF3-R	5.540654202196698	0.0039239589358779
GATA3	upregulates-expression	TFF3		GATA3-G	7.33627350122468	6.514737191339E-4	TFF3-R	5.540654202196698	0.0039239589358779
GATA3	upregulates-expression	TFF3		GATA3-active-by-network-sig	1.0		TFF3-R	5.540654202196698	0.0039239589358779
MYC	downregulates-expression	SFXN3		MYC-inactive-by-network-sig	-1.0		SFXN3-R	5.060577742671783	0.0063418944712296
GATA3	downregulates-expression	IL12RB2		GATA3-G	7.33627350122468	6.514737191339E-4	IL12RB2-R	-5.039621277390449	0.0064762005374722
GATA3	downregulates-expression	IL12RB2		GATA3-active-by-network-sig	1.0		IL12RB2-R	-5.039621277390449	0.0064762005374722
EZH2	downregulates-expression	DACT3		EZH2-G	-6.301023139082408	0.001834426942651	DACT3-R	4.968178078243998	0.0069558094377462
E2F1	upregulates-expression	ATG5		E2F1-inactive-by-network-sig	-1.0		ATG5-R	-4.696818232107391	0.0091242622499064
MYC	downregulates-expression	COL1A2		MYC-inactive-by-network-sig	-1.0		COL1A2-R	4.656108881268663	0.0095033692888544
MYC	upregulates-expression	DKC1		MYC-inactive-by-network-sig	-1.0		DKC1-R	-4.64075061734223	0.0096504511122328
PGR	upregulates-expression	KLK4		PGR-G	4.496601697498851	0.0111468124875881	KLK4-R	5.4653082054473	0.0042310368174629
E2F1	upregulates-expression	CDCA7		E2F1-inactive-by-network-sig	-1.0		CDCA7-R	-4.414716576967565	0.0120979824860992
MYC	upregulates-expression	CDCA7		MYC-inactive-by-network-sig	-1.0		CDCA7-R	-4.414716576967565	0.0120979824860992
MYC	upregulates-expression	CD38		MYC-inactive-by-network-sig	-1.0		CD38-R	-4.320629851505005	0.0132915092283422
PTMA	upregulates-expression	IDO1		PTMA-G	-4.138179711343144	0.0159518620862962	IDO1-R	-4.152289362348655	0.0157283673038694
COL10A1	upregulates-expression	RUNX2		COL10A1-G	4.82099270201498	0.0080587831966744	RUNX2-R	4.078593353827709	0.0169312652094022
ESR1	upregulates-expression	KDM4B		ESR1-active-by-network-sig	1.0		KDM4B-R	4.073935917614417	0.0170103054166106
E2F1	upregulates-expression	CDC45		E2F1-inactive-by-network-sig	-1.0		CDC45-R	-4.063073611902091	0.0171960837180014
TFDP1	upregulates-expression	CDC45		TFDP1-inactive-by-network-sig	-1.0		CDC45-R	-4.063073611902091	0.0171960837180014
ESR1	upregulates-expression	CXCL12		ESR1-active-by-network-sig	1.0		CXCL12-R	4.041641638564468	0.0175686074256916
CEBPZ	downregulates-expression	COL11A1		CEBPZ-G	-3.870196802212975	0.0208542648558602	COL11A1-R	6.164556527162208	0.0021026506262981
MYC	upregulates-expression	HSPD1		MYC-inactive-by-network-sig	-1.0		HSPD1-R	-3.828037104734953	0.0217522711820693
GATA3	upregulates-expression	CCND1		GATA3-active-by-network-sig	1.0		CCND1-R	3.7721496942370374	0.0230025616254068
GATA3	upregulates-expression	CCND1		GATA3-G	7.33627350122468	6.514737191339E-4	CCND1-R	3.7721496942370374	0.0230025616254068
MYC	downregulates-expression	CCND1		MYC-inactive-by-network-sig	-1.0		CCND1-R	3.7721496942370374	0.0230025616254068
ESR1	upregulates-expression	CCND1		ESR1-active-by-network-sig	1.0		CCND1-R	3.7721496942370374	0.0230025616254068
FOXA1	upregulates-expression	CCND1		FOXA1-G	7.837170956596217	3.947843243069E-4	CCND1-R	3.7721496942370374	0.0230025616254068
ESR1	upregulates-expression	CXXC5		ESR1-active-by-network-sig	1.0		CXXC5-R	3.770236637350128	0.0230466089534293
E2F1	upregulates-expression	EZH2		E2F1-inactive-by-network-sig	-1.0		EZH2-R	-3.755550474821873	0.0233875727951116
TFDP1	upregulates-expression	EZH2		TFDP1-inactive-by-network-sig	-1.0		EZH2-R	-3.755550474821873	0.0233875727951116
NCOR2	upregulates-expression	AR		NCOR2-G	5.564805248079635	0.0038303264360396	AR-R	3.727610073698967	0.0240502455212434
KRT18	upregulates-expression	AR		KRT18-G	4.8373420394775195	0.0079280986445708	AR-R	3.727610073698967	0.0240502455212434
ESR1	upregulates-expression	AR		ESR1-active-by-network-sig	1.0		AR-R	3.727610073698967	0.0240502455212434
STAT1	downregulates-expression	GATA3		STAT1-G	-3.6600718432493626	0.0257306640854384	GATA3-R	9.648884945427456	6.44974451240147E-5
STAT1	upregulates-expression	IL12RB2		STAT1-G	-3.6600718432493626	0.0257306640854384	IL12RB2-R	-5.039621277390449	0.0064762005374722
ESR1	upregulates-expression	TFF1		ESR1-active-by-network-sig	1.0		TFF1-R	3.6519592483637244	0.025940255555138
FOXA1	upregulates-expression	TFF1		FOXA1-G	7.837170956596217	3.947843243069E-4	TFF1-R	3.6519592483637244	0.025940255555138
GATA3	upregulates-expression	TFF1		GATA3-G	7.33627350122468	6.514737191339E-4	TFF1-R	3.6519592483637244	0.025940255555138
GATA3	upregulates-expression	TFF1		GATA3-active-by-network-sig	1.0		TFF1-R	3.6519592483637244	0.025940255555138
E2F1	upregulates-expression	DBF4		E2F1-inactive-by-network-sig	-1.0		DBF4-R	-3.6148853313564024	0.0269200119215033
MAX	downregulates-expression	PDGFRB		MAX-G	-3.57522498243904	0.028009123504377	PDGFRB-R	6.476790545714282	0.0015387412826233
MAX	upregulates-expression	DKC1		MAX-G	-3.57522498243904	0.028009123504377	DKC1-R	-4.64075061734223	0.0096504511122328
MAX	downregulates-expression	COL1A2		MAX-G	-3.57522498243904	0.028009123504377	COL1A2-R	4.656108881268663	0.0095033692888544
