Overall graph size pval = 0.3364
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
MYCN	7.0E-4	0.7055	1.0E-4
SRF	0.0017	2.0E-4	0.6619
E2F2	0.0068	1.0	2.0E-4
E2F3	0.0394	1.0	7.0E-4
FOXM1	0.001	0.1539	0.0028
SOX9	0.0119	0.0011	1.0
TFDP1	0.0288	0.8706	0.0015
MYC	0.3567	0.9995	0.0023
KLF5	0.0062	0.5463	0.0029
SP1	0.1129	0.0044	0.9226
KLF8	0.0046	0.1582	0.029
SPI1	0.1737	1.0	0.0054
ESR1	0.1273	0.0054	0.9543
STAT6	0.0253	0.0056	0.7253
STAT3	0.0059	0.0428	0.0679
NELFCD	0.088	1.0	0.0077
YBX1	0.0817	0.0102	0.8774
ATR	0.0767	1.0	0.0113
MYBL2	0.0755	1.0	0.0116
CEBPD	0.0123	0.0443	0.1791
HOXB7	0.0125	0.0419	0.1848
CTNNB1	0.039	0.0143	0.6147
RELA	0.016	0.0958	0.0721
E2F4	0.0476	0.0165	0.6908
CCNK	0.1173	1.0	0.0179
CCNH	0.1173	1.0	0.0179
SUPT4H1	0.1173	1.0	0.0179
CDK12	0.1173	1.0	0.0179
ELOA	0.1173	1.0	0.0179
ELOB	0.1173	1.0	0.0179
NELFA	0.1173	1.0	0.0179
ELOC	0.1173	1.0	0.0179
NELFE	0.1173	1.0	0.0179
RAD51D	0.1173	1.0	0.0179
CTDP1	0.1173	1.0	0.0179
GTF2H1	0.1173	1.0	0.0179
GTF2H2	0.1173	1.0	0.0179
GTF2H3	0.1173	1.0	0.0179
GTF2H4	0.1173	1.0	0.0179
GTF2H5	0.1173	1.0	0.0179
ELOA3D	0.1173	1.0	0.0179
TCEA1	0.1173	1.0	0.0179
ELOA3B	0.1173	1.0	0.0179
CCNT2	0.1173	1.0	0.0179
CCNT1	0.1173	1.0	0.0179
SUPT16H	0.1173	1.0	0.0179
GTF2F1	0.1173	1.0	0.0179
GTF2F2	0.1173	1.0	0.0179
ELOA2	0.1173	1.0	0.0179
ELOA3	0.1173	1.0	0.0179
SUPT5H	0.1173	1.0	0.0179
CDK9	0.1173	1.0	0.0179
CDK7	0.1173	1.0	0.0179
MNAT1	0.1173	1.0	0.0179
POLR2A	0.1173	1.0	0.0179
POLR2B	0.1173	1.0	0.0179
POLR2C	0.1173	1.0	0.0179
POLR2D	0.1173	1.0	0.0179
POLR2E	0.1173	1.0	0.0179
POLR2F	0.1173	1.0	0.0179
POLR2G	0.1173	1.0	0.0179
POLR2H	0.1173	1.0	0.0179
POLR2I	0.1173	1.0	0.0179
POLR2J	0.1173	1.0	0.0179
POLR2K	0.1173	1.0	0.0179
POLR2L	0.1173	1.0	0.0179
ERCC3	0.1173	1.0	0.0179
TCF4	0.0185	0.0556	0.2241
ZBTB17	0.0187	0.3227	0.0253
MAX	0.3125	0.9775	0.0199
FANCD2	0.1177	1.0	0.0203
VDR	0.0206	0.2266	0.0509
EGR1	0.0359	0.0235	0.4494
SSRP1	0.1605	1.0	0.0237
CEBPB	0.0243	0.1198	0.1069
NELFB	0.1604	1.0	0.0273
RUNX2	0.0274	0.0348	0.3478
TRRAP	0.1583	1.0	0.0282
SATB1	0.0354	0.029	0.5292
FOSL2	0.1589	0.0293	1.0
ARNT	0.3759	0.0306	0.989
JUNB	0.0906	0.0343	0.7185
CDKN2A	0.0599	0.0371	0.5843
NFIC	0.0621	0.5771	0.0373
RBL2	0.2031	0.038	1.0
ELL	0.2079	1.0	0.0385
LIN54	0.0396	0.3739	0.0656
LIN52	0.0396	0.3739	0.0656
LIN37	0.0396	0.3739	0.0656
LIN9	0.0396	0.3739	0.0656
NPM1	0.041	0.0699	0.3687
HIF1A	0.146	0.0436	0.7229
E2F1	0.2479	0.8426	0.0454
NFKB1	0.0485	0.1558	0.1332
TP53	0.1176	0.0493	0.6349
TWIST2	0.0522	0.2726	0.097
AGO2	0.0815	0.5988	0.0548
JUN	0.1027	0.5108	0.0594
KLF4	0.0602	0.0699	0.3774
MTA1	0.1182	0.6501	0.0635
E2F5	0.2182	0.0652	1.0
IL13	0.0673	0.0657	0.4417
IL37	0.1186	0.6503	0.0666
ATF3	0.2203	1.0	0.068
MOV10	0.1116	0.6336	0.0707
AGO3	0.1116	0.6336	0.0707
AGO4	0.1116	0.6336	0.0707
AGO1	0.1116	0.6336	0.0707
TNRC6C	0.1116	0.6336	0.0707
TNRC6A	0.1116	0.6336	0.0707
TNRC6B	0.1116	0.6336	0.0707
HDAC1	0.4148	0.0709	0.9642
ASCL1	0.2216	1.0	0.0731
HNF4A	0.3127	0.0734	1.0
ERCC2	0.3674	1.0	0.0773
MDC1	0.2941	1.0	0.0863
PTTG1	0.0881	0.3718	0.1158
FANCI	0.2943	1.0	0.0884
SMAD3	0.0932	0.0906	0.425
CEBPA	0.0906	0.2234	0.2094
GATA3	0.1549	0.0911	0.6721
ACTL6A	0.2877	1.0	0.0929
RUVBL2	0.2877	1.0	0.0929
NR4A1	0.2971	0.0935	1.0
CIITA	0.191	0.7119	0.0938
ETV4	0.2898	0.0954	1.0
TFAP2A	0.3494	0.0958	0.9191
PITX1	0.2966	1.0	0.0985
MITF	0.289	0.1001	1.0
DCT	0.3004	0.1005	1.0
SNAI2	0.196	0.1041	0.7112
MYB	0.1064	0.3194	0.1495
RBBP4	0.107	0.4775	0.1258
AR	0.2038	0.6487	0.1094
IL4	0.192	0.1119	0.6962
ATF4	0.1123	0.4003	0.1448
SNAI1	0.114	0.1192	0.4978
NOTCH1	0.1143	0.1316	0.4691
BCL6	0.2352	0.1145	0.7413
RBL1	0.3636	0.117	1.0
TCF7L2	0.1179	0.488	0.121
LEF1	0.118	0.1554	0.3868
TFDP2	0.2817	0.7749	0.1187
CHEK1	0.3653	1.0	0.1198
ATM	0.4701	1.0	0.1216
AHR	0.3672	1.0	0.1221
RUVBL1	0.3613	1.0	0.124
KLF10	0.3625	0.1241	1.0
SIRT1	0.1253	0.1643	0.3567
EDN1	0.3623	0.1284	1.0
SPP1	0.3662	0.1325	1.0
FOSL1	0.1413	0.1705	0.4165
IL12B	0.4312	1.0	0.1426
JAK2	0.4312	1.0	0.1426
TYK2	0.4312	1.0	0.1426
IL12RB1	0.4312	1.0	0.1426
RBPJ	0.1505	0.3039	0.2809
ELK1	0.4408	1.0	0.1525
PARP1	0.1544	0.1525	0.5324
HSF1	0.1572	0.1549	0.5215
FLI1	0.4367	1.0	0.1552
FOS	0.2065	0.5423	0.1553
GATA2	0.4336	0.1583	1.0
CREB5	0.1631	0.1593	0.5332
SP3	0.2345	0.1773	0.5651
XBP1	0.3352	0.1808	0.7285
HDAC7	0.4994	1.0	0.1848
NR1I2	0.503	0.1887	1.0
ERBB4	0.2083	0.1911	0.565
RB1	0.4089	0.2031	0.8166
KAT5	0.2545	0.6213	0.2151
PPARD	0.5532	1.0	0.2172
SALL4	0.2183	0.3619	0.3791
SOX17	0.2221	0.3659	0.3829
PURA	0.2223	0.3673	0.3796
ATF1	0.2233	0.3903	0.3671
TWIST1	0.2295	0.4737	0.235
ING4	0.2601	0.23	0.6013
VHL	0.5608	0.2303	1.0
NCOR1	0.2666	0.5999	0.2348
MECP2	0.2445	0.3683	0.3691
NFATC2	0.6219	1.0	0.2484
RUNX3	0.4247	0.7491	0.2583
EP300	0.7217	0.2627	0.9686
SOX2	0.3128	0.2658	0.6324
HDAC3	0.3144	0.6388	0.2665
ATF2	0.4238	0.2759	0.7347
CDKN1A	0.3708	0.6922	0.283
WT1	0.2874	0.39	0.3954
HBP1	0.2895	0.4278	0.4404
ERG	0.3625	0.2944	0.6686
ETS1	0.472	0.2999	0.7647
REST	0.3026	0.4271	0.4401
EZH2	0.3593	0.5961	0.3238
CBFB	0.3655	0.3292	0.5843
IRF1	0.3418	0.4488	0.4305
CREB1	0.402	0.3535	0.6127
PML	0.472	0.7448	0.361
PTGS2	0.6308	1.0	0.363
TAF9	0.6255	1.0	0.3658
HDGF	0.618	0.368	1.0
IRF8	0.6295	1.0	0.3691
JUND	0.4649	0.3696	0.7238
