Overall graph size pval = 0.6364
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
E2F1	4.0E-4	1.0E-4	0.9358
E2F4	1.0E-4	1.0	1.0E-4
MYCN	0.0054	7.0E-4	1.0
E2F3	0.0054	8.0E-4	1.0
RBL2	0.0134	1.0	0.0021
FOXM1	0.0131	0.0026	1.0
E2F5	0.0137	1.0	0.0038
HDAC1	0.0308	1.0	0.0088
CDK2	0.0126	0.0136	0.5595
RBBP4	0.0139	0.4842	0.018
TP53	0.2406	0.9481	0.0242
E2F6	0.0755	1.0	0.0287
RBL1	0.0793	1.0	0.03
LIN54	0.0377	0.4457	0.0579
LIN52	0.0377	0.4457	0.0579
LIN37	0.0377	0.4457	0.0579
LIN9	0.0377	0.4457	0.0579
MAPK1	0.0422	0.127	0.2526
PTGDR	0.2306	0.0548	1.0
ATR	0.1432	0.0608	1.0
ESR1	0.075	0.1052	0.485
TFDP1	0.119	0.0761	0.6344
MAPK3	0.0847	0.276	0.199
CHEK1	0.2683	0.0991	1.0
KAT5	0.509	1.0	0.1239
MYC	0.4528	0.1271	1.0
TFDP2	0.1312	0.153	0.4698
AKT1	0.2082	0.529	0.1528
CDK1	0.2772	0.1566	1.0
RAD51D	0.379	0.2066	1.0
PLK1	0.4017	0.2401	1.0
EP300	0.4915	0.2654	1.0
ATM	0.5258	0.271	1.0
AR	0.4961	0.2712	1.0
CDK7	0.4792	0.2792	1.0
CCNK	0.481	0.2821	1.0
CCNT2	0.481	0.2821	1.0
CCNT1	0.481	0.2821	1.0
GTF2F1	0.481	0.2821	1.0
GTF2F2	0.481	0.2821	1.0
SUPT4H1	0.481	0.2821	1.0
ELOA2	0.481	0.2821	1.0
ELOA3	0.481	0.2821	1.0
SUPT5H	0.481	0.2821	1.0
ELOA	0.481	0.2821	1.0
NELFB	0.481	0.2821	1.0
ELOB	0.481	0.2821	1.0
NELFCD	0.481	0.2821	1.0
NELFA	0.481	0.2821	1.0
ELOC	0.481	0.2821	1.0
NELFE	0.481	0.2821	1.0
CTDP1	0.481	0.2821	1.0
POLR2A	0.481	0.2821	1.0
POLR2B	0.481	0.2821	1.0
POLR2C	0.481	0.2821	1.0
POLR2D	0.481	0.2821	1.0
POLR2E	0.481	0.2821	1.0
POLR2F	0.481	0.2821	1.0
POLR2G	0.481	0.2821	1.0
POLR2H	0.481	0.2821	1.0
POLR2I	0.481	0.2821	1.0
POLR2J	0.481	0.2821	1.0
POLR2K	0.481	0.2821	1.0
POLR2L	0.481	0.2821	1.0
GTF2H2	0.481	0.2821	1.0
GTF2H3	0.481	0.2821	1.0
GTF2H4	0.481	0.2821	1.0
GTF2H5	0.481	0.2821	1.0
ERCC3	0.481	0.2821	1.0
ELOA3D	0.481	0.2821	1.0
TCEA1	0.481	0.2821	1.0
ELOA3B	0.481	0.2821	1.0
MDC1	0.469	0.2835	1.0
JUN	0.2888	0.5098	0.3378
SUPT16H	0.5033	0.3027	1.0
GTF2H1	0.5056	0.3027	1.0
ELL	0.5685	0.3043	1.0
CCNH	0.505	0.3056	1.0
MNAT1	0.505	0.3056	1.0
ERCC2	0.5679	0.3564	1.0
CDK12	0.3598	0.4337	0.5416
YBX1	0.599	1.0	0.3659
TP73	0.3732	0.4594	0.5235
SSRP1	0.5882	0.3763	1.0
CDK9	0.3828	0.4543	0.5472
MRE11	0.4423	0.3904	1.0
SP1	0.6089	0.4916	0.8024
FANCD2	0.6948	0.5158	1.0
FANCI	0.6992	0.5186	1.0
BRCA1	0.7478	0.539	1.0
TP63	0.77	0.5441	1.0
NFKB1	0.7777	0.5937	1.0
FOS	0.6044	0.6463	0.6455
ATF2	0.9005	0.7071	1.0
RELA	0.8559	0.7095	1.0
STAT3	0.8905	0.7149	1.0
CDK5	0.7839	0.7229	1.0
MAX	0.9292	0.7293	1.0
YY1	0.845	0.7364	1.0
CSNK2A1	0.9959	0.9891	1.0
NR3C1	1.0	1.0	1.0
NBN	1.0	1.0	1.0
PRKACA	1.0	1.0	1.0
CSNK2A2	1.0	1.0	1.0
PRKDC	1.0	1.0	1.0
PLK3	1.0	1.0	1.0
SIRT1	1.0	1.0	1.0
