Overall graph size pval = 0.9441
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
E2F4	0.0014	1.0	3.0E-4
RBL2	0.0018	1.0	5.0E-4
HDAC1	0.0075	1.0	0.0039
RBL1	0.0171	1.0	0.0078
TP53	0.0414	0.7377	0.008
E2F5	0.0166	1.0	0.0082
E2F6	0.017	1.0	0.0092
RBBP4	0.0164	0.5923	0.0272
E2F1	0.0269	0.0184	0.7397
TP63	0.1464	0.7102	0.0248
TFDP1	0.0264	0.1612	0.1228
LIN54	0.032	0.5688	0.0551
LIN52	0.032	0.5688	0.0551
LIN37	0.032	0.5688	0.0551
LIN9	0.032	0.5688	0.0551
PTGDR	0.0345	0.0643	0.4266
SP1	0.0481	0.0399	0.6278
MYCN	0.0949	0.0512	1.0
TP73	0.0643	0.2707	0.1586
TFDP2	0.0788	0.3364	0.1476
FOXM1	0.1513	0.0886	1.0
ESR1	0.122	0.1534	0.5914
YY1	0.196	0.1343	1.0
YBX1	0.3698	1.0	0.1535
CHEK1	0.3842	0.709	0.1726
E2F3	0.2753	0.1734	1.0
EP300	0.2002	0.2704	0.5717
ELL	0.2627	0.5477	0.2004
MYC	0.4217	0.2106	0.9137
MDC1	0.2312	0.3941	0.3244
RAD51D	0.233	0.3953	0.3196
SSRP1	0.2627	0.3839	0.399
ERCC2	0.2631	0.3852	0.3968
NR3C1	0.5226	0.292	0.8516
MAX	0.795	0.3094	1.0
FANCD2	0.5136	0.6945	0.319
FANCI	0.5157	0.6975	0.3204
CCNK	0.3743	0.5318	0.3579
CCNT2	0.3743	0.5318	0.3579
CCNT1	0.3743	0.5318	0.3579
CCNH	0.3743	0.5318	0.3579
ELOA	0.3743	0.5318	0.3579
NELFB	0.3743	0.5318	0.3579
ELOB	0.3743	0.5318	0.3579
NELFA	0.3743	0.5318	0.3579
NELFCD	0.3743	0.5318	0.3579
ELOC	0.3743	0.5318	0.3579
NELFE	0.3743	0.5318	0.3579
SUPT16H	0.3743	0.5318	0.3579
GTF2F1	0.3743	0.5318	0.3579
GTF2F2	0.3743	0.5318	0.3579
CTDP1	0.3743	0.5318	0.3579
SUPT4H1	0.3743	0.5318	0.3579
POLR2A	0.3743	0.5318	0.3579
POLR2B	0.3743	0.5318	0.3579
POLR2C	0.3743	0.5318	0.3579
POLR2D	0.3743	0.5318	0.3579
POLR2E	0.3743	0.5318	0.3579
POLR2F	0.3743	0.5318	0.3579
POLR2G	0.3743	0.5318	0.3579
POLR2H	0.3743	0.5318	0.3579
POLR2I	0.3743	0.5318	0.3579
POLR2J	0.3743	0.5318	0.3579
POLR2K	0.3743	0.5318	0.3579
POLR2L	0.3743	0.5318	0.3579
ELOA2	0.3743	0.5318	0.3579
GTF2H1	0.3743	0.5318	0.3579
ELOA3	0.3743	0.5318	0.3579
GTF2H2	0.3743	0.5318	0.3579
GTF2H3	0.3743	0.5318	0.3579
SUPT5H	0.3743	0.5318	0.3579
GTF2H4	0.3743	0.5318	0.3579
GTF2H5	0.3743	0.5318	0.3579
CDK9	0.3743	0.5318	0.3579
CDK7	0.3743	0.5318	0.3579
ERCC3	0.3743	0.5318	0.3579
ELOA3D	0.3743	0.5318	0.3579
TCEA1	0.3743	0.5318	0.3579
ELOA3B	0.3743	0.5318	0.3579
CDK12	0.3743	0.5318	0.3579
MNAT1	0.3743	0.5318	0.3579
ATR	0.5211	0.4001	1.0
BRCA1	0.5208	0.6138	0.4673
FOS	0.683	0.8663	0.5036
ATM	0.5245	0.5454	0.6613
JUN	0.5296	0.6161	0.5622
AR	0.8265	0.9207	0.5618
RELA	0.8283	0.9156	0.5699
STAT3	0.6854	0.6559	0.7673
ATF2	0.9028	0.9217	0.7631
SIRT1	0.9032	0.8579	0.8686
