Overall graph size pval = 0.8757
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
RBL2	5.0E-4	1.0	1.0E-4
E2F4	1.0E-4	1.0	1.0E-4
TP63	0.031	0.6955	0.0013
E2F1	0.0019	0.0048	0.3471
HDAC1	0.0064	1.0	0.0035
TFDP1	0.0048	0.0492	0.0932
RBL1	0.0128	1.0	0.0069
MYCN	0.0147	0.0073	1.0
E2F5	0.0134	1.0	0.0079
E2F6	0.0142	1.0	0.0087
RBBP4	0.0139	0.5581	0.021
TP53	0.0305	0.4767	0.0207
ELL	0.0769	0.5211	0.021
CHEK1	0.0726	0.4843	0.0236
PTGDR	0.0272	0.056	0.3821
LIN54	0.0288	0.5372	0.0488
LIN52	0.0288	0.5372	0.0488
LIN37	0.0288	0.5372	0.0488
LIN9	0.0288	0.5372	0.0488
PLK1	0.2085	1.0	0.0313
SP1	0.0379	0.0337	0.592
RAD51D	0.0539	0.3757	0.0337
FANCD2	0.2166	0.678	0.0351
FANCI	0.2054	0.6776	0.0357
CCNK	0.1267	0.5092	0.0444
CCNT2	0.1267	0.5092	0.0444
CCNT1	0.1267	0.5092	0.0444
SUPT16H	0.1267	0.5092	0.0444
GTF2F1	0.1267	0.5092	0.0444
GTF2F2	0.1267	0.5092	0.0444
SUPT4H1	0.1267	0.5092	0.0444
ELOA2	0.1267	0.5092	0.0444
ELOA3	0.1267	0.5092	0.0444
SUPT5H	0.1267	0.5092	0.0444
ELOA	0.1267	0.5092	0.0444
NELFB	0.1267	0.5092	0.0444
ELOB	0.1267	0.5092	0.0444
NELFCD	0.1267	0.5092	0.0444
NELFA	0.1267	0.5092	0.0444
ELOC	0.1267	0.5092	0.0444
NELFE	0.1267	0.5092	0.0444
CTDP1	0.1267	0.5092	0.0444
POLR2A	0.1267	0.5092	0.0444
POLR2B	0.1267	0.5092	0.0444
POLR2C	0.1267	0.5092	0.0444
POLR2D	0.1267	0.5092	0.0444
POLR2E	0.1267	0.5092	0.0444
POLR2F	0.1267	0.5092	0.0444
POLR2G	0.1267	0.5092	0.0444
POLR2H	0.1267	0.5092	0.0444
POLR2I	0.1267	0.5092	0.0444
POLR2J	0.1267	0.5092	0.0444
POLR2K	0.1267	0.5092	0.0444
POLR2L	0.1267	0.5092	0.0444
GTF2H1	0.1267	0.5092	0.0444
GTF2H2	0.1267	0.5092	0.0444
GTF2H3	0.1267	0.5092	0.0444
GTF2H4	0.1267	0.5092	0.0444
GTF2H5	0.1267	0.5092	0.0444
ERCC3	0.1267	0.5092	0.0444
ELOA3D	0.1267	0.5092	0.0444
TCEA1	0.1267	0.5092	0.0444
ELOA3B	0.1267	0.5092	0.0444
E2F3	0.076	0.0446	1.0
CCNH	0.1361	0.5182	0.0455
MNAT1	0.1361	0.5182	0.0455
MDC1	0.0696	0.3967	0.0456
CSNK2A1	0.3819	0.8795	0.0465
TP73	0.0557	0.2628	0.1245
SSRP1	0.0769	0.3636	0.0566
ERCC2	0.0778	0.3591	0.0566
CDK12	0.1907	0.5839	0.061
TFDP2	0.0626	0.2971	0.1153
CDK9	0.2016	0.5972	0.0647
CDK7	0.1046	0.3912	0.0703
CDK2	0.1231	0.0725	1.0
FOXM1	0.1338	0.084	1.0
BRCA1	0.2753	0.6103	0.0875
ESR1	0.1004	0.1406	0.5579
YY1	0.1759	0.1292	1.0
MYC	0.3624	0.1876	0.8971
EP300	0.1879	0.264	0.5488
JUN	0.233	0.2944	0.524
NR3C1	0.5154	0.2664	0.863
MAX	0.7542	0.2871	1.0
ATR	0.3025	0.4645	0.318
FOS	0.3191	0.4754	0.4723
YBX1	0.6329	1.0	0.4116
CDK5	0.5366	0.4757	1.0
RELA	0.8117	0.9144	0.5396
AKT1	0.623	0.567	1.0
ATF2	0.6422	0.6339	0.7475
ATM	0.6452	0.6775	0.662
STAT3	0.8816	0.913	0.7428
CDK1	0.8499	0.7923	1.0
SIRT1	0.8828	0.8587	0.8502
AR	0.965	0.9121	1.0
MRE11	1.0	1.0	1.0
KAT5	1.0	1.0	1.0
PRKACA	1.0	1.0	1.0
PRKDC	1.0	1.0	1.0
TOPBP1	1.0	1.0	1.0
AURKB	1.0	1.0	1.0
MAPK1	1.0	1.0	1.0
MAPK3	1.0	1.0	1.0
