Source	Relation	Target	Sites	Source data ID	Source change	 Source change pval	Target data ID	Target change	Target change pval
E2F3	upregulates-expression	RRM1		E2F3-inactive-by-network-sig	-1.0		RRM1-G	-17.155994437161354	3.54198146628686E-8
MYCN	upregulates-expression	MCM7		MYCN-inactive-by-network-sig	-1.0		MCM7-G	-8.175039540943642	2.815953234335E-4
MYCN	upregulates-expression	MCM3		MYCN-inactive-by-network-sig	-1.0		MCM3-G	-8.107541603610812	3.012585765736E-4
E2F3	upregulates-expression	MCM3		E2F3-inactive-by-network-sig	-1.0		MCM3-G	-8.107541603610812	3.012585765736E-4
MYCN	upregulates-expression	MCM5		MYCN-inactive-by-network-sig	-1.0		MCM5-G	-8.021056023023363	3.284729645824E-4
MYCN	upregulates-expression	MCM4		MYCN-inactive-by-network-sig	-1.0		MCM4-G	-7.9417321685237185	3.555900027313E-4
MOV10	downregulates-expression	MECP2		MOV10-G	-8.105224481948985	3.019574387088E-4	MECP2-G	7.696602899091216	4.543680983621E-4
MYCN	upregulates-expression	MCM6		MYCN-inactive-by-network-sig	-1.0		MCM6-G	-6.950075801964699	9.5856249002E-4
MYCN	upregulates-expression	MCM2		MYCN-inactive-by-network-sig	-1.0		MCM2-G	-6.89863082448841	0.0010091662092284
CBFB	upregulates-expression	OCLN		CBFB-G	-7.433403722673993	5.911718983639E-4	OCLN-G	-6.89445291913842	0.0010133912298555
E2F3	upregulates-expression	RRM2		E2F3-inactive-by-network-sig	-1.0		RRM2-G	-5.242936249756824	0.0052847167839268
STAT1	upregulates-expression	ICAM1		STAT1-G	-4.734594082546392	0.0087860145046626	ICAM1-G	-4.824646892824521	0.0080293886046142
STAT1	upregulates-expression	UPP1		STAT1-G	-4.734594082546392	0.0087860145046626	UPP1-G	-4.519795545775343	0.0108912502030503
E2F3	upregulates-expression	TYMS		E2F3-inactive-by-network-sig	-1.0		TYMS-G	-4.362245612250646	0.0127497245408456
CDX2	upregulates-expression	MEP1A		CDX2-G	14.746654493178085	3.94102624544239E-7	MEP1A-G	4.299901504629127	0.0135698955182718
E2F3	upregulates-expression	TK1		E2F3-inactive-by-network-sig	-1.0		TK1-G	-4.224778258456475	0.0146285781134727
CDX2	upregulates-expression	HEPH		CDX2-G	14.746654493178085	3.94102624544239E-7	HEPH-G	3.970664027849046	0.0188609048099814
CBFB	upregulates-expression	SPP1		CBFB-G	-7.433403722673993	5.911718983639E-4	SPP1-G	-3.934721151986199	0.019551150366881
UHRF1	downregulates-expression	ABCB1		UHRF1-G	-8.130608155004047	2.943891121428E-4	ABCB1-G	3.7645541372416385	0.0231779441139297
MYCN	downregulates-expression	ABCB1		MYCN-inactive-by-network-sig	-1.0		ABCB1-G	3.7645541372416385	0.0231779441139297
ZFHX3	downregulates-expression	MUC5AC		ZFHX3-G	3.667094402188381	0.0255506019687715	MUC5AC-G	-5.441759920571661	0.0043318528413047
HDAC1	downregulates-expression	ABCB1		HDAC1-G	-3.494254311325309	0.0303713875944552	ABCB1-G	3.7645541372416385	0.0231779441139297
HDAC1	upregulates-expression	ICAM1		HDAC1-G	-3.494254311325309	0.0303713875944552	ICAM1-G	-4.824646892824521	0.0080293886046142
E2F3	upregulates-expression	SUZ12		E2F3-inactive-by-network-sig	-1.0		SUZ12-G	-3.4750491838307047	0.0309603110390323
SUPT16H	upregulates-expression	FANCD2		SUPT16H-G	-3.3327555532069133	0.0356946110273078	FANCD2-G	-4.068888001704578	0.0170963890967489
SPDEF	upregulates-expression	AGR2		SPDEF-G	-3.1924710991312697	0.0410702567656128	AGR2-G	-8.501870698816754	2.030880967718E-4
E2F3	upregulates-expression	CDK1		E2F3-inactive-by-network-sig	-1.0		CDK1-G	-2.986579649653689	0.0504597318621024
POLR2H	upregulates-expression	FANCD2		POLR2H-G	-2.9250406300544043	0.0536625115576724	FANCD2-G	-4.068888001704578	0.0170963890967489
PURA	downregulates-expression	PCNA		PURA-G	2.8494167392093774	0.057878069040199	PCNA-G	-3.4968629168461547	0.0302922638712597
