Overall graph size pval = 0.9687
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
MYCN	2.0E-4	0.4742	1.0E-4
E2F3	0.0083	1.0	3.0E-4
AHR	0.0077	1.0	8.0E-4
SREBF1	0.0542	1.0	0.0016
E2F1	0.0537	0.9253	0.0026
RBL1	0.0179	0.0027	1.0
TFDP1	0.0929	1.0	0.0038
RBL2	0.0348	0.0045	1.0
E2F5	0.0351	0.0066	1.0
FOS	0.0086	0.0738	0.0618
SREBF2	0.1098	1.0	0.0088
GABPA	0.1064	0.0109	1.0
PTGDR	0.1747	1.0	0.0151
MAX	0.0431	0.5582	0.0159
MLX	0.035	0.3108	0.0723
SOX17	0.0355	0.0622	0.3141
E2F2	0.1748	1.0	0.0358
SOX2	0.0501	0.4968	0.038
ARNT	0.2805	0.9631	0.0414
NRF1	0.2955	0.0429	1.0
JUN	0.0484	0.2984	0.0653
EZH2	0.1672	0.7956	0.0484
MET	0.1331	1.0	0.0499
PURA	0.1403	0.0503	1.0
ZBTB7A	0.1336	0.0513	1.0
TNFRSF11B	0.133	1.0	0.0516
CREB1	0.3414	1.0	0.0525
E2F4	0.2102	0.053	1.0
MLXIPL	0.0567	0.3502	0.095
NFATC1	0.1806	1.0	0.0596
STAT6	0.365	0.0636	1.0
HIF1A	0.6154	1.0	0.0693
STAT3	0.2376	0.8098	0.0726
POU5F1	0.1296	0.6297	0.0769
NANOG	0.3215	1.0	0.0775
BTF3	0.2351	0.0778	1.0
NFIC	0.0802	0.0845	0.4495
HSF1	0.2283	1.0	0.0814
POU2F1	0.2341	1.0	0.0853
GABPB1	0.342	0.0921	1.0
MYC	0.3783	0.8961	0.0951
BRCA1	0.3662	0.914	0.102
FOSL1	0.3948	1.0	0.1224
HDAC7	0.39	1.0	0.1254
ATF2	0.2668	0.1295	0.7044
SMAD7	0.1338	0.4917	0.1424
IRF3	0.1373	0.271	0.3166
FANCI	0.1377	0.2575	0.3303
ATR	0.1386	0.2578	0.3309
MDC1	0.1393	0.2561	0.331
E2F6	0.3383	0.1412	1.0
TFDP2	0.555	1.0	0.1498
NFYB	0.4444	1.0	0.1527
NFYC	0.4444	1.0	0.1527
NR1I2	0.4369	0.1559	1.0
STAT1	0.163	0.1571	0.4482
SP1	0.8222	0.9988	0.1582
PAX5	0.4421	0.1604	1.0
NR3C1	0.161	0.1972	0.3849
YBX1	0.54	0.1612	1.0
TP63	0.3101	0.163	0.6836
PPARGC1A	0.6684	0.1655	1.0
TCF4	0.4931	0.1666	1.0
BCL6	0.5215	1.0	0.1822
CHEK1	0.1883	0.312	0.3678
CDK12	0.1907	0.2999	0.3813
ELOA	0.1907	0.2999	0.3813
ELOB	0.1907	0.2999	0.3813
NELFA	0.1907	0.2999	0.3813
ELOC	0.1907	0.2999	0.3813
NELFE	0.1907	0.2999	0.3813
CTDP1	0.1907	0.2999	0.3813
GTF2H1	0.1907	0.2999	0.3813
GTF2H2	0.1907	0.2999	0.3813
GTF2H3	0.1907	0.2999	0.3813
GTF2H4	0.1907	0.2999	0.3813
GTF2H5	0.1907	0.2999	0.3813
CCNT2	0.1907	0.2999	0.3813
CCNT1	0.1907	0.2999	0.3813
SUPT16H	0.1907	0.2999	0.3813
GTF2F1	0.1907	0.2999	0.3813
GTF2F2	0.1907	0.2999	0.3813
ELOA2	0.1907	0.2999	0.3813
ELOA3	0.1907	0.2999	0.3813
CDK9	0.1907	0.2999	0.3813
CDK7	0.1907	0.2999	0.3813
MNAT1	0.1907	0.2999	0.3813
POLR2A	0.1907	0.2999	0.3813
POLR2B	0.1907	0.2999	0.3813
POLR2C	0.1907	0.2999	0.3813
POLR2D	0.1907	0.2999	0.3813
POLR2E	0.1907	0.2999	0.3813
POLR2F	0.1907	0.2999	0.3813
POLR2G	0.1907	0.2999	0.3813
POLR2H	0.1907	0.2999	0.3813
POLR2I	0.1907	0.2999	0.3813
POLR2J	0.1907	0.2999	0.3813
POLR2K	0.1907	0.2999	0.3813
POLR2L	0.1907	0.2999	0.3813
CCNK	0.1907	0.2999	0.3813
CCNH	0.1907	0.2999	0.3813
SUPT4H1	0.1907	0.2999	0.3813
RAD51D	0.1907	0.2999	0.3813
ELOA3D	0.1907	0.2999	0.3813
TCEA1	0.1907	0.2999	0.3813
ELOA3B	0.1907	0.2999	0.3813
SUPT5H	0.1907	0.2999	0.3813
ERCC3	0.1907	0.2999	0.3813
NFYA	0.2791	0.6956	0.1908
ESRRA	0.1935	0.3279	0.3602
SMARCD3	0.4923	0.1955	0.884
CHD9	0.4923	0.1955	0.884
TGS1	0.4923	0.1955	0.884
TBL1X	0.4894	0.1974	0.8847
TBL1XR1	0.4894	0.1974	0.8847
ETS2	0.4441	1.0	0.1982
HEY1	0.4881	1.0	0.2014
CARM1	0.522	0.2086	0.8932
NCOA6	0.5494	0.2243	0.9004
ATM	0.532	1.0	0.2247
ETS1	0.4558	0.8686	0.2253
REST	0.2314	0.4283	0.3353
SIRT1	0.7072	0.2315	1.0
IL8	0.235	0.3792	0.3901
RARA	0.2501	0.5725	0.2376
FOXA2	0.2388	0.4549	0.2694
CDKN1A	0.5331	1.0	0.2425
NELFB	0.2442	0.3532	0.415
SSRP1	0.2456	0.3417	0.4288
USF1	0.3771	0.7563	0.2466
SRF	0.2479	0.5517	0.2525
CDX2	0.6517	0.2506	1.0
TCF7	0.5108	0.2522	1.0
PAX3	0.5089	0.2527	1.0
HELZ2	0.6099	0.2568	0.9175
