Overall graph size pval = 0.0918
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
FAM20C	1.0E-4	0.6959	1.0E-4
GH2	0.0033	1.0	9.0E-4
GH1	0.0033	1.0	9.0E-4
PAK2	0.0047	1.0	0.0017
CAMK2D	0.0132	1.0	0.0047
PAK1	0.0423	1.0	0.0089
CSK	0.0499	1.0	0.0183
PRKCA	0.054	0.7983	0.0195
PLCG1	0.0458	1.0	0.0221
SRC	0.0994	1.0	0.0255
FYN	0.0841	1.0	0.0258
MAPKAPK5	0.069	1.0	0.0259
PPP2R5D	0.0641	0.0291	1.0
DYRK2	0.0728	0.0362	0.5227
PKN1	0.0686	1.0	0.0367
MARK3	0.0815	1.0	0.0424
NEK3	0.0439	0.1073	0.2173
PKC	0.0861	1.0	0.0442
FN1	0.0829	1.0	0.0443
ITGB3	0.0829	1.0	0.0443
JAK2	0.137	1.0	0.0457
ARRB2	0.0983	1.0	0.0514
CALM1	0.1965	1.0	0.0517
RET	0.1015	1.0	0.0525
TP53	0.0563	0.1707	0.21
ARAF	0.1141	1.0	0.0613
MAPKAPK2	0.0614	0.3947	0.0895
YWHAE	0.3732	0.0622	1.0
GSK3A	0.3921	0.0635	1.0
CDC42	0.1363	1.0	0.0647
PPP2R1B	0.129	0.0687	1.0
PPP2CB	0.129	0.0687	1.0
YWHAB	0.2468	1.0	0.0718
UHMK1	0.1385	1.0	0.0722
BRAF	0.1632	1.0	0.0859
LYN	0.2207	1.0	0.097
CSNK2A1	0.9066	0.0974	1.0
SHC1	0.2123	1.0	0.1035
MAPK11	0.1072	0.468	0.1388
SFN	0.1148	0.1783	0.3437
MAP2K1	0.2045	1.0	0.1153
PPP2R1A	0.2236	0.1222	1.0
ACTB	0.2308	0.1291	1.0
ABL1	0.1447	0.2129	0.3653
CDK6	0.1532	0.6452	0.1474
PTPN11	0.234	1.0	0.1484
PRKCI	0.16	0.2048	0.408
RAF1	0.3214	1.0	0.1606
CDK5	0.27	0.819	0.1623
PRKACB	0.4744	0.1777	1.0
MAPK13	0.4726	0.1793	1.0
MAPK12	0.4847	0.1817	1.0
INSR	0.3081	1.0	0.1898
PTK6	0.2759	1.0	0.1905
PRKACG	0.5015	0.1918	1.0
RPS6KA1	0.373	1.0	0.1955
CXCR4	0.2728	1.0	0.1956
CHEK1	0.275	0.1957	0.5618
PPP2CA	0.3639	0.2054	1.0
CAMK2A	0.349	1.0	0.2075
CCND1	0.4134	0.2143	1.0
KITLG	0.3475	1.0	0.219
RPS6KA5	0.5513	0.2191	1.0
DYRK1B	0.3135	1.0	0.2251
BCR	0.319	1.0	0.2319
LCK	0.4405	1.0	0.2484
PPP2R3B	0.3813	0.2522	1.0
NEK9	0.3457	1.0	0.2544
PDGFB	0.3503	1.0	0.2549
ROCK2	0.3531	1.0	0.2558
AMP	0.346	1.0	0.2564
EPO	0.3501	1.0	0.2569
EPOR	0.3501	1.0	0.2569
DYRK1A	0.6333	0.2648	1.0
PRKD2	0.3781	1.0	0.2763
RPS6KA2	0.381	1.0	0.2784
STK38	0.3867	1.0	0.2831
CLK1	0.3795	1.0	0.2849
BTK	0.3908	1.0	0.2871
PRKG1	0.2903	0.2872	0.54
IKBKB	0.6708	0.2922	1.0
CSNK1D	0.4117	1.0	0.305
KDR	0.4163	1.0	0.3059
VEGFA	0.4163	1.0	0.3059
TRAF2	0.4149	1.0	0.3091
PLCG2	0.4235	1.0	0.3149
GRB2	0.5038	1.0	0.3161
CHEK2	0.4307	1.0	0.3207
CDK7	0.3228	0.6216	0.3313
RAC1	0.4415	1.0	0.3289
CAMK2G	0.4403	1.0	0.3312
CDK5R1	0.4462	1.0	0.3327
PDGFRB	0.4505	1.0	0.3351
CAMK2B	0.4484	1.0	0.3372
GNB1	0.4776	1.0	0.3583
PRKACA	0.3641	0.4208	0.4647
IKBKE	0.4907	1.0	0.374
CDK9	0.8055	0.393	1.0
PDPK1	0.5284	1.0	0.3952
SYK	0.5333	1.0	0.3957
HCK	0.5293	1.0	0.3978
MAPK14	0.6372	0.4005	0.8115
AURKB	0.4291	0.6584	0.4082
TBK1	0.5415	1.0	0.4121
CDK2	0.9606	0.4143	0.9961
GSK3B	0.4144	0.4913	0.492
PRKCE	0.5512	1.0	0.4216
PRKCD	0.6183	1.0	0.4257
PRKDC	0.5658	1.0	0.4302
CSNK2A2	0.8495	0.4324	1.0
MAP3K7	0.5694	1.0	0.4386
CLK2	0.5886	1.0	0.4598
YES1	0.5989	1.0	0.4646
PAK4	0.6032	1.0	0.4661
AKT1	0.4793	0.5317	0.5362
PRKCZ	0.5163	0.51	0.6586
MAPK8	0.7993	0.5135	0.898
MAPK10	0.7041	0.5426	0.828
MAPK7	0.7138	1.0	0.5623
PRKD1	0.7351	1.0	0.59
PRKAA2	0.7332	1.0	0.5959
PRKCB	0.7434	1.0	0.5994
MTOR	0.9523	0.6328	1.0
CDK4	0.8702	1.0	0.6561
MAPK3	0.7622	0.8287	0.6655
AKT2	0.8577	1.0	0.7368
MAPK1	0.8984	0.9456	0.7541
PRKAA1	0.9157	1.0	0.8204
CDK1	0.9182	0.9211	0.8225
PLK1	0.9351	1.0	0.8514
MAPK9	0.976	1.0	0.9201
RPS6KA4	1.0	1.0	1.0
RPS6KA3	1.0	1.0	1.0
AKT3	1.0	1.0	1.0
TRBC1	1.0	1.0	1.0
BTRC	1.0	1.0	1.0
PRKCG	1.0	1.0	1.0
PRKCH	1.0	1.0	1.0
DAPK1	1.0	1.0	1.0
PRKD3	1.0	1.0	1.0
CSNK2B	1.0	1.0	1.0
ULK1	1.0	1.0	1.0
PRKCQ	1.0	1.0	1.0
SIK1	1.0	1.0	1.0
PIK3R1	1.0	1.0	1.0
NLK	1.0	1.0	1.0
PPP3R1	1.0	1.0	1.0
