Overall graph size pval = 0.3305
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
MYCN	7.0E-4	1.0E-4	0.6963
SRF	0.001	0.6683	3.0E-4
E2F2	0.0087	5.0E-4	1.0
FOXM1	8.0E-4	0.0024	0.1584
E2F3	0.0418	9.0E-4	1.0
SOX9	0.0109	1.0	0.001
TFDP1	0.0322	0.0015	0.8677
MYC	0.3575	0.0025	0.9994
KLF5	0.0053	0.0028	0.5423
ESR1	0.125	0.9463	0.0039
SP1	0.1108	0.9225	0.0048
SPI1	0.1726	0.005	1.0
KLF8	0.0052	0.0248	0.1619
STAT3	0.0054	0.0634	0.0413
STAT6	0.0257	0.7267	0.0055
NELFCD	0.0896	0.0085	1.0
YBX1	0.089	0.8801	0.0093
CEBPD	0.01	0.1853	0.0406
ATR	0.0779	0.0107	1.0
MYBL2	0.0767	0.013	1.0
HOXB7	0.0135	0.1912	0.0428
RELA	0.0146	0.072	0.0947
CCNK	0.1154	0.0166	1.0
CCNH	0.1154	0.0166	1.0
SUPT4H1	0.1154	0.0166	1.0
CDK12	0.1154	0.0166	1.0
ELOA	0.1154	0.0166	1.0
ELOB	0.1154	0.0166	1.0
NELFA	0.1154	0.0166	1.0
ELOC	0.1154	0.0166	1.0
NELFE	0.1154	0.0166	1.0
RAD51D	0.1154	0.0166	1.0
CTDP1	0.1154	0.0166	1.0
GTF2H1	0.1154	0.0166	1.0
GTF2H2	0.1154	0.0166	1.0
GTF2H3	0.1154	0.0166	1.0
GTF2H4	0.1154	0.0166	1.0
GTF2H5	0.1154	0.0166	1.0
ELOA3D	0.1154	0.0166	1.0
TCEA1	0.1154	0.0166	1.0
CTNNB1	0.0436	0.6134	0.0166
ELOA3B	0.1154	0.0166	1.0
CCNT2	0.1154	0.0166	1.0
CCNT1	0.1154	0.0166	1.0
SUPT16H	0.1154	0.0166	1.0
GTF2F1	0.1154	0.0166	1.0
GTF2F2	0.1154	0.0166	1.0
ELOA2	0.1154	0.0166	1.0
ELOA3	0.1154	0.0166	1.0
SUPT5H	0.1154	0.0166	1.0
CDK9	0.1154	0.0166	1.0
CDK7	0.1154	0.0166	1.0
MNAT1	0.1154	0.0166	1.0
POLR2A	0.1154	0.0166	1.0
POLR2B	0.1154	0.0166	1.0
POLR2C	0.1154	0.0166	1.0
POLR2D	0.1154	0.0166	1.0
POLR2E	0.1154	0.0166	1.0
POLR2F	0.1154	0.0166	1.0
POLR2G	0.1154	0.0166	1.0
POLR2H	0.1154	0.0166	1.0
POLR2I	0.1154	0.0166	1.0
POLR2J	0.1154	0.0166	1.0
POLR2K	0.1154	0.0166	1.0
POLR2L	0.1154	0.0166	1.0
ERCC3	0.1154	0.0166	1.0
FANCD2	0.1171	0.0173	1.0
E2F4	0.0499	0.6847	0.0174
ZBTB17	0.0212	0.0227	0.3281
VDR	0.0212	0.0552	0.2277
TCF4	0.0221	0.2181	0.0536
MAX	0.3238	0.0227	0.9804
SSRP1	0.1599	0.0243	1.0
EGR1	0.0382	0.4511	0.0246
CEBPB	0.0248	0.1014	0.122
RUNX2	0.026	0.3572	0.0326
NELFB	0.1639	0.0263	1.0
TRRAP	0.1628	0.0297	1.0
FOSL2	0.1659	1.0	0.0299
ARNT	0.3811	0.9891	0.0306
SATB1	0.0427	0.5273	0.0332
JUNB	0.0926	0.725	0.0334
ELL	0.2113	0.0354	1.0
CDKN2A	0.0635	0.5776	0.0371
NFIC	0.0657	0.0385	0.5842
RBL2	0.2107	1.0	0.0386
LIN54	0.0425	0.0613	0.3856
LIN52	0.0425	0.0613	0.3856
LIN37	0.0425	0.0613	0.3856
LIN9	0.0425	0.0613	0.3856
NPM1	0.0427	0.3725	0.0697
HIF1A	0.1465	0.7242	0.0445
TP53	0.1203	0.622	0.0452
NFKB1	0.048	0.1331	0.1646
E2F1	0.2457	0.0494	0.8405
TWIST2	0.0531	0.1032	0.2665
AGO2	0.0869	0.0585	0.6009
JUN	0.1095	0.0617	0.5115
IL37	0.1189	0.0637	0.6588
KLF4	0.0654	0.3948	0.0682
ATF3	0.2268	0.0669	1.0
E2F5	0.2262	1.0	0.0669
IL13	0.0724	0.4538	0.067
MTA1	0.1125	0.0676	0.6433
HDAC1	0.4114	0.9611	0.068
ASCL1	0.2205	0.0707	1.0
MOV10	0.1174	0.0739	0.6374
AGO3	0.1174	0.0739	0.6374
AGO4	0.1174	0.0739	0.6374
AGO1	0.1174	0.0739	0.6374
TNRC6C	0.1174	0.0739	0.6374
TNRC6A	0.1174	0.0739	0.6374
TNRC6B	0.1174	0.0739	0.6374
HNF4A	0.3157	1.0	0.0741
ERCC2	0.3718	0.08	1.0
FANCI	0.3003	0.0856	1.0
MDC1	0.2979	0.0879	1.0
TFAP2A	0.3435	0.9178	0.0879
CEBPA	0.0879	0.2077	0.2265
PTTG1	0.0882	0.1157	0.3823
GATA3	0.1522	0.667	0.0888
ACTL6A	0.2957	0.0917	1.0
RUVBL2	0.2957	0.0917	1.0
SMAD3	0.0952	0.427	0.0932
NR4A1	0.2939	1.0	0.0945
ETV4	0.2933	1.0	0.0972
DCT	0.2998	1.0	0.0995
CIITA	0.1888	0.1016	0.7085
MYB	0.1022	0.143	0.3243
PITX1	0.2951	0.1022	1.0
MITF	0.2963	1.0	0.1039
SNAI2	0.1939	0.7018	0.1075
AR	0.209	0.1081	0.6594
IL4	0.2047	0.7011	0.1123
RBBP4	0.1144	0.1195	0.4886
ATF4	0.1152	0.1438	0.4146
CHEK1	0.3677	0.1164	1.0
TCF7L2	0.1175	0.1247	0.479
ATM	0.4788	0.1176	1.0
NOTCH1	0.1177	0.4737	0.1345
LEF1	0.1188	0.3814	0.1578
AHR	0.371	0.1196	1.0
TFDP2	0.2857	0.1205	0.7707
SIRT1	0.1208	0.3565	0.1631
SNAI1	0.1212	0.4949	0.1209
RBL1	0.3686	1.0	0.1221
BCL6	0.2323	0.7417	0.1226
RUVBL1	0.3655	0.1227	1.0
SPP1	0.3597	1.0	0.1243
EDN1	0.3647	1.0	0.1309
KLF10	0.3712	1.0	0.1309
FOSL1	0.1448	0.4144	0.1723
IL12B	0.4302	0.1475	1.0
JAK2	0.4302	0.1475	1.0
TYK2	0.4302	0.1475	1.0
IL12RB1	0.4302	0.1475	1.0
FLI1	0.4313	0.1536	1.0
PARP1	0.1541	0.5329	0.1558
ELK1	0.4364	0.1548	1.0
CREB5	0.1554	0.5264	0.1549
FOS	0.2055	0.1563	0.5453
HSF1	0.1615	0.5314	0.1589
RBPJ	0.1615	0.2877	0.3086
GATA2	0.4475	1.0	0.1644
SP3	0.2216	0.5582	0.1811
ERBB4	0.2062	0.5683	0.1899
XBP1	0.3344	0.715	0.1908
