Overall graph size pval = 0.0875
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
MYC	0.0066	1.0E-4	1.0
LIN54	1.0E-4	0.014	1.0E-4
LIN52	1.0E-4	0.014	1.0E-4
LIN37	1.0E-4	0.014	1.0E-4
FOXM1	1.0E-4	1.0E-4	0.097
RBBP4	1.0E-4	0.0305	8.0E-4
E2F1	1.0E-4	1.0E-4	0.0828
E2F3	1.0E-4	1.0E-4	0.7382
E2F4	1.0E-4	0.6478	1.0E-4
E2F5	1.0E-4	1.0	1.0E-4
TP53	2.0E-4	0.4426	1.0E-4
MYCN	1.0E-4	1.0E-4	0.8612
ESR1	4.0E-4	0.7053	1.0E-4
MYBL2	0.0051	1.0E-4	1.0
RBL2	1.0E-4	1.0	1.0E-4
RBL1	5.0E-4	1.0	1.0E-4
LIN9	1.0E-4	0.014	1.0E-4
E2F6	0.0045	1.0	2.0E-4
TFDP1	0.002	3.0E-4	0.5255
E2F2	0.001	5.0E-4	0.5875
MAX	0.0363	7.0E-4	0.9819
GATA3	0.0404	1.0	8.0E-4
IRF1	0.001	0.0017	0.1864
TFDP2	0.0011	0.0043	0.0751
NKX3-1	0.0124	0.0012	1.0
HIST3H2BB	0.0232	1.0	0.0017
H3F3B	0.0232	1.0	0.0017
HIST2H3C	0.0232	1.0	0.0017
HIST1H3E	0.0232	1.0	0.0017
HIST1H4C	0.0232	1.0	0.0017
HIST1H2AC	0.0232	1.0	0.0017
HIST1H2BH	0.0232	1.0	0.0017
HIST1H2BG	0.0232	1.0	0.0017
HIST1H2BB	0.0232	1.0	0.0017
HIST1H2BA	0.0232	1.0	0.0017
HIST1H2BD	0.0232	1.0	0.0017
H2BFS	0.0232	1.0	0.0017
HIST1H2BN	0.0232	1.0	0.0017
HIST1H2BM	0.0232	1.0	0.0017
HIST1H2BO	0.0232	1.0	0.0017
HIST1H2BJ	0.0232	1.0	0.0017
HIST1H2BL	0.0232	1.0	0.0017
HIST1H2BK	0.0232	1.0	0.0017
MCM6	0.0129	0.0018	1.0
ATM	0.0097	0.0018	0.7136
MSC	0.0219	1.0	0.002
TERT	0.0232	1.0	0.0021
NELFB	0.0156	0.0021	1.0
YBX1	0.0177	0.7705	0.0021
PTGDR	0.0078	0.0022	0.6
ASF1B	0.0136	0.0024	1.0
MCM5	0.0149	0.0024	1.0
BRCA1	0.004	0.0031	0.3062
VHL	0.0422	1.0	0.0032
POLE3	0.0144	0.0035	1.0
HIST2H2BE	0.0394	1.0	0.0038
CCND3	0.0263	0.0043	1.0
NCOA3	0.0425	0.793	0.0047
NELFCD	0.0349	0.0052	1.0
CDC6	0.0063	0.0085	0.3026
PPP1R13B	0.0368	0.008	1.0
TP53BP2	0.0368	0.008	1.0
ATR	0.0396	0.0088	1.0
ERCC2	0.0589	0.0089	1.0
RELA	0.0304	0.0091	0.5451
RAD51D	0.0399	0.0096	1.0
MDC1	0.0384	0.0098	1.0
CDKN2A	0.0116	0.0767	0.0792
CCNT1	0.0145	0.0212	0.3735
GTF2F1	0.0145	0.0212	0.3735
GTF2F2	0.0145	0.0212	0.3735
CDK9	0.0145	0.0212	0.3735
POLR2A	0.0145	0.0212	0.3735
POLR2B	0.0145	0.0212	0.3735
POLR2C	0.0145	0.0212	0.3735
POLR2D	0.0145	0.0212	0.3735
POLR2E	0.0145	0.0212	0.3735
POLR2G	0.0145	0.0212	0.3735
POLR2H	0.0145	0.0212	0.3735
POLR2I	0.0145	0.0212	0.3735
POLR2J	0.0145	0.0212	0.3735
POLR2K	0.0145	0.0212	0.3735
POLR2L	0.0145	0.0212	0.3735
CDK12	0.0576	0.0151	1.0
ELOA	0.0576	0.0151	1.0
ELOB	0.0576	0.0151	1.0
ELOC	0.0576	0.0151	1.0
NELFA	0.0576	0.0151	1.0
NELFE	0.0576	0.0151	1.0
CTDP1	0.0576	0.0151	1.0
GTF2H1	0.0576	0.0151	1.0
GTF2H3	0.0576	0.0151	1.0
GTF2H4	0.0576	0.0151	1.0
GTF2H5	0.0576	0.0151	1.0
CCNT2	0.0576	0.0151	1.0
SUPT16H	0.0576	0.0151	1.0
ELOA2	0.0576	0.0151	1.0
ELOA3	0.0576	0.0151	1.0
CDK7	0.0576	0.0151	1.0
MNAT1	0.0576	0.0151	1.0
CCNK	0.0576	0.0151	1.0
CCNH	0.0576	0.0151	1.0
SUPT4H1	0.0576	0.0151	1.0
ELOA3D	0.0576	0.0151	1.0
TCEA1	0.0576	0.0151	1.0
ELOA3B	0.0576	0.0151	1.0
SUPT5H	0.0576	0.0151	1.0
ERCC3	0.0576	0.0151	1.0
SATB1	0.0295	0.5272	0.0153
