Overall graph size pval = 0.4644
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
MED19	1.0E-4	1.0E-4	0.3755
MED16	1.0E-4	1.0E-4	0.3755
MED15	1.0E-4	1.0E-4	0.3755
MED18	1.0E-4	1.0E-4	0.3755
MED17	1.0E-4	1.0E-4	0.3755
MED11	1.0E-4	1.0E-4	0.3755
MED14	1.0E-4	1.0E-4	0.3755
MED13	1.0E-4	1.0E-4	0.3755
MED10	1.0E-4	1.0E-4	0.3755
MED27	1.0E-4	1.0E-4	0.3755
MED26	1.0E-4	1.0E-4	0.3755
MED29	1.0E-4	1.0E-4	0.3755
MED28	1.0E-4	1.0E-4	0.3755
MED23	1.0E-4	1.0E-4	0.4037
MED22	1.0E-4	1.0E-4	0.3755
MED25	1.0E-4	1.0E-4	0.3755
MED24	1.0E-4	1.0E-4	0.3755
MED21	1.0E-4	1.0E-4	0.3755
MED20	1.0E-4	1.0E-4	0.3755
MED30	1.0E-4	1.0E-4	0.3755
MED31	1.0E-4	1.0E-4	0.3755
SRF	3.0E-4	1.0E-4	0.5521
CCNC	1.0E-4	1.0E-4	0.3755
MED13L	1.0E-4	1.0E-4	0.3755
NCOA1	1.0E-4	2.0E-4	0.4264
ETS1	0.0038	1.0E-4	0.929
MED8	1.0E-4	1.0E-4	0.3755
MED9	1.0E-4	1.0E-4	0.3755
MED4	1.0E-4	1.0E-4	0.3755
MED6	1.0E-4	1.0E-4	0.3755
MED7	1.0E-4	1.0E-4	0.3755
CDK19	1.0E-4	1.0E-4	0.3761
CDK8	1.0E-4	1.0E-4	0.3768
RUNX2	7.0E-4	1.0E-4	0.6458
HELZ2	1.0E-4	1.0E-4	0.3564
SMAD4	8.0E-4	1.0E-4	1.0
THRAP3	1.0E-4	1.0E-4	0.4026
FAM120B	1.0E-4	1.0E-4	0.3755
RELA	0.0231	2.0E-4	0.9722
RXRA	5.0E-4	2.0E-4	0.5467
MED1	3.0E-4	2.0E-4	0.3793
MED12	4.0E-4	3.0E-4	0.4298
NCOA2	5.0E-4	3.0E-4	0.421
PARP1	3.0E-4	0.0046	0.042
NFKB1	0.032	5.0E-4	0.9563
CBFB	5.0E-4	0.0078	0.045
SMAD3	0.0061	0.0012	0.7009
CREBBP	0.0062	0.0014	0.6331
MAPK10	0.0309	0.2006	0.0018
EPAS1	0.0209	0.0019	1.0
PPARGC1A	0.0026	0.0097	0.1661
NCOA3	0.0027	0.0207	0.0876
IL13	0.0688	0.0033	1.0
IL4	0.0609	0.0033	1.0
PPARA	0.0037	0.008	0.172
FOXP3	0.0275	0.0038	1.0
VEGFA	0.0158	0.0042	1.0
TFE3	0.0051	0.1145	0.025
MSC	0.0469	0.0052	1.0
CDK6	0.1044	0.3613	0.0063
ELF1	0.0323	0.0067	1.0
EDNRA	0.0261	0.0067	1.0
JUN	0.1165	0.0071	0.9717
CHD9	0.0132	0.0074	0.5301
TGS1	0.0132	0.0074	0.5301
SMARCD3	0.0132	0.0074	0.5301
E2F3	0.2279	1.0	0.0076
NKX2-5	0.0435	1.0	0.009
ARNT	0.1558	0.0095	1.0
NCOA6	0.0203	0.011	0.5695
STAT3	0.0115	0.0209	0.187
TWIST2	0.0115	0.0185	0.2064
ZNF382	0.0424	1.0	0.0123
CARM1	0.0233	0.0124	0.5792
EGR1	0.1201	0.0127	0.963
TP53	0.0827	0.013	0.7817
CTNNB1	0.0785	0.0139	0.9097
NCOR1	0.0678	1.0	0.0148
MITF	0.0667	0.0148	1.0
HIPK2	0.0873	1.0	0.0185
TBL1X	0.0294	0.0204	0.5296
TBL1XR1	0.0294	0.0204	0.5296
SP3	0.0262	0.2979	0.0211
CEBPB	0.0965	0.0215	0.9074
CITED2	0.0229	0.051	0.2834
ESRRA	0.1679	1.0	0.0261
ATF5	0.1563	1.0	0.0269
HEY1	0.0352	0.4149	0.0269
LMO2	0.028	0.1403	0.128
FOS	0.2374	0.0292	0.9784
RUNX1	0.0296	0.0627	0.2054
SOX2	0.0315	0.0742	0.2073
NFKB2	0.0324	0.0477	0.3744
POU5F1	0.0482	0.4018	0.0357
CREB1	0.253	0.8345	0.0363
FOXP2	0.159	0.037	1.0
CD3D	0.1164	0.0376	1.0
ZEB2	0.0413	0.0595	0.3632
NEK9	0.0559	0.0432	1.0
CREB5	0.2129	1.0	0.0433
NOTCH1	0.1322	0.0444	1.0
STAT5B	0.0462	0.0515	0.4224
AURKB	0.0722	0.0467	1.0
F2	0.2057	1.0	0.0481
STAT6	0.2597	0.0501	1.0
SNW1	0.1314	0.0503	1.0
GABPA	0.3771	1.0	0.0528
PPARG	0.0908	0.055	0.5156
MAMLD1	0.158	0.055	1.0
MAML3	0.158	0.055	1.0
MAPK3	0.1598	0.0575	1.0
E2F2	0.3724	1.0	0.058
NR4A1	0.251	0.0591	1.0
PRKCA	0.116	0.0592	1.0
PKC	0.0732	0.0593	1.0
PRKCB	0.1122	0.061	1.0
TFDP1	0.095	0.452	0.0618
PITX2	0.1533	0.0651	1.0
SALL4	0.2098	0.0662	1.0
