Source	Relation	Target	Sites	Source data ID	Source change	 Source change pval	Target data ID	Target change	Target change pval
E2F3	upregulates-expression	TK1		E2F3-inactive-by-network-sig	-1.0		TK1-G	-6.84650074657008	0.0010631694908454
E2F1	upregulates-expression	TK1		E2F1-inactive-by-network-sig	-1.0		TK1-G	-6.84650074657008	0.0010631694908454
MYCN	upregulates-expression	MCM4		MYCN-inactive-by-network-sig	-1.0		MCM4-G	-5.766899113308055	0.0031294465432497
MYCN	upregulates-expression	MCM3		MYCN-inactive-by-network-sig	-1.0		MCM3-G	-5.7544985178445724	0.0031684951564956
E2F3	upregulates-expression	MCM3		E2F3-inactive-by-network-sig	-1.0		MCM3-G	-5.7544985178445724	0.0031684951564956
E2F1	upregulates-expression	MCM3		E2F1-inactive-by-network-sig	-1.0		MCM3-G	-5.7544985178445724	0.0031684951564956
FOXA1	upregulates-expression	KRT7		FOXA1-active-by-network-sig	1.0		KRT7-G	5.683966608389127	0.003400045012799
FOXA1	upregulates-expression	KRT7		FOXA1-G	3.908368584831345	0.0200732221226638	KRT7-G	5.683966608389127	0.003400045012799
MYCN	upregulates-expression	MCM5		MYCN-inactive-by-network-sig	-1.0		MCM5-G	-5.587998015351471	0.0037425128230209
MYCN	upregulates-expression	MCM2		MYCN-inactive-by-network-sig	-1.0		MCM2-G	-5.47881376165177	0.0041742784512984
MYCN	upregulates-expression	MCM6		MYCN-inactive-by-network-sig	-1.0		MCM6-G	-5.350900608708614	0.0047438766982969
MYCN	upregulates-expression	MCM7		MYCN-inactive-by-network-sig	-1.0		MCM7-G	-5.349561620580991	0.0047502329473962
FOXM1	upregulates-expression	CDK1		FOXM1-inactive-by-network-sig	-1.0		CDK1-G	-4.8956669382060385	0.0074789195829827
E2F4	downregulates-expression	CDK1		E2F4-active-by-network-sig	1.0		CDK1-G	-4.8956669382060385	0.0074789195829827
E2F5	downregulates-expression	CDK1		E2F5-active-by-network-sig	1.0		CDK1-G	-4.8956669382060385	0.0074789195829827
E2F1	upregulates-expression	CDK1		E2F1-inactive-by-network-sig	-1.0		CDK1-G	-4.8956669382060385	0.0074789195829827
E2F3	upregulates-expression	CDK1		E2F3-inactive-by-network-sig	-1.0		CDK1-G	-4.8956669382060385	0.0074789195829827
IRF1	upregulates-expression	TAP1		IRF1-inactive-by-network-sig	-1.0		TAP1-G	-4.867993531053637	0.007688777113564
E2F5	downregulates-expression	TOP2A		E2F5-active-by-network-sig	1.0		TOP2A-G	-4.82087849359841	0.0080597036301024
E2F4	downregulates-expression	TOP2A		E2F4-active-by-network-sig	1.0		TOP2A-G	-4.82087849359841	0.0080597036301024
