Overall graph size pval = 0.4565
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
E2F4	0.002	1.0E-4	1.0
IRF1	6.0E-4	0.4681	1.0E-4
E2F1	0.0394	0.9705	2.0E-4
E2F3	0.0055	1.0	2.0E-4
E2F5	0.0036	2.0E-4	1.0
MYCN	0.0194	1.0	4.0E-4
STAT6	0.0174	6.0E-4	1.0
FOXA1	0.0089	7.0E-4	0.8202
FOXM1	0.0395	1.0	0.0012
LIN54	0.0014	0.0386	0.0416
LIN52	0.0014	0.0386	0.0416
LIN37	0.0014	0.0386	0.0416
LIN9	0.0014	0.0386	0.0416
RBL2	0.0249	0.0023	1.0
SREBF2	0.0481	1.0	0.0027
MYBL2	0.0177	1.0	0.0032
BRCA1	0.1263	1.0	0.0038
E2F2	0.0471	1.0	0.0056
NFYB	0.0614	1.0	0.0058
NFYC	0.0614	1.0	0.0058
AHR	0.0366	1.0	0.007
YBX1	0.0885	0.007	1.0
NELFB	0.0516	1.0	0.0091
CEBPD	0.0708	0.0093	1.0
KLF5	0.0482	1.0	0.0096
SREBF1	0.1457	1.0	0.0101
NFYA	0.0997	1.0	0.0102
TP53	0.122	0.0144	0.8073
IL10	0.0854	0.015	1.0
CDKN2A	0.0879	0.0153	1.0
RBBP4	0.0165	0.1055	0.0969
E2F6	0.095	0.0196	1.0
FOXA3	0.0197	0.0349	0.3101
CEBPA	0.2072	0.0218	1.0
TFDP1	0.1457	0.8933	0.0235
HNF4A	0.1692	0.0268	1.0
POU2F1	0.0952	1.0	0.0271
CIITA	0.1637	1.0	0.0319
NOTCH3	0.0346	0.322	0.061
MYC	0.282	0.9287	0.035
GATA3	0.2016	0.036	1.0
NPM1	0.1327	0.0363	1.0
MYB	0.037	0.0633	0.2413
MAX	0.2845	0.94	0.0372
KLF4	0.3053	0.0445	1.0
ATR	0.1445	1.0	0.0492
SATB1	0.05	0.0632	0.3923
IL8	0.178	0.0503	1.0
STAT1	0.1967	0.867	0.0527
EDN1	0.2189	0.0606	1.0
FANCD2	0.1827	1.0	0.0615
ESR1	0.2656	0.062	0.8474
SPI1	0.332	1.0	0.0634
RBL1	0.1752	0.0637	1.0
CHEK1	0.1843	1.0	0.0639
FOSL2	0.0663	0.0756	0.4246
CDK12	0.1877	1.0	0.0668
ELOA	0.1877	1.0	0.0668
ELOB	0.1877	1.0	0.0668
ELOC	0.1877	1.0	0.0668
NELFA	0.1877	1.0	0.0668
NELFE	0.1877	1.0	0.0668
CTDP1	0.1877	1.0	0.0668
GTF2H1	0.1877	1.0	0.0668
GTF2H2	0.1877	1.0	0.0668
GTF2H3	0.1877	1.0	0.0668
GTF2H4	0.1877	1.0	0.0668
GTF2H5	0.1877	1.0	0.0668
CCNT2	0.1877	1.0	0.0668
SUPT16H	0.1877	1.0	0.0668
ELOA2	0.1877	1.0	0.0668
ELOA3	0.1877	1.0	0.0668
CDK7	0.1877	1.0	0.0668
MNAT1	0.1877	1.0	0.0668
CCNK	0.1877	1.0	0.0668
CCNH	0.1877	1.0	0.0668
SUPT4H1	0.1877	1.0	0.0668
RAD51D	0.1877	1.0	0.0668
ELOA3D	0.1877	1.0	0.0668
TCEA1	0.1877	1.0	0.0668
ELOA3B	0.1877	1.0	0.0668
SUPT5H	0.1877	1.0	0.0668
ERCC3	0.1877	1.0	0.0668
RUNX1	0.0674	0.1588	0.2109
MAML2	0.0676	0.075	0.4302
JUNB	0.0747	0.1764	0.2212
CCNT1	0.2276	1.0	0.0856
GTF2F1	0.2276	1.0	0.0856
GTF2F2	0.2276	1.0	0.0856
CDK9	0.2276	1.0	0.0856
POLR2A	0.2276	1.0	0.0856
POLR2B	0.2276	1.0	0.0856
POLR2C	0.2276	1.0	0.0856
POLR2D	0.2276	1.0	0.0856
POLR2E	0.2276	1.0	0.0856
POLR2F	0.2276	1.0	0.0856
POLR2G	0.2276	1.0	0.0856
POLR2H	0.2276	1.0	0.0856
POLR2I	0.2276	1.0	0.0856
POLR2J	0.2276	1.0	0.0856
POLR2K	0.2276	1.0	0.0856
POLR2L	0.2276	1.0	0.0856
SSRP1	0.2291	1.0	0.086
CEBPB	0.5208	0.0876	1.0
CDX2	0.0883	0.0925	0.4616
GATA1	0.0887	0.1156	0.3558
TAL1	0.0889	0.2373	0.2517
KAT5	0.091	0.0894	0.4459
EP300	0.367	0.0902	0.8881
MAML1	0.0907	0.0936	0.462
NR1H4	0.3054	0.0915	1.0
TCF7L2	0.2657	1.0	0.095
SUPT3H	0.0962	0.2347	0.2649
ELL	0.2729	1.0	0.0981
FOXA2	0.1065	0.3416	0.148
TP73	0.5968	0.1133	1.0
EZH2	0.4708	1.0	0.1175
NELFCD	0.313	1.0	0.1178
SOX2	0.3841	0.1215	1.0
ETS2	0.1423	0.1223	0.5282
RB1	0.4233	0.124	1.0
ARNT	0.1249	0.295	0.2051
CCND1	0.3464	1.0	0.1254
RELA	0.1896	0.5512	0.1322
ERG	0.3878	0.1354	1.0
RBPJ	0.1671	0.1428	0.5531
IL4	0.4378	0.1437	1.0
ERCC2	0.3966	1.0	0.1594
NFKB1	0.1791	0.4711	0.161
NFKBIA	0.4236	0.1728	1.0
ETS1	0.1736	0.266	0.3289
CD3D	0.1859	0.3208	0.3496
WT1	0.1998	0.4773	0.1975
JUND	0.2009	0.5302	0.1996
PTTG1	0.2015	0.5246	0.2016
HDAC1	0.2767	0.202	0.6145
NCOA1	0.4397	0.8772	0.2107
YY1	0.6182	1.0	0.2142
ATM	0.5168	1.0	0.218
MAML3	0.2245	0.3401	0.3921
MAMLD1	0.2245	0.3401	0.3921
MECP2	0.2593	0.2303	0.5907
AIP	0.4443	1.0	0.2307
TFAP2A	0.4645	0.2317	0.8438
TWIST1	0.6717	1.0	0.2354
CARM1	0.2379	0.4538	0.2727
IL13	0.317	0.2383	0.6683
TBL1X	0.3824	0.7733	0.2391
TBL1XR1	0.3824	0.7733	0.2391
MAZ	0.4556	0.2414	1.0
FOSL1	0.5447	1.0	0.2427
ATF4	0.5554	1.0	0.2428
SP2	0.4434	1.0	0.2452
ETV6	0.4495	0.2454	1.0
PER1	0.4453	0.2484	1.0
