Overall graph size pval = 0.0591
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
MYC	0.2269	0.9997	1.0E-4
TFDP1	0.0019	0.4822	1.0E-4
E2F3	0.0052	0.9325	1.0E-4
E2F4	0.0622	1.0E-4	1.0
RBL2	0.0177	1.0E-4	1.0
RBL1	0.0085	1.0E-4	1.0
E2F2	0.0108	1.0	2.0E-4
SMAD4	6.0E-4	2.0E-4	0.6183
RUVBL2	0.0262	1.0	3.0E-4
RUNX2	5.0E-4	3.0E-4	0.4077
MAX	0.0514	0.9304	5.0E-4
E2F5	0.0549	5.0E-4	1.0
TRRAP	0.056	1.0	6.0E-4
ESRRA	0.0247	1.0	8.0E-4
MYCN	0.0888	0.9771	9.0E-4
MYBL2	0.0246	1.0	0.0011
ESR1	0.0046	0.0012	0.5922
NRF1	0.0434	0.8687	0.0013
E2F1	0.1224	0.9115	0.0013
ACTL6A	0.0851	1.0	0.0032
E2F6	0.1304	0.0032	1.0
PTTG1	0.0072	0.3416	0.0032
CDKN2A	0.0073	0.4666	0.0036
CDK1	0.0489	1.0	0.0043
NOTCH1	0.007	0.0051	0.5758
SRF	0.0127	0.0052	0.6603
TP53	0.0848	0.0063	0.8711
KLF2	0.0673	0.0068	1.0
PARP1	0.0078	0.2585	0.0177
ETV6	0.0477	0.0078	1.0
RUVBL1	0.1245	1.0	0.0085
EPAS1	0.0769	0.009	1.0
SMAD2	0.0457	0.0098	1.0
IL4	0.1577	0.01	1.0
PITX2	0.0455	0.011	1.0
KAT5	0.0564	0.7474	0.0111
ETS1	0.2079	0.0111	1.0
RBPJ	0.0276	0.0117	0.7457
GABPA	0.2334	1.0	0.014
GABPB1	0.2358	1.0	0.0142
MED8	0.0708	0.0149	1.0
MED9	0.0708	0.0149	1.0
MED4	0.0708	0.0149	1.0
MED6	0.0708	0.0149	1.0
MED7	0.0708	0.0149	1.0
CDK19	0.0708	0.0149	1.0
MED19	0.0708	0.0149	1.0
MED16	0.0708	0.0149	1.0
MED15	0.0708	0.0149	1.0
MED18	0.0708	0.0149	1.0
MED17	0.0708	0.0149	1.0
MED11	0.0708	0.0149	1.0
MED14	0.0708	0.0149	1.0
MED13	0.0708	0.0149	1.0
MED10	0.0708	0.0149	1.0
MED27	0.0708	0.0149	1.0
MED26	0.0708	0.0149	1.0
MED29	0.0708	0.0149	1.0
MED28	0.0708	0.0149	1.0
MED22	0.0708	0.0149	1.0
MED25	0.0708	0.0149	1.0
MED24	0.0708	0.0149	1.0
MED21	0.0708	0.0149	1.0
MED20	0.0708	0.0149	1.0
MED30	0.0708	0.0149	1.0
MED31	0.0708	0.0149	1.0
CDK8	0.0708	0.0149	1.0
CCNC	0.0708	0.0149	1.0
MED13L	0.0708	0.0149	1.0
FAM120B	0.0708	0.0149	1.0
LIN54	0.0151	0.03	0.2399
LIN52	0.0151	0.03	0.2399
LIN37	0.0151	0.03	0.2399
LIN9	0.0151	0.03	0.2399
HOXB7	0.0225	0.0154	0.5622
SNW1	0.0161	0.0192	0.4254
GATA2	0.1618	0.0174	1.0
GATA3	0.1267	0.0183	0.9092
FOXM1	0.0332	0.3932	0.0187
FANCD2	0.2232	1.0	0.0193
EZH2	0.0199	0.0767	0.1229
PPARGC1A	0.0206	0.0824	0.123
KLF10	0.1227	0.0222	1.0
ZNF382	0.0226	0.4566	0.0282
POLR2F	0.2758	1.0	0.0228
THRAP3	0.0276	0.023	0.4942
KLF4	0.0492	0.0235	0.5579
KAT2A	0.0238	0.1545	0.0765
MED23	0.1	0.0242	1.0
WWTR1	0.0995	0.0243	1.0
FOSL1	0.0273	0.0244	0.4642
CTNNB1	0.0895	0.0245	0.827
POU1F1	0.0789	0.0282	1.0
PCNA	0.2271	1.0	0.0291
POLE3	0.2301	1.0	0.0295
ASF1B	0.2322	1.0	0.0305
MED12	0.1317	0.0319	1.0
TWIST2	0.0382	0.1433	0.1438
RB1	0.195	0.0388	0.8004
MITF	0.1623	0.0389	1.0
NELFCD	0.13	0.7316	0.0399
MAML2	0.0611	0.0406	0.6298
IL13	0.3546	0.0423	1.0
MCM5	0.2369	1.0	0.0427
NKX3-1	0.0462	0.3146	0.1043
CITED2	0.0464	0.0784	0.3575
TSC22D3	0.0485	0.3127	0.1012
NCOA3	0.0486	0.1424	0.1732
HIST2H2AA3	0.0496	0.121	0.2674
HIST2H2AC	0.0496	0.121	0.2674
HIST1H2AD	0.0496	0.121	0.2674
HIST1H2AB	0.0496	0.121	0.2674
HIST1H2AJ	0.0496	0.121	0.2674
H2AFB1	0.0496	0.121	0.2674
H2AFJ	0.0496	0.121	0.2674
H2AFZ	0.0496	0.121	0.2674
H2AFX	0.0496	0.121	0.2674
H2AFV	0.0496	0.121	0.2674
ELK1	0.3917	1.0	0.0501
BRCA1	0.1068	0.5653	0.0513
SMAD3	0.0516	0.1216	0.206
SMAD7	0.0544	0.3048	0.0887
MAML1	0.1021	0.0551	0.7132
HEY2	0.0687	0.0552	0.5335
ZBTB17	0.0591	0.4223	0.0576
EGR1	0.0607	0.058	0.4298
ZNF300	0.2286	1.0	0.0588
CDC25A	0.3186	1.0	0.059
STAT6	0.3807	0.0593	1.0
CDC6	0.1206	0.6127	0.0603
RAD51D	0.3818	1.0	0.0631
MDC1	0.382	1.0	0.0632
ATR	0.3791	1.0	0.0634
FOXP2	0.2338	0.0645	1.0
FOS	0.2481	0.0649	0.887
REL	0.2134	0.7788	0.0668
RBBP4	0.0781	0.0676	0.4304
SIRT1	0.0678	0.1734	0.1857
WT1	0.1526	0.6744	0.0684
ATF3	0.2886	1.0	0.0686
MSC	0.2763	0.0691	1.0
NFIC	0.3917	1.0	0.0699
ELL	0.1697	0.7291	0.0704
TFDP2	0.0739	0.3239	0.0838
HSF1	0.0775	0.3804	0.0936
CDK12	0.4493	1.0	0.0793
ELOA	0.4493	1.0	0.0793
ELOB	0.4493	1.0	0.0793
ELOC	0.4493	1.0	0.0793
NELFA	0.4493	1.0	0.0793
NELFE	0.4493	1.0	0.0793
CTDP1	0.4493	1.0	0.0793
GTF2H1	0.4493	1.0	0.0793
GTF2H3	0.4493	1.0	0.0793
GTF2H4	0.4493	1.0	0.0793
GTF2H5	0.4493	1.0	0.0793
CCNT2	0.4493	1.0	0.0793
SUPT16H	0.4493	1.0	0.0793
ELOA2	0.4493	1.0	0.0793
ELOA3	0.4493	1.0	0.0793
CDK7	0.4493	1.0	0.0793
MNAT1	0.4493	1.0	0.0793
CCNK	0.4493	1.0	0.0793
CCNH	0.4493	1.0	0.0793
SUPT4H1	0.4493	1.0	0.0793
ELOA3D	0.4493	1.0	0.0793
TCEA1	0.4493	1.0	0.0793
ELOA3B	0.4493	1.0	0.0793
SUPT5H	0.4493	1.0	0.0793
ERCC3	0.4493	1.0	0.0793
VHL	0.3867	0.08	1.0
MMP13	0.2351	0.0801	1.0
TFE3	0.0844	0.1641	0.3119
HIST3H2BB	0.0845	0.165	0.3119
H3F3B	0.0845	0.165	0.3119
HIST2H3C	0.0845	0.165	0.3119
HIST1H3E	0.0845	0.165	0.3119
HIST1H4C	0.0845	0.165	0.3119
HIST1H2AC	0.0845	0.165	0.3119
HIST1H2BH	0.0845	0.165	0.3119
HIST1H2BG	0.0845	0.165	0.3119
HIST1H2BB	0.0845	0.165	0.3119
HIST1H2BA	0.0845	0.165	0.3119
HIST1H2BD	0.0845	0.165	0.3119
H2BFS	0.0845	0.165	0.3119
HIST1H2BN	0.0845	0.165	0.3119
HIST1H2BM	0.0845	0.165	0.3119
HIST1H2BO	0.0845	0.165	0.3119
HIST1H2BJ	0.0845	0.165	0.3119
HIST1H2BL	0.0845	0.165	0.3119
HIST1H2BK	0.0845	0.165	0.3119
LEF1	0.2884	0.0879	0.9138
HIC1	0.094	0.1865	0.2834
PROX1	0.3427	1.0	0.0948
BCL2	0.0962	0.1209	0.4524
APC	0.4501	0.0967	1.0
EDNRA	0.2288	0.0974	1.0
NF1	0.3795	1.0	0.0977
CCNT1	0.5191	1.0	0.0978
GTF2F1	0.5191	1.0	0.0978
GTF2F2	0.5191	1.0	0.0978
CDK9	0.5191	1.0	0.0978
POLR2A	0.5191	1.0	0.0978
POLR2B	0.5191	1.0	0.0978
POLR2C	0.5191	1.0	0.0978
POLR2D	0.5191	1.0	0.0978
POLR2E	0.5191	1.0	0.0978
POLR2G	0.5191	1.0	0.0978
POLR2H	0.5191	1.0	0.0978
POLR2I	0.5191	1.0	0.0978
POLR2J	0.5191	1.0	0.0978
POLR2K	0.5191	1.0	0.0978
POLR2L	0.5191	1.0	0.0978
IRF2	0.3076	1.0	0.0978
HEY1	0.1028	0.1004	0.4637
CDKN1A	0.1014	0.1342	0.3918
ATF4	0.3912	0.8541	0.1028
ERBB4	0.1343	0.1058	0.6014
TWIST1	0.1069	0.3569	0.1393
MAML3	0.1305	0.1091	0.6049
MAMLD1	0.1305	0.1091	0.6049
RELA	0.2194	0.1137	0.6847
PTGDR	0.1378	0.4236	0.1154
SSRP1	0.2773	0.7346	0.1158
GTF2H2	0.2219	0.674	0.116
JUN	0.1692	0.117	0.5857
SIN3A	0.5893	0.1171	1.0
NELFB	0.515	1.0	0.1192
DCT	0.3057	0.1201	1.0
CREB1	0.2736	0.6648	0.1214
NKX2-5	0.3124	1.0	0.1224
HIST2H2BE	0.1254	0.1905	0.3973
NFKB1	0.1858	0.13	0.5738
NPM1	0.1312	0.292	0.2569
EP300	0.2553	0.1337	0.7515
NANOG	0.1341	0.1507	0.4199
HDAC7	0.1756	0.6203	0.1373
TCF3	0.4511	0.1389	1.0
HBP1	0.3148	1.0	0.1447
IL6ST	0.3048	0.1459	1.0
HDAC4	0.4399	1.0	0.1465
MYB	0.3339	0.7098	0.147
KAT2B	0.1474	0.1934	0.406
TP63	0.2763	0.1528	0.7374
NPAS2	0.1973	0.153	0.6611
MAPK3	0.3422	0.1535	1.0
SNAI2	0.2942	0.1575	0.7518
POU5F1	0.1606	0.333	0.2279
ERG	0.5042	0.1609	1.0
YY1	0.2049	0.5163	0.1629
AGO2	0.1634	0.5278	0.1799
YBX1	0.4613	0.164	0.917
NOTCH4	0.3026	0.1662	1.0
MLX	0.3097	0.169	1.0
HDAC5	0.3817	1.0	0.1692
AHR	0.1716	0.431	0.1899
CBFB	0.4433	0.1725	0.9356
MAPK1	0.1736	0.1875	0.5241
DNMT1	0.5678	1.0	0.176
KLF8	0.1769	0.1913	0.5085
IRF3	0.1777	0.2148	0.4801
ARNT	0.6139	0.1788	0.9901
ARNTL	0.2356	0.1798	0.6812
SP1	0.3682	0.1803	0.7972
VEGFA	0.3802	0.1903	1.0
LMO2	0.2263	0.6043	0.1912
IRF9	0.4601	0.1917	1.0
SMARCA4	0.3311	0.71	0.2021
MOV10	0.2023	0.5536	0.2129
AGO3	0.2023	0.5536	0.2129
AGO4	0.2023	0.5536	0.2129
AGO1	0.2023	0.5536	0.2129
TNRC6C	0.2023	0.5536	0.2129
TNRC6A	0.2023	0.5536	0.2129
TNRC6B	0.2023	0.5536	0.2129
PPARG	0.2039	0.2828	0.3612
SP3	0.2299	0.2073	0.524
HDAC2	0.545	1.0	0.2078
TERT	0.2777	0.2093	0.6507
SOX2	0.2209	0.3342	0.3494
SNAI1	0.2228	0.5109	0.2612
ERCC2	0.4404	0.7921	0.2256
PURA	0.2264	0.3109	0.4416
TP73	0.4823	0.758	0.2268
DLX5	0.2285	0.4385	0.3106
NCOA1	0.5671	0.2298	0.9664
TCF7L2	0.2305	0.3796	0.316
MSX1	0.2314	0.4509	0.3188
POU4F1	0.2318	0.4094	0.3594
MLLT10	0.2347	0.3643	0.4098
PIK3CA	0.2369	0.45	0.3218
FOXQ1	0.2412	0.4873	0.2727
CLOCK	0.3509	0.2505	0.7498
