Overall graph size pval = 0.5595
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
MED8	1.0E-4	1.0E-4	0.3178
MED9	1.0E-4	1.0E-4	0.3178
MED4	1.0E-4	1.0E-4	0.3178
MED6	1.0E-4	1.0E-4	0.3178
MED7	1.0E-4	1.0E-4	0.3178
CDK19	1.0E-4	1.0E-4	0.3178
MED19	1.0E-4	1.0E-4	0.3178
MED16	1.0E-4	1.0E-4	0.3178
MED15	1.0E-4	1.0E-4	0.3178
MED18	1.0E-4	1.0E-4	0.3178
MED17	1.0E-4	1.0E-4	0.3178
MED12	1.0E-4	3.0E-4	0.357
MED11	1.0E-4	1.0E-4	0.3178
MED14	1.0E-4	1.0E-4	0.3178
MED13	1.0E-4	1.0E-4	0.3178
MED10	1.0E-4	1.0E-4	0.3178
MED27	1.0E-4	1.0E-4	0.3178
MED26	1.0E-4	1.0E-4	0.3178
MED29	1.0E-4	1.0E-4	0.3178
MED28	1.0E-4	1.0E-4	0.3178
MED22	1.0E-4	1.0E-4	0.3178
MED25	1.0E-4	1.0E-4	0.3178
MED24	1.0E-4	1.0E-4	0.3178
MED21	1.0E-4	1.0E-4	0.3178
MED20	1.0E-4	1.0E-4	0.3178
MED30	1.0E-4	1.0E-4	0.3178
MED31	1.0E-4	1.0E-4	0.3178
CDK8	1.0E-4	1.0E-4	0.3178
CCNC	1.0E-4	1.0E-4	0.3178
MED13L	1.0E-4	1.0E-4	0.3178
SMAD4	0.0014	1.0E-4	1.0
THRAP3	1.0E-4	5.0E-4	0.3393
FAM120B	1.0E-4	1.0E-4	0.3178
MED23	3.0E-4	3.0E-4	0.3372
PARP1	3.0E-4	0.0033	0.0543
ETS1	0.0059	3.0E-4	0.894
SRF	9.0E-4	5.0E-4	0.4817
CBFB	8.0E-4	0.027	0.0166
HELZ2	0.001	9.0E-4	0.1934
NCOA1	0.0011	0.0015	0.2406
MED1	0.0012	0.0015	0.2082
RUNX2	0.0027	0.0014	0.5646
NCOA2	0.0019	0.0029	0.2532
RXRA	0.0026	0.0024	0.3645
VEGFA	0.0152	0.0028	1.0
RELA	0.0644	0.0044	0.9345
IL4	0.076	0.0045	1.0
FOXP3	0.0377	0.005	1.0
SMAD3	0.0126	0.005	0.6315
PPARGC1A	0.0052	0.0286	0.0739
IL13	0.0928	0.0058	1.0
E2F3	0.2851	1.0	0.0059
PPARA	0.0062	0.0253	0.1197
NCOA3	0.0062	0.0515	0.0411
MSC	0.055	0.007	1.0
EDNRA	0.0298	0.0087	1.0
TFE3	0.0089	0.168	0.0124
EPAS1	0.0296	0.0106	1.0
NKX2-5	0.0523	1.0	0.0107
CREBBP	0.0112	0.013	0.3679
NFKB1	0.0812	0.0114	0.8973
SP3	0.0445	0.45	0.0121
TWIST2	0.0133	0.022	0.2431
ELF1	0.0369	0.0137	1.0
CREB1	0.3312	0.9216	0.0178
ATF5	0.1757	1.0	0.0192
SMARCD3	0.0202	0.0276	0.3458
CHD9	0.0202	0.0276	0.3458
TGS1	0.0202	0.0276	0.3458
HIPK2	0.0799	1.0	0.0225
ESRRA	0.1958	1.0	0.0229
HEY1	0.0468	0.4812	0.0251
GABPA	0.4273	1.0	0.0252
ZNF382	0.0576	1.0	0.028
CITED2	0.028	0.0604	0.3022
STAT3	0.0303	0.1206	0.0839
MITF	0.0898	0.0327	1.0
NCOA6	0.0342	0.0418	0.3781
NCOR1	0.0893	1.0	0.035
FOXP2	0.1751	0.037	1.0
POU5F1	0.0711	0.4896	0.0377
CARM1	0.038	0.0495	0.3884
TFDP1	0.1488	0.6168	0.0382
NFKB2	0.0391	0.0737	0.3101
E2F6	0.5271	0.0392	1.0
LMO2	0.0402	0.164	0.1348
EGR1	0.1804	0.0408	0.9465
F2	0.2304	1.0	0.0455
TBL1X	0.0456	0.0637	0.3462
TBL1XR1	0.0456	0.0637	0.3462
RUNX1	0.0458	0.1319	0.149
E2F1	0.8293	0.9957	0.0471
SOX2	0.0475	0.1296	0.1774
ZEB2	0.0478	0.071	0.4
CTNNB1	0.1155	0.0486	0.8479
CD3D	0.1133	0.0513	1.0
CREB5	0.2378	1.0	0.0516
NFYA	0.6815	0.9797	0.0517
JUN	0.2103	0.0539	0.9325
TP53	0.1766	0.0551	0.7731
ARNT	0.2349	0.0555	1.0
E2F2	0.4203	1.0	0.0603
STAT5B	0.0681	0.1066	0.3149
SALL4	0.2368	0.0738	1.0
CEBPB	0.1445	0.0749	0.8234
NR4A1	0.2723	0.0755	1.0
PPARG	0.1331	0.0815	0.5648
KLF8	0.1155	0.5434	0.085
NOTCH1	0.1595	0.0863	1.0
IL12RB2	0.1649	0.5113	0.088
IL12A	0.1649	0.5113	0.088
PITX2	0.1775	0.0887	1.0
SNW1	0.1478	0.0902	1.0
FOSL1	0.0965	0.1838	0.2636
ELK1	0.575	1.0	0.0966
TWIST1	0.0974	0.1051	0.4016
NOTCH3	0.1015	0.1348	0.4364
FOS	0.3327	0.1016	0.9648
EDN1	0.1976	0.1037	1.0
HOXB7	0.1891	0.6461	0.1044
MAML3	0.195	0.107	1.0
MAMLD1	0.195	0.107	1.0
STAT6	0.321	0.1089	1.0
ESR1	0.3506	0.7128	0.1112
NR3C1	0.3976	0.9081	0.1115
HIC1	0.1944	0.1122	0.6383
HDAC7	0.2855	1.0	0.1217
ERG	0.3706	0.1269	1.0
NANOG	0.1279	0.2467	0.2578
MAML2	0.2325	0.1287	1.0
ETV4	0.2391	0.1297	1.0
MTOR	0.5762	1.0	0.1342
MAML1	0.1352	0.1437	0.5373
NR2F1	0.5771	0.137	1.0
MAPK3	0.2341	0.1488	1.0
ZBTB17	0.4753	1.0	0.1509
HDAC5	0.3032	1.0	0.1514
TCF3	0.3608	1.0	0.1528
TFDP2	0.1932	0.4572	0.1546
HEY2	0.1573	0.2064	0.4442
TRIM28	0.636	0.1612	1.0
HIST3H2BB	0.6468	1.0	0.1616
H3F3B	0.6468	1.0	0.1616
HIST2H3C	0.6468	1.0	0.1616
HIST1H3E	0.6468	1.0	0.1616
HIST1H4C	0.6468	1.0	0.1616
HIST1H2AC	0.6468	1.0	0.1616
HIST1H2BH	0.6468	1.0	0.1616
HIST1H2BG	0.6468	1.0	0.1616
HIST1H2BB	0.6468	1.0	0.1616
HIST1H2BA	0.6468	1.0	0.1616
HIST1H2BD	0.6468	1.0	0.1616
H2BFS	0.6468	1.0	0.1616
HIST1H2BN	0.6468	1.0	0.1616
HIST1H2BM	0.6468	1.0	0.1616
HIST1H2BO	0.6468	1.0	0.1616
HIST1H2BJ	0.6468	1.0	0.1616
HIST1H2BL	0.6468	1.0	0.1616
HIST1H2BK	0.6468	1.0	0.1616
SP4	0.6466	1.0	0.1646
KLF2	0.4279	0.166	1.0
POU1F1	0.2345	0.1675	1.0
IL18	0.245	0.5605	0.1714
IL18R1	0.245	0.5605	0.1714
IL18RAP	0.245	0.5605	0.1714
TSC22D3	0.1753	0.2292	0.436
MAPK1	0.2777	0.1793	1.0
MSX1	0.1798	0.4385	0.2244
CEBPA	0.2481	0.1806	0.7346
SREBF2	0.7401	0.9728	0.1842
FLI1	0.3766	0.7659	0.1902
GATA2	0.2313	0.1908	0.6402
CDC6	0.6935	1.0	0.1935
ASCL1	0.7021	0.1962	1.0
ATF3	0.1963	0.5108	0.2195
VHL	0.2769	0.2026	0.6611
PTGDR	0.2062	0.379	0.231
STAT5A	0.2175	0.2524	0.4551
TP63	0.2434	0.2181	0.5663
ZFHX3	0.5701	0.2227	1.0
PIK3CA	0.5751	1.0	0.223
TFAP2A	0.223	0.3133	0.3775
TFAP2B	0.5725	1.0	0.2255
NKX3-1	0.5774	0.2274	1.0
SOX17	0.229	0.2449	0.4957
FOSL2	0.2292	0.2946	0.4448
FOXD3	0.5703	1.0	0.2311
GABPB1	0.7798	1.0	0.2315
MCM5	0.5705	1.0	0.2315
SATB1	0.2318	0.3379	0.4104
CCNT1	0.7729	1.0	0.2329
GTF2F1	0.7729	1.0	0.2329
GTF2F2	0.7729	1.0	0.2329
CDK9	0.7729	1.0	0.2329
POLR2A	0.7729	1.0	0.2329
POLR2B	0.7729	1.0	0.2329
POLR2C	0.7729	1.0	0.2329
POLR2D	0.7729	1.0	0.2329
POLR2E	0.7729	1.0	0.2329
POLR2G	0.7729	1.0	0.2329
POLR2H	0.7729	1.0	0.2329
POLR2I	0.7729	1.0	0.2329
POLR2J	0.7729	1.0	0.2329
POLR2K	0.7729	1.0	0.2329
POLR2L	0.7729	1.0	0.2329
IL12RB1	0.2592	0.4542	0.2331
IL12B	0.2592	0.4542	0.2331
STAT4	0.6669	0.2349	0.9798
TAL1	0.2356	0.4455	0.3224
GATA6	0.2372	0.4514	0.3201
PGR	0.2937	0.6327	0.2395
SNAI1	0.4292	1.0	0.2397
ERBB4	0.2418	0.3044	0.4758
SMAD7	0.2843	0.6331	0.2423
MEF2D	0.6397	1.0	0.2486
RBPJ	0.4176	0.2493	1.0
POLR2F	0.808	1.0	0.2562
FOXA2	0.7905	0.9554	0.2593
PROX1	0.5372	1.0	0.2653
HIST2H2BE	0.7011	1.0	0.2671
PTTG1	0.2683	0.3384	0.467
CDKN2A	0.2696	0.366	0.4037
EP300	0.4631	0.2707	0.8854
MEF2A	0.697	1.0	0.2727
ATF1	0.4227	0.275	1.0
HOXA10	0.2828	0.584	0.2755
CEBPD	0.276	0.3457	0.4609
CIITA	0.4244	0.7568	0.2767
PITX1	0.2815	0.3706	0.4215
TYK2	0.2888	0.461	0.2816
CDKN1A	0.3075	0.2889	0.6179
PER1	0.568	1.0	0.2894
JUND	0.3145	0.2923	0.6368
POU4F1	0.5684	1.0	0.2948
HIF1A	0.5207	0.3019	0.8897
PAX5	0.5113	0.8079	0.302
TIMP3	0.5758	1.0	0.3101
CDK1	0.578	1.0	0.3123
JAK2	0.3201	0.4679	0.3328
REST	0.549	1.0	0.321
IL37	0.6313	0.8281	0.3237
WWTR1	0.4764	0.3273	1.0
HDAC4	0.3329	0.5552	0.3658
LEF1	0.6347	0.3343	1.0
CCND1	0.3354	0.3691	0.5591
IRF1	0.6057	0.3359	0.9195
MYCN	0.9165	1.0	0.3366
NR1I2	0.3889	0.3374	0.6843
SNAI2	0.4265	0.3459	0.6983
NRF1	0.9173	1.0	0.3532
NF1	0.6974	1.0	0.3543
EZH2	0.3561	0.4891	0.4124
ETS2	0.5076	0.3601	1.0
DDIT3	0.4681	0.7342	0.361
KAT2A	0.5102	0.3611	1.0
TBX21	0.3618	0.4289	0.5312
ABCB1	0.4744	0.3648	1.0
BCL2	0.4803	0.3655	1.0
MSX2	0.3657	0.4178	0.5377
MEF2C	0.7346	1.0	0.3668
LHX2	0.5741	0.3683	1.0
MMP13	0.5692	0.3695	1.0
SP1	0.3908	0.4833	0.37
ETV6	0.5729	0.3724	1.0
TFAP2C	0.5251	0.3727	1.0
NR5A1	0.8651	1.0	0.375
KAT2B	0.3766	0.3879	0.603
TRRAP	0.8696	1.0	0.377
ING4	0.4106	0.6545	0.3782
HDAC2	0.3832	0.5851	0.3971
GATA4	0.574	0.3838	1.0
ZBTB16	0.6364	0.3901	1.0
SPDEF	0.8144	1.0	0.3946
MTA1	0.4632	0.3988	0.6985
NR0B1	0.8148	0.4092	1.0
IL2RG	0.5339	0.4146	1.0
PAX8	0.739	1.0	0.4189
IL8	0.7051	1.0	0.4211
HES1	0.703	1.0	0.4218
AHR	0.5826	0.4232	1.0
SIRT1	0.5946	0.8096	0.4246
NFATC2	0.4446	0.4284	0.6467
RUNX3	0.6511	0.8298	0.4288
BTF3	0.4304	0.4959	0.5561
MAF	0.5689	0.4318	1.0
DLX5	0.5676	0.4337	1.0
FOXL2	0.5764	1.0	0.4349
FOXF2	0.7494	0.4349	1.0
NR2F2	0.5703	1.0	0.4354
MAZ	0.5717	0.4377	1.0
PRKCQ	0.5723	0.44	1.0
CCND3	0.6369	0.4481	1.0
GATA3	0.4488	0.5096	0.5211
HDGF	0.6429	0.4489	1.0
AGO2	0.5751	1.0	0.4527
NR3C2	0.6413	0.4529	1.0
DCT	0.6383	0.4559	1.0
NR1H4	0.7071	0.4567	1.0
XBP1	0.7007	0.4577	1.0
KLF10	0.6905	0.4677	1.0
ESR2	0.6946	1.0	0.4697
TCF7L2	0.5534	0.6611	0.4697
PPARD	0.5352	0.6895	0.4776
HDAC9	0.7074	0.4825	0.8384
NR1H2	0.5656	0.4832	1.0
CD247	0.5643	0.4848	1.0
NOTCH2	0.5704	0.4892	1.0
HIF3A	0.5757	0.4899	1.0
KAT5	0.8699	1.0	0.4906
JUNB	0.7152	0.4907	1.0
PAX3	0.5724	0.491	1.0
FOXQ1	0.5702	0.491	1.0
JAK3	0.5743	0.4926	1.0
SERPINB5	0.5767	0.4956	1.0
