Overall graph size pval = 0.9689
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
E2F4	8.0E-4	1.0	1.0E-4
RBL2	0.0011	1.0	4.0E-4
HDAC1	0.0095	1.0	0.0045
TP53	0.0425	0.7348	0.0077
RBL1	0.0151	1.0	0.0082
E2F6	0.016	1.0	0.0091
E2F5	0.0172	1.0	0.0096
RBBP4	0.0173	0.5873	0.025
E2F1	0.0278	0.0197	0.7376
TP63	0.1598	0.7083	0.025
TFDP1	0.0269	0.1546	0.1258
PTGDR	0.0337	0.0609	0.4354
LIN54	0.0369	0.5637	0.0541
LIN52	0.0369	0.5637	0.0541
LIN37	0.0369	0.5637	0.0541
LIN9	0.0369	0.5637	0.0541
SP1	0.0499	0.0396	0.629
MYCN	0.0948	0.0495	1.0
TP73	0.0646	0.2814	0.1526
TFDP2	0.0828	0.325	0.1481
FOXM1	0.1552	0.0907	1.0
ESR1	0.1195	0.1464	0.6067
YY1	0.2013	0.1371	1.0
YBX1	0.3557	1.0	0.1455
E2F3	0.2674	0.1675	1.0
CHEK1	0.3928	0.7152	0.1819
ELL	0.2697	0.5575	0.2015
EP300	0.2015	0.2645	0.5707
MYC	0.4336	0.2166	0.9146
MDC1	0.239	0.4107	0.3253
RAD51D	0.2404	0.4088	0.3283
SSRP1	0.2697	0.4027	0.4018
ERCC2	0.2767	0.4023	0.402
NR3C1	0.5339	0.2922	0.8577
MAX	0.7985	0.3132	1.0
FANCI	0.5273	0.7002	0.3245
FANCD2	0.5323	0.7063	0.3271
CCNK	0.3913	0.5436	0.3657
CCNT2	0.3913	0.5436	0.3657
CCNT1	0.3913	0.5436	0.3657
CCNH	0.3913	0.5436	0.3657
ELOA	0.3913	0.5436	0.3657
NELFB	0.3913	0.5436	0.3657
ELOB	0.3913	0.5436	0.3657
NELFA	0.3913	0.5436	0.3657
NELFCD	0.3913	0.5436	0.3657
ELOC	0.3913	0.5436	0.3657
NELFE	0.3913	0.5436	0.3657
SUPT16H	0.3913	0.5436	0.3657
GTF2F1	0.3913	0.5436	0.3657
GTF2F2	0.3913	0.5436	0.3657
CTDP1	0.3913	0.5436	0.3657
SUPT4H1	0.3913	0.5436	0.3657
POLR2A	0.3913	0.5436	0.3657
POLR2B	0.3913	0.5436	0.3657
POLR2C	0.3913	0.5436	0.3657
POLR2D	0.3913	0.5436	0.3657
POLR2E	0.3913	0.5436	0.3657
POLR2F	0.3913	0.5436	0.3657
POLR2G	0.3913	0.5436	0.3657
POLR2H	0.3913	0.5436	0.3657
POLR2I	0.3913	0.5436	0.3657
POLR2J	0.3913	0.5436	0.3657
POLR2K	0.3913	0.5436	0.3657
POLR2L	0.3913	0.5436	0.3657
ELOA2	0.3913	0.5436	0.3657
GTF2H1	0.3913	0.5436	0.3657
ELOA3	0.3913	0.5436	0.3657
GTF2H2	0.3913	0.5436	0.3657
GTF2H3	0.3913	0.5436	0.3657
SUPT5H	0.3913	0.5436	0.3657
GTF2H4	0.3913	0.5436	0.3657
GTF2H5	0.3913	0.5436	0.3657
CDK9	0.3913	0.5436	0.3657
CDK7	0.3913	0.5436	0.3657
ERCC3	0.3913	0.5436	0.3657
ELOA3D	0.3913	0.5436	0.3657
TCEA1	0.3913	0.5436	0.3657
ELOA3B	0.3913	0.5436	0.3657
CDK12	0.3913	0.5436	0.3657
MNAT1	0.3913	0.5436	0.3657
ATR	0.5328	0.4095	1.0
BRCA1	0.5337	0.6262	0.4719
FOS	0.6858	0.8645	0.5094
JUN	0.5306	0.6161	0.5663
ATM	0.534	0.5658	0.6586
AR	0.8281	0.9199	0.567
RELA	0.8322	0.919	0.578
STAT3	0.6808	0.6454	0.7707
ATF2	0.9046	0.9232	0.7668
SIRT1	0.9098	0.865	0.8773
