Overall graph size pval = 0.9328
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
E2F1	1.0E-4	0.7283	1.0E-4
E2F4	4.0E-4	1.0E-4	0.9831
YBX1	0.0297	1.0E-4	0.994
RBL2	0.0023	1.0E-4	1.0
LEF1	0.0467	1.0E-4	0.9934
E2F6	0.0175	3.0E-4	1.0
RBL1	0.0028	3.0E-4	0.8863
CTNNB1	0.1423	5.0E-4	0.997
E2F3	0.0169	0.8272	0.0016
FOXM1	0.091	0.965	0.0019
MAX	0.5921	0.9999	0.0022
TFDP1	0.0054	0.4538	0.0028
TFDP2	0.0067	0.5329	0.003
MYBL2	0.0124	0.7601	0.0031
SREBF1	0.2713	0.9964	0.0037
MYC	0.7444	0.9999	0.0053
NFYC	0.2092	0.9901	0.006
PTGDR	0.0281	0.7071	0.007
SP3	0.0159	0.0072	0.5057
MYCN	0.1645	0.9619	0.009
NFYB	0.1502	0.9521	0.0093
SREBF2	0.3692	0.9984	0.0096
IL12RB2	0.1056	0.9422	0.01
IL12A	0.1056	0.9422	0.01
NANOG	0.0104	0.0237	0.269
TCF7L2	0.0126	0.0112	0.4673
JAK1	0.1445	0.0126	1.0
NKX2-5	0.1463	1.0	0.0135
EGFR	0.1432	1.0	0.0144
E2F5	0.0352	0.0148	0.6745
GTF2H2	0.075	0.8376	0.0165
LIN54	0.017	0.0672	0.2311
LIN52	0.017	0.0672	0.2311
LIN37	0.017	0.0672	0.2311
LIN9	0.017	0.0672	0.2311
MOV10	0.0671	0.7467	0.019
AGO3	0.0671	0.7467	0.019
AGO4	0.0671	0.7467	0.019
AGO1	0.0671	0.7467	0.019
TNRC6C	0.0671	0.7467	0.019
TNRC6A	0.0671	0.7467	0.019
TNRC6B	0.0671	0.7467	0.019
RBBP4	0.0192	0.0226	0.435
IL10	0.2186	0.0193	0.9419
ATF6	0.3515	1.0	0.0224
TERT	0.2993	0.0229	1.0
ZNF382	0.3041	1.0	0.0245
NFE2L2	0.3018	1.0	0.0247
NF1	0.0705	0.7573	0.0279
IL12RB1	0.2155	0.907	0.0289
IL12B	0.2155	0.907	0.0289
SSRP1	0.1256	0.8664	0.0292
STAT4	0.033	0.0299	0.4423
RAD51D	0.0744	0.7539	0.0311
MDC1	0.0757	0.7528	0.032
ATR	0.2425	1.0	0.0323
NFYA	0.2626	0.9188	0.0358
TYK2	0.2634	0.9186	0.0372
HEY1	0.0379	0.0381	0.4484
CDKN1A	0.1922	0.8689	0.0394
SMARCA4	0.3998	0.0396	1.0
MLXIPL	0.136	0.04	0.822
NPM1	0.1946	0.0414	0.8977
E2F2	0.0573	0.5439	0.0423
MSX2	0.1332	0.8115	0.0434
NELFCD	0.1931	0.8952	0.0452
IRF8	0.1291	0.8127	0.0452
JAK2	0.3165	0.9285	0.0454
TCF7	0.2803	0.046	1.0
JAK3	0.2773	0.0461	1.0
CD3D	0.1389	0.8053	0.0468
EZH2	0.2386	0.8685	0.0477
CITED2	0.2747	0.0493	1.0
NEUROG3	0.2739	1.0	0.0497
ING1	0.2777	1.0	0.0499
IL2	0.0633	0.5317	0.0512
MAZ	0.2764	1.0	0.0521
AGO2	0.1117	0.7026	0.0523
CDK12	0.1386	0.7986	0.0527
TIMP3	0.2789	1.0	0.0527
ELOA	0.1386	0.7986	0.0527
ELOB	0.1386	0.7986	0.0527
ELOC	0.1386	0.7986	0.0527
NELFA	0.1386	0.7986	0.0527
NELFE	0.1386	0.7986	0.0527
CTDP1	0.1386	0.7986	0.0527
GTF2H1	0.1386	0.7986	0.0527
