Overall graph size pval = 0.8086
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
IL13	8.0E-4	1.0E-4	1.0
IL4	0.0016	1.0E-4	1.0
NCOA3	0.0024	0.0391	0.0284
ERBB4	0.0024	0.0571	0.0312
MITF	0.0075	0.0032	1.0
VHL	0.0345	0.0038	1.0
TWIST2	0.0621	0.0048	1.0
RELA	0.0212	0.0049	0.7587
FOXA1	0.0052	0.1103	0.0178
CCNC	0.0124	0.006	1.0
MED8	0.0124	0.006	1.0
MED9	0.0124	0.006	1.0
MED4	0.0124	0.006	1.0
MED6	0.0124	0.006	1.0
MED7	0.0124	0.006	1.0
CDK19	0.0124	0.006	1.0
MED13L	0.0124	0.006	1.0
MED19	0.0124	0.006	1.0
MED16	0.0124	0.006	1.0
MED15	0.0124	0.006	1.0
MED18	0.0124	0.006	1.0
MED17	0.0124	0.006	1.0
MED12	0.0124	0.006	1.0
MED11	0.0124	0.006	1.0
MED14	0.0124	0.006	1.0
MED13	0.0124	0.006	1.0
MED10	0.0124	0.006	1.0
MED27	0.0124	0.006	1.0
MED26	0.0124	0.006	1.0
MED29	0.0124	0.006	1.0
MED28	0.0124	0.006	1.0
MED23	0.0124	0.006	1.0
MED22	0.0124	0.006	1.0
MED25	0.0124	0.006	1.0
MED24	0.0124	0.006	1.0
MED21	0.0124	0.006	1.0
MED20	0.0124	0.006	1.0
MED30	0.0124	0.006	1.0
MED31	0.0124	0.006	1.0
CDK8	0.0124	0.006	1.0
THRAP3	0.0124	0.006	1.0
FAM120B	0.0124	0.006	1.0
RXRA	0.0066	0.0183	0.187
HELZ2	0.0083	0.0079	0.4752
NCOA2	0.0099	0.0082	0.5072
PPARG	0.0087	0.0098	0.2937
MED1	0.0099	0.009	0.4842
MTF1	0.0934	1.0	0.0103
NFIC	0.0119	0.306	0.0119
KLF8	0.012	0.254	0.0235
NCOA1	0.015	0.0122	0.5044
PPARA	0.0547	0.5407	0.0152
NFKB1	0.0901	0.0162	0.9234
KLF4	0.026	0.0166	0.5336
FOS	0.0804	0.0174	1.0
NR4A1	0.0681	0.0181	1.0
TWIST1	0.1563	0.0196	1.0
NR3C1	0.0204	0.0757	0.1217
ESR1	0.2323	0.9022	0.021
NFE2L2	0.0215	0.0597	0.1765
ATF4	0.0672	0.0218	1.0
GATA3	0.1173	1.0	0.0261
RAD51	0.0464	0.0262	1.0
SMAD4	0.0794	0.0294	1.0
NANOG	0.1501	1.0	0.0306
AR	0.1177	0.756	0.0325
ETV4	0.0677	0.0336	1.0
STAT3	0.0668	0.0397	0.5952
HIF1A	0.0475	0.0433	0.4507
PPARGC1A	0.1014	0.0446	1.0
ARNT	0.0686	0.0448	0.6419
BCL6	0.2515	0.0451	1.0
TBL1X	0.0459	0.0585	0.4057
TBL1XR1	0.0459	0.0585	0.4057
ATF2	0.136	0.0478	1.0
SP1	0.0513	0.0933	0.2385
CHD9	0.0526	0.0657	0.4189
SMARCD3	0.0526	0.0657	0.4189
TGS1	0.0526	0.0657	0.4189
CARM1	0.0526	0.0657	0.4189
ERG	0.0527	0.0921	0.3223
GATA1	0.1159	0.5581	0.0594
NCOA6	0.0616	0.0738	0.4315
GLI1	0.1425	0.0677	1.0
CREBBP	0.0953	0.0692	0.6576
HDAC5	0.0692	0.1753	0.2346
WT1	0.2891	0.0723	1.0
ZNF382	0.1161	1.0	0.0739
FOXM1	0.0762	0.1023	0.4
GLI2	0.1901	0.0873	1.0
PARP1	0.0909	0.2163	0.2522
CTNNB1	0.2221	0.0951	1.0
CDC6	0.334	1.0	0.0975
NFATC2	0.1736	0.0992	1.0
SPI1	0.2989	0.106	1.0
TP73	0.1096	0.119	0.4943
SP4	0.3798	1.0	0.112
SRF	0.2269	0.1213	1.0
STAT4	0.1297	0.3819	0.1602
FOXO1	0.291	0.1317	1.0
VDR	0.1353	0.321	0.2476
ING4	0.1394	0.3296	0.2478
CEBPD	0.4623	1.0	0.1409
SMAD3	0.1432	0.1665	0.4748
WWTR1	0.3777	1.0	0.1439
PPARD	0.1506	0.3332	0.2604
RUNX2	0.2754	0.1559	1.0
CDX2	0.421	1.0	0.1594
JUNB	0.2768	0.1601	1.0
