Overall graph size pval = 2.0E-4
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
GATA3	1.0E-4	0.4183	1.0E-4
E2F1	1.0E-4	6.0E-4	0.1162
E2F2	0.0178	1.0E-4	1.0
E2F3	0.0336	1.0E-4	1.0
MYBL2	0.0037	1.0E-4	1.0
MYC	0.0751	1.0E-4	0.9988
ESR1	1.0E-4	0.126	1.0E-4
E2F5	0.0053	1.0	2.0E-4
AGO2	3.0E-4	0.0058	0.0913
FOXM1	4.0E-4	0.0028	0.0615
MOV10	5.0E-4	0.0079	0.1043
AGO3	5.0E-4	0.0079	0.1043
AGO4	5.0E-4	0.0079	0.1043
AGO1	5.0E-4	0.0079	0.1043
IL2RA	0.0345	5.0E-4	1.0
TFDP1	0.0056	5.0E-4	0.5908
TNRC6C	5.0E-4	0.0079	0.1043
TNRC6A	5.0E-4	0.0079	0.1043
TNRC6B	5.0E-4	0.0079	0.1043
SP1	0.0167	0.7995	6.0E-4
RBL1	0.0219	1.0	7.0E-4
RBPJ	9.0E-4	0.0592	0.0076
WT1	0.0018	0.001	0.3276
MAX	0.0617	0.001	0.9189
RUNX2	0.005	0.6269	0.001
E2F4	0.0582	1.0	0.0017
HOXB7	0.003	0.3957	0.0022
IRF1	0.025	0.0027	0.6835
IL2	0.0778	0.0032	1.0
CDK1	0.0269	0.0038	1.0
RBL2	0.0862	1.0	0.0038
MAML2	0.0045	0.1503	0.0172
TWIST1	0.0045	0.0048	0.2411
TRBC1	0.0047	0.0107	0.2482
CD3G	0.0047	0.0108	0.2488
CD3E	0.0047	0.0107	0.2482
TRAC	0.0047	0.0107	0.2482
STAT6	0.0771	1.0	0.005
PTTG1	0.0255	0.0054	0.6721
RELA	0.0144	0.0055	0.3561
NFKB1	0.0113	0.0058	0.2666
TWIST2	0.007	0.0291	0.1116
TP53	0.0286	0.547	0.008
SIRT1	0.0082	0.0431	0.0784
YBX1	0.1112	1.0	0.0082
CTNNB1	0.0105	0.3638	0.0092
TCF7L2	0.0092	0.041	0.1
RET	0.0257	1.0	0.0093
MAML1	0.0095	0.1972	0.0218
NOTCH1	0.0123	0.4552	0.0104
LIN37	0.0105	0.0908	0.0687
LIN54	0.0106	0.0912	0.0689
LIN52	0.0106	0.0913	0.0691
IL2RG	0.114	0.0106	1.0
LIN9	0.0106	0.0912	0.0689
CDKN2A	0.0301	0.0107	0.6114
FGR	0.0288	1.0	0.0111
LMO2	0.0112	0.0725	0.0915
HIST2H2AA3	0.0113	0.2	0.0372
