Overall graph size pval = 0.2666
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
PPARGC1A	2.0E-4	1.0E-4	0.3203
CREBBP	7.0E-4	1.0E-4	0.7121
MED19	1.0E-4	1.0E-4	0.1065
MED16	1.0E-4	1.0E-4	0.1065
MED15	1.0E-4	1.0E-4	0.1065
MED18	1.0E-4	1.0E-4	0.1065
MED17	1.0E-4	1.0E-4	0.1065
MED12	1.0E-4	1.0E-4	0.1291
MED11	1.0E-4	1.0E-4	0.1065
MED14	1.0E-4	1.0E-4	0.1065
MED13	1.0E-4	1.0E-4	0.1065
MED10	1.0E-4	1.0E-4	0.1065
MED27	1.0E-4	1.0E-4	0.1065
MED26	1.0E-4	1.0E-4	0.1065
MED29	1.0E-4	1.0E-4	0.1065
MED28	1.0E-4	1.0E-4	0.1065
MED23	1.0E-4	1.0E-4	0.1182
MED22	1.0E-4	1.0E-4	0.1065
MED25	1.0E-4	1.0E-4	0.1065
MED24	1.0E-4	1.0E-4	0.1065
MED21	1.0E-4	1.0E-4	0.1065
MED20	1.0E-4	1.0E-4	0.1065
PPARG	7.0E-4	1.0E-4	0.5129
MED30	1.0E-4	1.0E-4	0.1065
MED31	1.0E-4	1.0E-4	0.1065
NFKB1	3.0E-4	1.0E-4	0.6474
CCNC	1.0E-4	1.0E-4	0.1065
MED13L	1.0E-4	1.0E-4	0.1065
NCOA1	1.0E-4	1.0E-4	0.4966
NCOA2	1.0E-4	1.0E-4	0.4857
NCOA3	1.0E-4	1.0E-4	0.2525
RELA	9.0E-4	1.0E-4	0.6857
RXRA	1.0E-4	1.0E-4	0.5512
MED1	1.0E-4	1.0E-4	0.4716
MED8	1.0E-4	1.0E-4	0.1065
MED9	1.0E-4	1.0E-4	0.1065
MED4	1.0E-4	1.0E-4	0.1065
MED6	1.0E-4	1.0E-4	0.1065
MED7	1.0E-4	1.0E-4	0.1065
CDK19	1.0E-4	1.0E-4	0.1067
MITF	5.0E-4	1.0E-4	1.0
CDK8	1.0E-4	1.0E-4	0.1069
KLF8	1.0E-4	0.0056	0.005
HELZ2	1.0E-4	1.0E-4	0.4588
THRAP3	1.0E-4	1.0E-4	0.1192
FAM120B	1.0E-4	1.0E-4	0.1065
CTNNB1	0.0021	2.0E-4	1.0
ETV4	0.0025	3.0E-4	1.0
TWIST1	0.0013	4.0E-4	0.3322
EGR1	0.0024	5.0E-4	0.5241
CEBPB	0.0095	5.0E-4	1.0
SRF	0.0059	7.0E-4	1.0
CREB3L3	0.0058	0.001	1.0
ARNT	0.0069	0.0014	0.5588
IL4	0.0131	0.0014	1.0
TWIST2	0.002	0.0023	0.2512
ESR1	0.0429	1.0	0.002
EP300	0.0028	0.0083	0.1086
FOS	0.0114	0.0033	0.6013
CBFB	0.0037	0.0993	0.0122
HIPK2	0.0146	1.0	0.0045
IL13	0.0282	0.0049	1.0
PRKCI	0.0104	0.0063	1.0
ATF4	0.0322	0.0064	1.0
HIF1A	0.0064	0.0068	0.297
ELF1	0.022	0.0067	1.0
SPDEF	0.0285	1.0	0.0072
NCOR1	0.0073	0.1892	0.0192
MSC	0.0273	0.0075	1.0
ERBB4	0.037	1.0	0.0099
TP53	0.101	0.0102	0.9051
CEBPA	0.0536	0.0104	1.0
MAPKAPK2	0.0189	0.0105	1.0
NR4A1	0.0403	0.0118	1.0
IL2RG	0.0366	0.012	1.0
WT1	0.0782	0.0126	1.0
LEF1	0.0598	0.013	1.0
STAT3	0.0802	0.0131	0.8449
FOXA2	0.022	0.4352	0.0133
REL	0.0454	0.0135	1.0
TBL1X	0.091	0.0181	1.0
TBL1XR1	0.091	0.0181	1.0
CHD9	0.0919	0.0182	1.0
TGS1	0.0919	0.0182	1.0
SMARCD3	0.0919	0.0182	1.0
MTA1	0.0658	0.0192	1.0
PRKDC	0.0361	0.0193	1.0
TCF4	0.0674	0.0197	1.0
PAK1	0.0342	0.0206	1.0
FOXO1	0.111	0.0216	1.0
MAPK3	0.0663	0.0219	1.0
NCOA6	0.108	0.0221	1.0
STAT6	0.0225	0.1132	0.0949
RUNX1	0.0226	0.1057	0.096
CARM1	0.1156	0.0229	1.0
NFKB2	0.0235	0.1152	0.1124
HOXB7	0.0256	0.1312	0.1195
JUN	0.0263	0.0371	0.2471
ATF3	0.028	0.1203	0.1255
PRKCZ	0.0494	0.0288	1.0
BCL6	0.1022	1.0	0.03
ATF2	0.0434	0.0304	0.4714
PARP1	0.0306	0.1387	0.1371
FOSL1	0.1046	0.0312	1.0
