Overall graph size pval = 0.0186
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
RHOA	0.0246	1.0	0.0123
MET	0.029	1.0	0.018
PF4	0.0381	1.0	0.019
CXCL10	0.0381	1.0	0.019
CXCL11	0.0381	1.0	0.019
CXCL9	0.0381	1.0	0.019
HLA-DRB1	0.0398	1.0	0.0197
HLA-DRA	0.0398	1.0	0.0197
ERBB3	0.0381	1.0	0.0197
CD4	0.0398	1.0	0.0197
YWHAG	0.0559	0.0204	1.0
NBN	0.0561	0.0216	1.0
FN1	0.0327	1.0	0.0221
ITGB3	0.0327	1.0	0.0221
INSR	0.0367	1.0	0.0223
NRG1	0.0415	1.0	0.0224
TLN1	0.033	1.0	0.023
FLNA	0.0439	1.0	0.0235
WNT5A	0.0439	1.0	0.0235
TRBC1	0.0462	1.0	0.0237
CD3E	0.0462	1.0	0.0237
CD3D	0.0462	1.0	0.0237
TRAC	0.0462	1.0	0.0237
ZAP70	0.0463	1.0	0.0238
FZD2	0.0466	1.0	0.0251
CD3G	0.0491	1.0	0.0253
CD247	0.0491	1.0	0.0253
KDR	0.0419	1.0	0.0266
VEGFA	0.0419	1.0	0.0266
ERBB2	0.0502	1.0	0.0268
RET	0.0412	1.0	0.0276
FGR	0.0435	1.0	0.0279
SYK	0.052	1.0	0.0329
YES1	0.0517	1.0	0.0334
RAC1	0.0507	1.0	0.0334
CDC42	0.0547	1.0	0.0335
JAK1	0.0629	1.0	0.0355
GNAI3	0.0638	1.0	0.0356
GNAI1	0.0638	1.0	0.0356
GNAI2	0.0638	1.0	0.0356
GNAZ	0.0638	1.0	0.0356
GNAO1	0.0638	1.0	0.0356
PRKCQ	0.0678	1.0	0.0383
CDK1	0.2674	0.049	1.0
JAK2	0.087	1.0	0.0525
LCK	0.103	1.0	0.0597
CHEK1	0.1937	0.0728	1.0
LYN	0.1115	1.0	0.0736
FYN	0.1267	1.0	0.0823
PRKCD	0.159	1.0	0.1043
SRC	0.1869	1.0	0.1233
AKT1	0.3726	0.1596	1.0
CSNK2A1	0.5429	0.2475	1.0
ARAF	1.0	1.0	1.0
ACTB	1.0	1.0	1.0
RPS6KA4	1.0	1.0	1.0
RPS6KA3	1.0	1.0	1.0
TBK1	1.0	1.0	1.0
RPS6KA5	1.0	1.0	1.0
PPP2R1B	1.0	1.0	1.0
PPP2R1A	1.0	1.0	1.0
PRKACG	1.0	1.0	1.0
AKT2	1.0	1.0	1.0
RPS6KA2	1.0	1.0	1.0
CHEK2	1.0	1.0	1.0
AKT3	1.0	1.0	1.0
RPS6KA1	1.0	1.0	1.0
PRKACA	1.0	1.0	1.0
BTRC	1.0	1.0	1.0
PRKACB	1.0	1.0	1.0
PRKCG	1.0	1.0	1.0
PRKCI	1.0	1.0	1.0
PRKCH	1.0	1.0	1.0
PRKCB	1.0	1.0	1.0
DAPK1	1.0	1.0	1.0
PRKCE	1.0	1.0	1.0
CSNK2A2	1.0	1.0	1.0
CSNK1D	1.0	1.0	1.0
PRKCA	1.0	1.0	1.0
UHMK1	1.0	1.0	1.0
BCR	1.0	1.0	1.0
PRKD3	1.0	1.0	1.0
CSNK2B	1.0	1.0	1.0
BTK	1.0	1.0	1.0
PRKD2	1.0	1.0	1.0
SIK1	1.0	1.0	1.0
ULK1	1.0	1.0	1.0
PRKD1	1.0	1.0	1.0
TP53	1.0	1.0	1.0
PRKDC	1.0	1.0	1.0
PDGFB	1.0	1.0	1.0
PIK3R1	1.0	1.0	1.0
NLK	1.0	1.0	1.0
PRKCZ	1.0	1.0	1.0
PPP3R1	1.0	1.0	1.0
PLCG2	1.0	1.0	1.0
SFN	1.0	1.0	1.0
PLCG1	1.0	1.0	1.0
SRPK2	1.0	1.0	1.0
PLK3	1.0	1.0	1.0
PLK1	1.0	1.0	1.0
PTK6	1.0	1.0	1.0
CDC7	1.0	1.0	1.0
BRAF	1.0	1.0	1.0
PTK2	1.0	1.0	1.0
WNK1	1.0	1.0	1.0
GRB2	1.0	1.0	1.0
ATM	1.0	1.0	1.0
CALM1	1.0	1.0	1.0
CALM2	1.0	1.0	1.0
CDK16	1.0	1.0	1.0
ATR	1.0	1.0	1.0
IKBKB	1.0	1.0	1.0
RPTOR	1.0	1.0	1.0
PPP3CA	1.0	1.0	1.0
SMPD1	1.0	1.0	1.0
IKBKG	1.0	1.0	1.0
HRAS	1.0	1.0	1.0
IKBKE	1.0	1.0	1.0
EDN1	1.0	1.0	1.0
HCK	1.0	1.0	1.0
FAM20C	1.0	1.0	1.0
SGK3	1.0	1.0	1.0
SGK1	1.0	1.0	1.0
CK1	1.0	1.0	1.0
CXCR4	1.0	1.0	1.0
CaMK2	1.0	1.0	1.0
EGFR	1.0	1.0	1.0
PPP2CA	1.0	1.0	1.0
PPP2CB	1.0	1.0	1.0
NRAS	1.0	1.0	1.0
PAK1	1.0	1.0	1.0
PAK2	1.0	1.0	1.0
PAK4	1.0	1.0	1.0
MAP3K1	1.0	1.0	1.0
CSNK1A1	1.0	1.0	1.0
HIPK1	1.0	1.0	1.0
HIPK2	1.0	1.0	1.0
KITLG	1.0	1.0	1.0
STK17A	1.0	1.0	1.0
AXL	1.0	1.0	1.0
CAMK4	1.0	1.0	1.0
CTNNB1	1.0	1.0	1.0
PKN1	1.0	1.0	1.0
CDK5R1	1.0	1.0	1.0
MRE11	1.0	1.0	1.0
EPO	1.0	1.0	1.0
STK11	1.0	1.0	1.0
CCND1	1.0	1.0	1.0
PIM1	1.0	1.0	1.0
EP300	1.0	1.0	1.0
MAP3K8	1.0	1.0	1.0
NEK3	1.0	1.0	1.0
PIM2	1.0	1.0	1.0
MAP3K7	1.0	1.0	1.0
MAP3K5	1.0	1.0	1.0
PDGFRB	1.0	1.0	1.0
MAP2K4	1.0	1.0	1.0
MAP2K1	1.0	1.0	1.0
CDKL5	1.0	1.0	1.0
MAP2K2	1.0	1.0	1.0
DYRK1A	1.0	1.0	1.0
DYRK1B	1.0	1.0	1.0
VRK1	1.0	1.0	1.0
TNNI3K	1.0	1.0	1.0
MAPKAPK2	1.0	1.0	1.0
MAPKAPK5	1.0	1.0	1.0
RAF1	1.0	1.0	1.0
BLK	1.0	1.0	1.0
SHC1	1.0	1.0	1.0
PXN	1.0	1.0	1.0
STK39	1.0	1.0	1.0
STK4	1.0	1.0	1.0
STK3	1.0	1.0	1.0
CCNB2	1.0	1.0	1.0
CCNB1	1.0	1.0	1.0
GRK5	1.0	1.0	1.0
STK38	1.0	1.0	1.0
ABL1	1.0	1.0	1.0
ABL2	1.0	1.0	1.0
RIPK1	1.0	1.0	1.0
MAP2K7	1.0	1.0	1.0
MARK3	1.0	1.0	1.0
MARK2	1.0	1.0	1.0
NEK9	1.0	1.0	1.0
NEK6	1.0	1.0	1.0
IL2	1.0	1.0	1.0
CLK2	1.0	1.0	1.0
GH2	1.0	1.0	1.0
CLK1	1.0	1.0	1.0
CDK9	1.0	1.0	1.0
GH1	1.0	1.0	1.0
CDK7	1.0	1.0	1.0
CDK6	1.0	1.0	1.0
CDK5	1.0	1.0	1.0
CDK4	1.0	1.0	1.0
GNAQ	1.0	1.0	1.0
CDK3	1.0	1.0	1.0
GNB1	1.0	1.0	1.0
CDK2	1.0	1.0	1.0
PIN1	1.0	1.0	1.0
YWHAE	1.0	1.0	1.0
DYRK4	1.0	1.0	1.0
GSK3B	1.0	1.0	1.0
DYRK3	1.0	1.0	1.0
GSK3A	1.0	1.0	1.0
DYRK2	1.0	1.0	1.0
YWHAB	1.0	1.0	1.0
ARRB2	1.0	1.0	1.0
YWHAQ	1.0	1.0	1.0
MLST8	1.0	1.0	1.0
PRKG2	1.0	1.0	1.0
TOPBP1	1.0	1.0	1.0
PRKG1	1.0	1.0	1.0
YWHAH	1.0	1.0	1.0
HSP90AA1	1.0	1.0	1.0
AMP	1.0	1.0	1.0
CHUK	1.0	1.0	1.0
PDPK1	1.0	1.0	1.0
PKC	1.0	1.0	1.0
PPP2R5A	1.0	1.0	1.0
PPP2R5D	1.0	1.0	1.0
TRAF2	1.0	1.0	1.0
PPP2R5C	1.0	1.0	1.0
YWHAZ	1.0	1.0	1.0
CCNA2	1.0	1.0	1.0
LATS1	1.0	1.0	1.0
TRAF6	1.0	1.0	1.0
SOS1	1.0	1.0	1.0
CAMK2B	1.0	1.0	1.0
PRKAA1	1.0	1.0	1.0
CAMK2D	1.0	1.0	1.0
PRKAA2	1.0	1.0	1.0
ROCK1	1.0	1.0	1.0
ROCK2	1.0	1.0	1.0
HDAC1	1.0	1.0	1.0
CAMK2A	1.0	1.0	1.0
IL2RG	1.0	1.0	1.0
CBL	1.0	1.0	1.0
AURKB	1.0	1.0	1.0
AURKA	1.0	1.0	1.0
MAPK9	1.0	1.0	1.0
MAPK8	1.0	1.0	1.0
GNG2	1.0	1.0	1.0
MAPK7	1.0	1.0	1.0
PTK2B	1.0	1.0	1.0
MAPK1	1.0	1.0	1.0
CSK	1.0	1.0	1.0
BUB1	1.0	1.0	1.0
CAMK2G	1.0	1.0	1.0
MAPK3	1.0	1.0	1.0
EGF	1.0	1.0	1.0
PPP2R3B	1.0	1.0	1.0
PTPN11	1.0	1.0	1.0
MAPK14	1.0	1.0	1.0
EPOR	1.0	1.0	1.0
MTOR	1.0	1.0	1.0
MAPK12	1.0	1.0	1.0
MAPK13	1.0	1.0	1.0
MAPK10	1.0	1.0	1.0
MAPK11	1.0	1.0	1.0
WEE1	1.0	1.0	1.0
RPS6KB1	1.0	1.0	1.0
IL2RA	1.0	1.0	1.0
RPS6KB2	1.0	1.0	1.0
KRAS	1.0	1.0	1.0
