Overall graph size pval = 0.8142
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
IL13	0.0012	1.0	1.0E-4
IL4	0.0023	1.0	3.0E-4
NCOA3	0.0028	0.0265	0.043
MITF	0.0077	1.0	0.0033
ERBB4	0.0038	0.0319	0.0596
VHL	0.0312	1.0	0.0044
FOXA1	0.0046	0.0138	0.1108
RELA	0.0204	0.7578	0.0048
CCNC	0.0125	1.0	0.0051
MED8	0.0125	1.0	0.0051
MED9	0.0125	1.0	0.0051
MED4	0.0125	1.0	0.0051
MED6	0.0125	1.0	0.0051
MED7	0.0125	1.0	0.0051
CDK19	0.0125	1.0	0.0051
MED13L	0.0125	1.0	0.0051
MED19	0.0125	1.0	0.0051
MED16	0.0125	1.0	0.0051
MED15	0.0125	1.0	0.0051
MED18	0.0125	1.0	0.0051
MED17	0.0125	1.0	0.0051
MED12	0.0125	1.0	0.0051
MED11	0.0125	1.0	0.0051
MED14	0.0125	1.0	0.0051
MED13	0.0125	1.0	0.0051
MED10	0.0125	1.0	0.0051
MED27	0.0125	1.0	0.0051
MED26	0.0125	1.0	0.0051
MED29	0.0125	1.0	0.0051
MED28	0.0125	1.0	0.0051
MED23	0.0125	1.0	0.0051
MED22	0.0125	1.0	0.0051
MED25	0.0125	1.0	0.0051
MED24	0.0125	1.0	0.0051
MED21	0.0125	1.0	0.0051
MED20	0.0125	1.0	0.0051
MED30	0.0125	1.0	0.0051
MED31	0.0125	1.0	0.0051
CDK8	0.0125	1.0	0.0051
THRAP3	0.0125	1.0	0.0051
FAM120B	0.0125	1.0	0.0051
TWIST2	0.0572	1.0	0.006
RXRA	0.0086	0.1864	0.0187
HELZ2	0.0113	0.4835	0.0097
PPARG	0.0097	0.28	0.0107
NCOA2	0.0131	0.5119	0.0101
NFIC	0.0115	0.0107	0.302
MED1	0.0129	0.4942	0.011
KLF8	0.0116	0.0235	0.2523
MTF1	0.0931	0.0118	1.0
NCOA1	0.0178	0.5115	0.0142
NFKB1	0.0914	0.9225	0.0149
FOS	0.076	1.0	0.015
KLF4	0.026	0.5245	0.0164
NFE2L2	0.0165	0.1699	0.0586
PPARA	0.0571	0.0178	0.5396
NR3C1	0.0184	0.1082	0.0762
NR4A1	0.0697	1.0	0.0186
TWIST1	0.15	1.0	0.0205
ATF4	0.0701	1.0	0.0219
ESR1	0.2363	0.0236	0.896
GATA3	0.1169	0.0293	1.0
NANOG	0.1442	0.0294	1.0
RAD51	0.0508	1.0	0.031
SMAD4	0.0854	1.0	0.0332
AR	0.1185	0.0344	0.7616
ETV4	0.0711	1.0	0.0347
STAT3	0.063	0.5938	0.0361
BCL6	0.2537	1.0	0.0416
ARNT	0.0633	0.6431	0.0437
PPARGC1A	0.104	1.0	0.045
HIF1A	0.0478	0.4494	0.0451
ATF2	0.1439	1.0	0.0483
TBL1X	0.0501	0.4176	0.0599
TBL1XR1	0.0501	0.4176	0.0599
SP1	0.0528	0.2249	0.0992
