Overall graph size pval = 0.9049
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
E2F4	1.0E-4	1.0	1.0E-4
RBL2	0.0015	1.0	6.0E-4
TP63	0.039	0.7303	0.0014
E2F1	0.0037	0.0084	0.3608
HDAC1	0.0085	1.0	0.0041
TFDP1	0.0053	0.0616	0.1016
E2F6	0.0146	1.0	0.0079
RBL1	0.0162	1.0	0.0093
E2F5	0.0176	1.0	0.0096
MYCN	0.0206	0.0105	1.0
CHEK1	0.1527	0.731	0.0173
RBBP4	0.0194	0.5791	0.0296
ELL	0.096	0.5808	0.0196
TP53	0.0418	0.5451	0.0278
FANCD2	0.2464	0.7189	0.0311
FANCI	0.2454	0.7225	0.0312
RAD51D	0.0664	0.4302	0.0315
MDC1	0.0672	0.4291	0.032
PTGDR	0.0343	0.0685	0.3998
LIN54	0.0362	0.5606	0.0575
LIN52	0.0362	0.5606	0.0575
LIN37	0.0362	0.5606	0.0575
LIN9	0.0362	0.5606	0.0575
CCNK	0.1593	0.5687	0.0406
CCNT2	0.1593	0.5687	0.0406
CCNT1	0.1593	0.5687	0.0406
CCNH	0.1593	0.5687	0.0406
ELOA	0.1593	0.5687	0.0406
NELFB	0.1593	0.5687	0.0406
ELOB	0.1593	0.5687	0.0406
NELFA	0.1593	0.5687	0.0406
NELFCD	0.1593	0.5687	0.0406
ELOC	0.1593	0.5687	0.0406
NELFE	0.1593	0.5687	0.0406
SUPT16H	0.1593	0.5687	0.0406
GTF2F1	0.1593	0.5687	0.0406
GTF2F2	0.1593	0.5687	0.0406
CTDP1	0.1593	0.5687	0.0406
SUPT4H1	0.1593	0.5687	0.0406
POLR2A	0.1593	0.5687	0.0406
POLR2B	0.1593	0.5687	0.0406
POLR2C	0.1593	0.5687	0.0406
POLR2D	0.1593	0.5687	0.0406
POLR2E	0.1593	0.5687	0.0406
POLR2F	0.1593	0.5687	0.0406
POLR2G	0.1593	0.5687	0.0406
POLR2H	0.1593	0.5687	0.0406
POLR2I	0.1593	0.5687	0.0406
POLR2J	0.1593	0.5687	0.0406
POLR2K	0.1593	0.5687	0.0406
POLR2L	0.1593	0.5687	0.0406
ELOA2	0.1593	0.5687	0.0406
GTF2H1	0.1593	0.5687	0.0406
ELOA3	0.1593	0.5687	0.0406
GTF2H2	0.1593	0.5687	0.0406
GTF2H3	0.1593	0.5687	0.0406
SUPT5H	0.1593	0.5687	0.0406
GTF2H4	0.1593	0.5687	0.0406
GTF2H5	0.1593	0.5687	0.0406
CDK9	0.1593	0.5687	0.0406
CDK7	0.1593	0.5687	0.0406
ERCC3	0.1593	0.5687	0.0406
ELOA3D	0.1593	0.5687	0.0406
TCEA1	0.1593	0.5687	0.0406
ELOA3B	0.1593	0.5687	0.0406
CDK12	0.1593	0.5687	0.0406
MNAT1	0.1593	0.5687	0.0406
SP1	0.0482	0.041	0.6119
SSRP1	0.096	0.4221	0.0521
ERCC2	0.0965	0.4199	0.0528
E2F3	0.0943	0.0558	1.0
TP73	0.0691	0.2929	0.1257
BRCA1	0.294	0.6537	0.0763
TFDP2	0.0766	0.3466	0.1259
FOXM1	0.1599	0.1072	1.0
ESR1	0.119	0.1576	0.5856
YY1	0.2075	0.1526	1.0
EP300	0.1929	0.282	0.5471
MYC	0.4296	0.2329	0.9073
ATR	0.2416	0.4264	0.2776
JUN	0.2736	0.3183	0.5549
NR3C1	0.518	0.276	0.8641
MAX	0.7948	0.3153	1.0
FOS	0.3606	0.499	0.504
YBX1	0.6732	1.0	0.4416
ATM	0.5295	0.5785	0.6337
RELA	0.8334	0.9241	0.5538
ATF2	0.6874	0.6654	0.7699
STAT3	0.9036	0.927	0.7729
SIRT1	0.9033	0.8703	0.8721
AR	0.9758	0.927	1.0
