Overall graph size pval = 0.7109
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
SP1	0.0438	0.0083	1.0
RELA	0.1596	1.0	0.0095
NR3C1	0.1573	0.0296	1.0
ATF2	0.1575	0.0588	1.0
MYC	0.4505	0.7431	0.2372
FOS	0.556	0.3737	1.0
ESR1	0.5527	0.4463	1.0
RBL1	0.5623	1.0	0.527
JUN	0.6863	0.5392	1.0
FANCI	0.6282	0.5894	1.0
ATR	0.6279	0.5895	1.0
MDC1	0.6296	0.5927	1.0
CHEK1	0.6838	0.5949	1.0
ATM	0.6852	0.5986	1.0
BRCA1	0.6842	0.646	1.0
RBL2	0.6802	1.0	0.6461
PTGDR	0.771	0.6488	1.0
CCNK	0.6873	0.6497	1.0
CCNT2	0.6873	0.6497	1.0
ELL	0.6873	0.6497	1.0
CCNT1	0.6873	0.6497	1.0
CCNH	0.6873	0.6497	1.0
ELOA	0.6873	0.6497	1.0
NELFB	0.6873	0.6497	1.0
ELOB	0.6873	0.6497	1.0
NELFA	0.6873	0.6497	1.0
NELFCD	0.6873	0.6497	1.0
ELOC	0.6873	0.6497	1.0
NELFE	0.6873	0.6497	1.0
SUPT16H	0.6873	0.6497	1.0
GTF2F1	0.6873	0.6497	1.0
GTF2F2	0.6873	0.6497	1.0
RAD51D	0.6873	0.6497	1.0
CTDP1	0.6873	0.6497	1.0
SUPT4H1	0.6873	0.6497	1.0
POLR2A	0.6873	0.6497	1.0
POLR2B	0.6873	0.6497	1.0
POLR2C	0.6873	0.6497	1.0
POLR2D	0.6873	0.6497	1.0
POLR2E	0.6873	0.6497	1.0
POLR2F	0.6873	0.6497	1.0
POLR2G	0.6873	0.6497	1.0
POLR2H	0.6873	0.6497	1.0
POLR2I	0.6873	0.6497	1.0
POLR2J	0.6873	0.6497	1.0
POLR2K	0.6873	0.6497	1.0
POLR2L	0.6873	0.6497	1.0
ELOA2	0.6873	0.6497	1.0
GTF2H1	0.6873	0.6497	1.0
ELOA3	0.6873	0.6497	1.0
GTF2H2	0.6873	0.6497	1.0
SSRP1	0.6873	0.6497	1.0
GTF2H3	0.6873	0.6497	1.0
SUPT5H	0.6873	0.6497	1.0
GTF2H4	0.6873	0.6497	1.0
GTF2H5	0.6873	0.6497	1.0
CDK9	0.6873	0.6497	1.0
CDK7	0.6873	0.6497	1.0
ERCC3	0.6873	0.6497	1.0
ELOA3D	0.6873	0.6497	1.0
TCEA1	0.6873	0.6497	1.0
ELOA3B	0.6873	0.6497	1.0
CDK12	0.6873	0.6497	1.0
MNAT1	0.6873	0.6497	1.0
ERCC2	0.7352	0.6995	1.0
TP53	0.8602	0.7432	0.8751
TFDP1	0.9064	0.7573	1.0
E2F1	0.9684	0.9471	1.0
YBX1	1.0	1.0	1.0
FOXM1	1.0	1.0	1.0
TP63	1.0	1.0	1.0
MYCN	1.0	1.0	1.0
TFDP2	1.0	1.0	1.0
FANCD2	1.0	1.0	1.0
HDAC1	1.0	1.0	1.0
E2F3	1.0	1.0	1.0
E2F4	1.0	1.0	1.0
STAT3	1.0	1.0	1.0
