Overall graph size pval = 0.0556
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
PRKAA1	0.0011	0.0098	0.0615
SIK1	0.0072	1.0	0.002
ERBB2	0.0232	0.0067	1.0
GNAI2	0.0468	0.0128	1.0
YWHAE	0.0873	1.0	0.0257
CDK7	0.1264	0.0274	1.0
CDK2	0.1608	0.0298	0.8952
RAD50	0.0605	0.0303	1.0
LYN	0.1116	0.0322	1.0
YWHAB	0.0791	0.566	0.0475
MRE11	0.0988	0.0514	1.0
PRKAB1	0.098	0.0535	1.0
PRKAG2	0.098	0.0535	1.0
PAK3	0.1033	0.0562	1.0
BCR	0.1144	0.0586	1.0
PRKCG	0.1101	0.0587	1.0
AURKA	0.0622	0.1907	0.1872
MARK1	0.127	1.0	0.0633
BLK	0.1263	0.064	1.0
CTNNB1	0.1254	1.0	0.0655
PRKG1	0.0675	0.1966	0.1889
CCNA2	0.1263	0.0678	1.0
MARK2	0.143	1.0	0.0703
PRKCB	0.0711	0.2145	0.197
PRKAA2	0.0762	0.2077	0.2032
PDGFB	0.1501	0.0777	1.0
AMP	0.1476	1.0	0.0782
SRC	0.2438	0.0808	1.0
TRBC1	0.1613	0.0827	1.0
CD3G	0.1613	0.0827	1.0
CD3E	0.1613	0.0827	1.0
CD3D	0.1613	0.0827	1.0
TRAC	0.1613	0.0827	1.0
CD247	0.1613	0.0827	1.0
PF4	0.1711	0.0882	1.0
CXCL10	0.1711	0.0882	1.0
CXCL11	0.1711	0.0882	1.0
CXCL9	0.1711	0.0882	1.0
CHEK1	0.0894	0.1034	0.4016
NEK3	0.1766	1.0	0.0905
GNAQ	0.1707	0.0914	1.0
ERBB3	0.1811	0.0934	1.0
CAMK4	0.1799	1.0	0.0942
PDGFRB	0.1792	0.0946	1.0
PRKACG	0.185	0.095	1.0
PRKACB	0.1842	0.0979	1.0
PLCG2	0.1796	0.0981	1.0
SFN	0.1865	0.0999	1.0
NBN	0.1893	0.1005	1.0
ZAP70	0.1938	0.1009	1.0
SMPD1	0.1924	1.0	0.1017
FGR	0.1922	0.102	1.0
BTK	0.1884	0.1022	1.0
HCK	0.1954	0.1025	1.0
MTOR	0.2929	0.1034	1.0
WNT5A	0.2042	0.1058	1.0
NEK6	0.2119	1.0	0.1063
CDK5	0.3832	0.1082	1.0
FLNA	0.2153	0.1119	1.0
FZD2	0.2145	0.1124	1.0
NRG1	0.2135	0.1134	1.0
CDC7	0.2089	0.1137	1.0
CDK6	0.3129	0.1171	1.0
SYK	0.233	0.1256	1.0
JAK1	0.2466	0.1294	1.0
YES1	0.2523	0.1351	1.0
EGFR	0.252	0.136	1.0
BUB1	0.2689	1.0	0.1423
PRKCQ	0.2826	0.1533	1.0
GRB2	0.2804	0.1534	1.0
GNAI3	0.2809	0.1542	1.0
GNAI1	0.2809	0.1542	1.0
GNAZ	0.2809	0.1542	1.0
GNAO1	0.2809	0.1542	1.0
WEE1	0.2794	0.1551	1.0
ROCK1	0.3096	1.0	0.1644
PAK2	0.3012	0.1696	1.0
MAP3K7	0.322	1.0	0.1702
HIPK2	0.308	0.1721	1.0
MAPKAPK5	0.3215	0.1785	1.0
LCK	0.3639	0.2012	1.0
SGK1	0.3822	1.0	0.212
GSK3A	0.3787	0.2142	1.0
JAK2	0.3776	0.2151	1.0
PIN1	0.3898	0.2226	1.0
CSNK2A1	0.2232	0.3581	0.3322
PRKCA	0.2805	0.6249	0.2281
MAPK14	0.5645	1.0	0.2394
MAPK7	0.4359	1.0	0.2429
CDK1	0.5534	0.2503	0.9158
CAMK2A	0.458	1.0	0.2569
AKT2	0.4611	1.0	0.2611
FYN	0.4465	0.2627	1.0
PLK1	0.2751	0.419	0.3993
YWHAZ	0.5259	1.0	0.2998
RPS6KB1	0.5182	1.0	0.305
AKT1	0.4022	0.6895	0.3123
RPS6KA1	0.5294	1.0	0.3154
MAPK11	0.5502	1.0	0.3236
ATM	0.5529	0.333	1.0
MAPK3	0.3849	0.3511	0.5987
CSNK2A2	0.6199	1.0	0.3738
MAPK1	0.7263	0.3767	0.9513
PAK1	0.6352	0.4032	1.0
