Overall graph size pval = 0.9643
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
E2F3	0.0091	1.0E-4	1.0
MYCN	1.0E-4	1.0E-4	0.4682
AHR	0.0082	0.001	1.0
SREBF1	0.0514	0.0015	1.0
TFDP1	0.0952	0.0019	1.0
E2F1	0.0588	0.0022	0.9183
RBL1	0.0189	1.0	0.0038
RBL2	0.0355	1.0	0.0054
SREBF2	0.104	0.0069	1.0
E2F5	0.0356	1.0	0.0078
FOS	0.0095	0.0628	0.0719
GABPA	0.103	1.0	0.0121
PTGDR	0.1728	0.0126	1.0
MAX	0.041	0.0162	0.5507
SOX17	0.0338	0.3013	0.0656
MLX	0.0341	0.0719	0.3031
E2F2	0.1742	0.036	1.0
SOX2	0.0452	0.0403	0.5084
ARNT	0.2942	0.0413	0.9626
NRF1	0.2897	1.0	0.0444
EZH2	0.1519	0.0453	0.7926
ZBTB7A	0.1321	1.0	0.0466
PURA	0.1361	1.0	0.0479
JUN	0.0488	0.0645	0.3021
TNFRSF11B	0.1333	0.052	1.0
MET	0.135	0.0521	1.0
CREB1	0.3404	0.0535	1.0
E2F4	0.2052	1.0	0.0544
MLXIPL	0.0554	0.0951	0.3432
NFATC1	0.1855	0.0593	1.0
STAT6	0.3625	1.0	0.0621
HIF1A	0.6243	0.0694	1.0
STAT3	0.2344	0.0704	0.8114
BTF3	0.2313	1.0	0.0756
POU5F1	0.1267	0.0771	0.6438
POU2F1	0.2374	0.0802	1.0
NFIC	0.0808	0.4479	0.0841
NANOG	0.33	0.0828	1.0
HSF1	0.2416	0.0846	1.0
GABPB1	0.3408	1.0	0.0868
MYC	0.369	0.0945	0.8944
BRCA1	0.3656	0.1019	0.9185
FOSL1	0.3937	0.1146	1.0
HDAC7	0.3965	0.1274	1.0
ATF2	0.2661	0.7044	0.1296
ATR	0.1309	0.3193	0.2481
FANCI	0.1331	0.3219	0.2539
MDC1	0.1351	0.3227	0.2523
SMAD7	0.1369	0.1407	0.4948
IRF3	0.1376	0.315	0.2717
E2F6	0.3351	1.0	0.141
STAT1	0.1578	0.4532	0.1458
NR1I2	0.4341	1.0	0.1495
TFDP2	0.5554	0.152	1.0
NFYB	0.4397	0.1537	1.0
NFYC	0.4397	0.1537	1.0
SP1	0.8306	0.1571	0.9986
PAX5	0.4438	1.0	0.1617
NR3C1	0.1638	0.3926	0.201
YBX1	0.5374	1.0	0.1651
TP63	0.3175	0.677	0.1678
PPARGC1A	0.6751	1.0	0.171
TCF4	0.4868	1.0	0.1714
ESRRA	0.1793	0.3439	0.3262
CHEK1	0.1794	0.3589	0.3102
CDK12	0.1817	0.372	0.294
ELOA	0.1817	0.372	0.294
ELOB	0.1817	0.372	0.294
NELFA	0.1817	0.372	0.294
ELOC	0.1817	0.372	0.294
NELFE	0.1817	0.372	0.294
CTDP1	0.1817	0.372	0.294
GTF2H1	0.1817	0.372	0.294
GTF2H2	0.1817	0.372	0.294
GTF2H3	0.1817	0.372	0.294
GTF2H4	0.1817	0.372	0.294
GTF2H5	0.1817	0.372	0.294
CCNT2	0.1817	0.372	0.294
CCNT1	0.1817	0.372	0.294
SUPT16H	0.1817	0.372	0.294
GTF2F1	0.1817	0.372	0.294
GTF2F2	0.1817	0.372	0.294
ELOA2	0.1817	0.372	0.294
ELOA3	0.1817	0.372	0.294
CDK9	0.1817	0.372	0.294
CDK7	0.1817	0.372	0.294
MNAT1	0.1817	0.372	0.294
POLR2A	0.1817	0.372	0.294
POLR2B	0.1817	0.372	0.294
POLR2C	0.1817	0.372	0.294
POLR2D	0.1817	0.372	0.294
POLR2E	0.1817	0.372	0.294
POLR2F	0.1817	0.372	0.294
POLR2G	0.1817	0.372	0.294
POLR2H	0.1817	0.372	0.294
POLR2I	0.1817	0.372	0.294
POLR2J	0.1817	0.372	0.294
POLR2K	0.1817	0.372	0.294
POLR2L	0.1817	0.372	0.294
CCNK	0.1817	0.372	0.294
CCNH	0.1817	0.372	0.294
SUPT4H1	0.1817	0.372	0.294
RAD51D	0.1817	0.372	0.294
ELOA3D	0.1817	0.372	0.294
TCEA1	0.1817	0.372	0.294
ELOA3B	0.1817	0.372	0.294
SUPT5H	0.1817	0.372	0.294
ERCC3	0.1817	0.372	0.294
BCL6	0.5345	0.1922	1.0
NFYA	0.2745	0.1946	0.6954
HEY1	0.4954	0.1969	1.0
TBL1X	0.4886	0.8807	0.2024
TBL1XR1	0.4886	0.8807	0.2024
SMARCD3	0.4908	0.8789	0.2027
CHD9	0.4908	0.8789	0.2027
TGS1	0.4908	0.8789	0.2027
ETS2	0.4459	0.2045	1.0
SIRT1	0.7027	1.0	0.2168
CARM1	0.5222	0.8892	0.2173
ATM	0.5308	0.2177	1.0
ETS1	0.4588	0.224	0.87
NCOA6	0.5533	0.8966	0.2329
SSRP1	0.2329	0.4195	0.3334
RARA	0.2503	0.234	0.5759
USF1	0.3643	0.2355	0.7597
