Overall graph size pval = 0.9284
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
MYCN	0.001	1.0E-4	1.0
PTGDR	0.0086	6.0E-4	1.0
E2F3	0.0084	8.0E-4	1.0
TFDP1	0.0303	0.0011	1.0
E2F1	0.0309	0.0064	0.8735
RBL2	0.0589	1.0	0.014
TP53	0.0594	0.5036	0.0552
TFDP2	0.3287	0.0935	1.0
HDAC1	0.2405	1.0	0.0998
TP63	0.46	1.0	0.1008
E2F4	0.5243	1.0	0.2675
YBX1	0.5676	1.0	0.3021
JUN	0.3334	0.3411	0.6004
FANCI	0.4561	0.6836	0.3752
FANCD2	0.8252	1.0	0.3772
MDC1	0.4497	0.6738	0.3797
ATR	0.4564	0.6765	0.3819
BRCA1	0.423	0.4965	0.5378
CCNK	0.5634	0.7436	0.4351
CCNT2	0.5634	0.7436	0.4351
ELL	0.5634	0.7436	0.4351
CCNT1	0.5634	0.7436	0.4351
CCNH	0.5634	0.7436	0.4351
ELOA	0.5634	0.7436	0.4351
NELFB	0.5634	0.7436	0.4351
ELOB	0.5634	0.7436	0.4351
NELFA	0.5634	0.7436	0.4351
NELFCD	0.5634	0.7436	0.4351
ELOC	0.5634	0.7436	0.4351
NELFE	0.5634	0.7436	0.4351
SUPT16H	0.5634	0.7436	0.4351
GTF2F1	0.5634	0.7436	0.4351
GTF2F2	0.5634	0.7436	0.4351
RAD51D	0.5634	0.7436	0.4351
CTDP1	0.5634	0.7436	0.4351
SUPT4H1	0.5634	0.7436	0.4351
POLR2A	0.5634	0.7436	0.4351
POLR2B	0.5634	0.7436	0.4351
POLR2C	0.5634	0.7436	0.4351
POLR2D	0.5634	0.7436	0.4351
POLR2E	0.5634	0.7436	0.4351
POLR2F	0.5634	0.7436	0.4351
POLR2G	0.5634	0.7436	0.4351
POLR2H	0.5634	0.7436	0.4351
POLR2I	0.5634	0.7436	0.4351
POLR2J	0.5634	0.7436	0.4351
POLR2K	0.5634	0.7436	0.4351
POLR2L	0.5634	0.7436	0.4351
ELOA2	0.5634	0.7436	0.4351
GTF2H1	0.5634	0.7436	0.4351
ELOA3	0.5634	0.7436	0.4351
GTF2H2	0.5634	0.7436	0.4351
SSRP1	0.5634	0.7436	0.4351
GTF2H3	0.5634	0.7436	0.4351
SUPT5H	0.5634	0.7436	0.4351
GTF2H4	0.5634	0.7436	0.4351
GTF2H5	0.5634	0.7436	0.4351
CDK9	0.5634	0.7436	0.4351
CDK7	0.5634	0.7436	0.4351
ERCC3	0.5634	0.7436	0.4351
ELOA3D	0.5634	0.7436	0.4351
TCEA1	0.5634	0.7436	0.4351
ELOA3B	0.5634	0.7436	0.4351
CDK12	0.5634	0.7436	0.4351
MNAT1	0.5634	0.7436	0.4351
ATF2	0.4429	0.583	0.5124
FOS	0.4618	0.5818	0.5272
ERCC2	0.6618	0.7993	0.4892
CHEK1	0.5682	0.7091	0.5066
MYC	0.9437	1.0	0.5428
STAT3	0.8299	0.5806	1.0
SIRT1	0.8293	1.0	0.5814
ESR1	0.8259	0.6357	1.0
FOXM1	0.8277	0.6771	1.0
ATM	0.879	0.7081	1.0
SP1	0.8506	0.8516	0.7404
RELA	1.0	1.0	1.0
