Overall graph size pval = 0.5647
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
MAX	0.0377	1.0E-4	1.0
E2F1	0.001	1.0E-4	0.6786
E2F4	1.0E-4	0.9585	1.0E-4
E2F6	0.0058	1.0	1.0E-4
MYC	0.0308	1.0E-4	1.0
TFDP1	1.0E-4	2.0E-4	0.1244
RBL2	1.0E-4	1.0	1.0E-4
TFDP2	2.0E-4	0.001	0.171
YBX1	0.0467	0.9829	3.0E-4
CHEK1	4.0E-4	0.041	0.022
MYCN	0.0205	5.0E-4	0.9149
FOXM1	0.0089	6.0E-4	0.8962
E2F3	0.0119	6.0E-4	0.8854
RBL1	0.0052	0.8188	9.0E-4
FOXA2	0.0014	0.0747	0.0116
RBBP4	0.0017	0.3111	0.0025
PTGDR	0.002	0.0028	0.308
GLI2	0.0167	0.805	0.0021
SF1	0.0036	0.6017	0.0023
STAT4	0.0185	0.6983	0.0023
E2F5	0.0028	0.2558	0.0094
NCOA1	0.0632	0.8502	0.003
CDK7	0.0033	0.0093	0.327
EZH2	0.0396	0.0034	0.7881
NPM1	0.0311	0.8547	0.004
CTNNB1	0.2397	0.9932	0.0042
RAD51D	0.005	0.0216	0.2596
NELFB	0.0051	0.0508	0.1344
GTF2H2	0.0054	0.0095	0.3825
MDC1	0.0057	0.0221	0.258
NKX2-5	0.0863	0.0058	1.0
JAK1	0.09	1.0	0.0062
GATA6	0.0832	1.0	0.0068
HELZ2	0.0566	0.7519	0.0069
LIN54	0.007	0.1512	0.043
LIN37	0.007	0.1512	0.043
LIN9	0.007	0.1512	0.043
LIN52	0.0071	0.1513	0.043
NRF1	0.0222	0.0079	0.6586
MED1	0.0834	0.7922	0.0094
SP1	0.0095	0.0287	0.1565
ZNF382	0.1839	0.0096	1.0
TRRAP	0.0528	0.0098	0.8562
TCF7L2	0.0107	0.3804	0.0105
IFNG	0.0115	0.4992	0.0146
ACTL6A	0.0885	0.0121	1.0
LCK	0.112	1.0	0.0124
FOXA1	0.0711	0.0125	0.8069
RXRA	0.0967	0.7615	0.0132
NCOA2	0.0737	0.697	0.0134
POLR2F	0.0138	0.0788	0.1586
SSRP1	0.0141	0.0177	0.4254
CDK5	0.0232	0.0144	1.0
NELFA	0.015	0.0357	0.3152
NELFE	0.015	0.0357	0.3152
CCNT2	0.015	0.0357	0.3152
