Overall graph size pval = 0.7013
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
MYC	0.0281	1.0	1.0E-4
MAX	0.0349	1.0	1.0E-4
TFDP1	1.0E-4	0.1307	1.0E-4
TFDP2	1.0E-4	0.1806	8.0E-4
E2F1	5.0E-4	0.7121	1.0E-4
E2F4	1.0E-4	1.0E-4	0.9613
E2F6	0.0058	1.0E-4	1.0
RBL2	3.0E-4	1.0E-4	1.0
FOXM1	0.0079	0.9017	2.0E-4
MYCN	0.0185	0.9163	3.0E-4
YBX1	0.0454	3.0E-4	0.9849
RBL1	0.0061	3.0E-4	0.8326
E2F3	0.0129	0.8856	5.0E-4
FOXA2	0.001	0.015	0.0688
RBBP4	0.0011	0.002	0.3173
PTGDR	0.0018	0.3164	0.0015
SF1	0.0034	0.0021	0.5995
E2F5	0.0024	0.0071	0.2749
GLI2	0.0207	0.0029	0.7959
STAT4	0.0189	0.0033	0.698
NPM1	0.0314	0.0037	0.8501
NCOA1	0.0598	0.0044	0.8315
EZH2	0.0394	0.7878	0.0046
MDC1	0.0052	0.2847	0.0192
NELFB	0.0054	0.1478	0.0509
GTF2H2	0.0054	0.4039	0.01
RAD51D	0.0054	0.2829	0.0203
LIN54	0.0062	0.0451	0.1544
LIN52	0.0062	0.0451	0.1544
LIN37	0.0062	0.0451	0.1544
LIN9	0.0062	0.0451	0.1544
NKX2-5	0.0844	1.0	0.0066
JAK1	0.0887	0.0066	1.0
NRF1	0.0232	0.6813	0.007
GATA6	0.0884	0.0072	1.0
HELZ2	0.0549	0.008	0.7278
SP1	0.0083	0.1979	0.0172
TRRAP	0.0529	0.8596	0.0084
ZNF382	0.1764	1.0	0.0089
CTNNB1	0.3418	0.0091	0.9931
FOXA1	0.0735	0.8173	0.0099
ACTL6A	0.0823	1.0	0.0105
TCF7L2	0.0105	0.0111	0.3589
TERT	0.1822	0.0112	1.0
ATF6	0.1997	1.0	0.0122
MED1	0.085	0.0131	0.7637
POLR2F	0.0134	0.1803	0.0735
SSRP1	0.0138	0.4552	0.0174
CDK12	0.0146	0.3428	0.0343
ELOA	0.0146	0.3428	0.0343
ELOB	0.0146	0.3428	0.0343
ELOC	0.0146	0.3428	0.0343
NELFA	0.0146	0.3428	0.0343
NELFE	0.0146	0.3428	0.0343
CTDP1	0.0146	0.3428	0.0343
GTF2H1	0.0146	0.3428	0.0343
GTF2H3	0.0146	0.3428	0.0343
GTF2H4	0.0146	0.3428	0.0343
GTF2H5	0.0146	0.3428	0.0343
CCNT2	0.0146	0.3428	0.0343
SUPT16H	0.0146	0.3428	0.0343
ELOA2	0.0146	0.3428	0.0343
ELOA3	0.0146	0.3428	0.0343
CDK7	0.0146	0.3428	0.0343
MNAT1	0.0146	0.3428	0.0343
CCNK	0.0146	0.3428	0.0343
CCNH	0.0146	0.3428	0.0343
SUPT4H1	0.0146	0.3428	0.0343
ELOA3D	0.0146	0.3428	0.0343
