Overall graph size pval = 0.9448
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
E2F4	1.0E-4	1.0	1.0E-4
E2F1	0.0047	2.0E-4	0.9697
MYCN	0.0158	0.0021	1.0
E2F3	0.0174	0.0033	1.0
RBL2	0.0336	1.0	0.0057
E2F5	0.0275	1.0	0.0065
FOXM1	0.0344	0.0078	1.0
HDAC1	0.0713	1.0	0.0222
RBBP4	0.0283	0.5636	0.0326
RBL1	0.1462	1.0	0.0537
E2F6	0.1433	1.0	0.0576
LIN54	0.0673	0.5193	0.0905
LIN52	0.0673	0.5193	0.0905
TP53	0.4847	0.9753	0.0673
LIN37	0.0673	0.5193	0.0905
LIN9	0.0673	0.5193	0.0905
PTGDR	0.3986	0.1038	1.0
ESR1	0.1412	0.1626	0.5629
TFDP1	0.2696	0.1524	0.764
MYC	0.6554	0.2212	1.0
TFDP2	0.2584	0.2498	0.5933
ATR	0.5159	0.3041	1.0
RAD51D	0.5191	0.3063	1.0
MDC1	0.5245	0.3078	1.0
AR	0.6199	0.3506	1.0
EP300	0.6164	0.356	1.0
CCNK	0.6297	0.3967	1.0
CCNT2	0.6297	0.3967	1.0
CCNT1	0.6297	0.3967	1.0
CCNH	0.6297	0.3967	1.0
ELOA	0.6297	0.3967	1.0
NELFB	0.6297	0.3967	1.0
ELOB	0.6297	0.3967	1.0
NELFA	0.6297	0.3967	1.0
NELFCD	0.6297	0.3967	1.0
ELOC	0.6297	0.3967	1.0
NELFE	0.6297	0.3967	1.0
SUPT16H	0.6297	0.3967	1.0
GTF2F1	0.6297	0.3967	1.0
GTF2F2	0.6297	0.3967	1.0
CTDP1	0.6297	0.3967	1.0
SUPT4H1	0.6297	0.3967	1.0
POLR2A	0.6297	0.3967	1.0
POLR2B	0.6297	0.3967	1.0
POLR2C	0.6297	0.3967	1.0
POLR2D	0.6297	0.3967	1.0
POLR2E	0.6297	0.3967	1.0
POLR2F	0.6297	0.3967	1.0
POLR2G	0.6297	0.3967	1.0
POLR2H	0.6297	0.3967	1.0
POLR2I	0.6297	0.3967	1.0
POLR2J	0.6297	0.3967	1.0
POLR2K	0.6297	0.3967	1.0
POLR2L	0.6297	0.3967	1.0
ELOA2	0.6297	0.3967	1.0
GTF2H1	0.6297	0.3967	1.0
ELOA3	0.6297	0.3967	1.0
GTF2H2	0.6297	0.3967	1.0
GTF2H3	0.6297	0.3967	1.0
SUPT5H	0.6297	0.3967	1.0
GTF2H4	0.6297	0.3967	1.0
GTF2H5	0.6297	0.3967	1.0
CDK9	0.6297	0.3967	1.0
CDK7	0.6297	0.3967	1.0
ERCC3	0.6297	0.3967	1.0
ELOA3D	0.6297	0.3967	1.0
TCEA1	0.6297	0.3967	1.0
ELOA3B	0.6297	0.3967	1.0
CDK12	0.6297	0.3967	1.0
MNAT1	0.6297	0.3967	1.0
ELL	0.7173	0.4225	1.0
JUN	0.4518	0.6271	0.4243
ATM	0.7233	0.4283	1.0
YBX1	0.7285	1.0	0.4665
ERCC2	0.7216	0.4814	1.0
SSRP1	0.7173	0.4824	1.0
TP73	0.5231	0.57	0.6033
FANCD2	0.8083	0.63	1.0
FANCI	0.8139	0.6311	1.0
BRCA1	0.8441	0.6334	1.0
SP1	0.7886	0.6344	0.8627
TP63	0.8686	0.6576	1.0
CHEK1	0.8711	0.6598	1.0
FOS	0.727	0.7238	0.7202
RELA	0.908	0.7632	1.0
STAT3	0.9404	0.7864	1.0
ATF2	0.9389	0.7894	1.0
MAX	0.9677	0.8052	1.0
YY1	0.9113	0.813	1.0
NR3C1	1.0	1.0	1.0
SIRT1	1.0	1.0	1.0
