Overall graph size pval = 0.4075
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
PTGDR	0.0013	1.0	1.0E-4
MYCN	1.0E-4	0.5884	1.0E-4
TFDP1	3.0E-4	1.0	1.0E-4
E2F1	1.0E-4	0.6034	1.0E-4
E2F3	2.0E-4	1.0	1.0E-4
RBL2	0.0034	7.0E-4	1.0
E2F5	0.005	0.001	1.0
RBL1	0.0048	0.0014	1.0
TFDP2	0.0276	1.0	0.0019
SREBF2	0.0499	1.0	0.0043
ATR	0.0044	0.1628	0.0197
MDC1	0.0051	0.1605	0.0225
E2F2	0.0416	1.0	0.0085
CCNK	0.0087	0.1896	0.031
CCNH	0.0087	0.1896	0.031
SUPT4H1	0.0087	0.1896	0.031
CDK12	0.0087	0.1896	0.031
ELOA	0.0087	0.1896	0.031
NELFB	0.0087	0.1896	0.031
ELOB	0.0087	0.1896	0.031
NELFA	0.0087	0.1896	0.031
ELOC	0.0087	0.1896	0.031
NELFE	0.0087	0.1896	0.031
RAD51D	0.0087	0.1896	0.031
CTDP1	0.0087	0.1896	0.031
GTF2H1	0.0087	0.1896	0.031
GTF2H2	0.0087	0.1896	0.031
GTF2H3	0.0087	0.1896	0.031
GTF2H4	0.0087	0.1896	0.031
GTF2H5	0.0087	0.1896	0.031
ELOA3D	0.0087	0.1896	0.031
TCEA1	0.0087	0.1896	0.031
ELOA3B	0.0087	0.1896	0.031
CCNT2	0.0087	0.1896	0.031
CCNT1	0.0087	0.1896	0.031
SUPT16H	0.0087	0.1896	0.031
GTF2F1	0.0087	0.1896	0.031
GTF2F2	0.0087	0.1896	0.031
ELOA2	0.0087	0.1896	0.031
ELOA3	0.0087	0.1896	0.031
SUPT5H	0.0087	0.1896	0.031
CDK9	0.0087	0.1896	0.031
CDK7	0.0087	0.1896	0.031
MNAT1	0.0087	0.1896	0.031
POLR2A	0.0087	0.1896	0.031
POLR2B	0.0087	0.1896	0.031
POLR2C	0.0087	0.1896	0.031
POLR2D	0.0087	0.1896	0.031
POLR2E	0.0087	0.1896	0.031
POLR2F	0.0087	0.1896	0.031
POLR2G	0.0087	0.1896	0.031
POLR2H	0.0087	0.1896	0.031
POLR2I	0.0087	0.1896	0.031
POLR2J	0.0087	0.1896	0.031
POLR2K	0.0087	0.1896	0.031
POLR2L	0.0087	0.1896	0.031
ERCC3	0.0087	0.1896	0.031
CHEK1	0.0095	0.201	0.0291
SOX2	0.0098	0.3316	0.013
BRCA1	0.0485	0.7383	0.0135
E2F4	0.0542	0.0137	1.0
SREBF1	0.0406	0.6796	0.0142
SSRP1	0.0149	0.219	0.043
POU5F1	0.0857	1.0	0.0171
NANOG	0.1025	1.0	0.0226
ELL	0.0232	0.2632	0.0486
CREB5	0.1089	0.0294	1.0
BTF3	0.1033	0.0297	1.0
NELFCD	0.0331	0.2956	0.0594
AHR	0.1042	1.0	0.0377
POU2F1	0.1077	1.0	0.0384
EZH2	0.0873	0.6156	0.0452
HDAC7	0.1905	1.0	0.0502
IL12B	0.1373	1.0	0.0515
JAK2	0.1373	1.0	0.0515
TYK2	0.1373	1.0	0.0515
IL12RB1	0.1373	1.0	0.0515
NFYB	0.1824	1.0	0.0528
NFYC	0.1824	1.0	0.0528
TP63	0.1071	0.0546	0.5274
ERCC2	0.0566	0.3447	0.0875
FANCI	0.0579	0.1606	0.2134
REST	0.0581	0.2241	0.1564
E2F6	0.1588	0.0622	1.0
NFYA	0.0791	0.4973	0.0697
HDAC1	0.1531	0.0721	0.7278
MLX	0.0748	0.1896	0.2545
SOX17	0.0782	0.2436	0.1923
NRF1	0.3202	0.0793	1.0
FANCD2	0.0819	0.1989	0.2412
MAX	0.1551	0.5755	0.0938
ATM	0.2851	1.0	0.1023
MLXIPL	0.1026	0.2163	0.2905
DNMT1	0.3228	0.1218	1.0
TP53	0.2036	0.151	0.5304
JUNB	0.3569	1.0	0.156
IRF9	0.3458	0.1568	1.0
ATF2	0.4639	1.0	0.1649
TWIST2	0.4743	0.1776	1.0
RB1	0.4117	0.1786	1.0
ATF3	0.3453	1.0	0.183
LIN54	0.3504	0.1855	1.0
LIN52	0.3504	0.1855	1.0
LIN37	0.3504	0.1855	1.0
LIN9	0.3504	0.1855	1.0
SP4	0.4082	0.1881	1.0
AGO2	0.19	0.3898	0.2934
SIRT1	0.3273	0.1931	0.7525
WWTR1	0.4002	0.1995	1.0
PURA	0.3502	0.2066	1.0
MOV10	0.2202	0.4194	0.3161
AGO3	0.2202	0.4194	0.3161
AGO4	0.2202	0.4194	0.3161
AGO1	0.2202	0.4194	0.3161
TNRC6C	0.2202	0.4194	0.3161
TNRC6A	0.2202	0.4194	0.3161
TNRC6B	0.2202	0.4194	0.3161
ZBTB16	0.4047	0.2214	1.0
YBX1	0.5166	0.2226	1.0
PGR	0.4092	1.0	0.2253
RBBP4	0.4061	0.2258	1.0
ESRRA	0.4016	1.0	0.2312
TFAP2C	0.4618	0.2319	1.0
SNAI1	0.4616	1.0	0.2336
MYBL2	0.3957	1.0	0.2354
SOX6	0.4098	0.2413	1.0
GABPA	0.4953	0.2436	1.0
GABPB1	0.5	0.244	1.0
CREM	0.397	0.2461	1.0
REL	0.408	1.0	0.248
NR4A1	0.449	0.2489	1.0
IL8	0.4481	0.2495	1.0
KLF6	0.4537	0.2525	1.0
IL23R	0.3963	1.0	0.2557
IL23A	0.3963	1.0	0.2557
NFIC	0.4987	0.2682	1.0
NR1I2	0.5004	0.2713	1.0
HDAC9	0.5458	1.0	0.2784
FOSL2	0.4556	1.0	0.2833
CBFB	0.5524	1.0	0.2852
USF1	0.2888	0.5589	0.2906
TWIST1	0.6684	0.2944	1.0
STAT1	0.4522	0.2985	0.7573
SPDEF	0.5027	1.0	0.3077
GLI1	0.4954	1.0	0.3168
SATB1	0.4967	1.0	0.3171
IL37	0.616	0.3192	1.0
CREB1	0.6514	1.0	0.3346
IRF1	0.3853	0.6472	0.3384
YY1	0.3868	0.6595	0.3403
SMAD7	0.5785	0.3445	1.0
DDIT3	0.5714	0.3453	1.0
SRF	0.6452	0.3458	1.0
TCF4	0.6143	0.349	1.0
HIF1A	0.8067	1.0	0.3628
FOS	0.3649	0.5217	0.3886
PAX5	0.6188	0.369	1.0
HEY1	0.5708	1.0	0.371
KAT2B	0.574	1.0	0.3714
GLI2	0.5837	1.0	0.3719
VHL	0.6117	0.3783	1.0
GATA3	0.3872	0.4681	0.5162
KLF5	0.5725	1.0	0.3898
BCL6	0.6764	1.0	0.3902
RARA	0.6752	0.3944	1.0
NR3C1	0.7589	0.4026	1.0
XBP1	0.8663	0.4054	1.0
VDR	0.6441	1.0	0.4114
STAT6	0.7324	0.4175	1.0
MYC	0.6545	0.845	0.4247
ING4	0.6763	0.431	1.0
ERG	0.6739	1.0	0.436
CDKN1A	0.6433	1.0	0.4364
STAT5B	0.7022	1.0	0.4738
TP73	0.786	1.0	0.4901
GATA1	0.7911	0.4933	1.0
HNF4A	0.7058	1.0	0.4951
PTTG1	0.7049	1.0	0.4999
JUND	0.731	1.0	0.5047
STAT5A	0.751	1.0	0.5083
USF2	0.5173	0.5113	0.6425
ATF4	0.7277	1.0	0.5201
HDAC2	0.75	0.545	1.0
FOSL1	0.7739	1.0	0.5467
SP1	0.7372	0.8182	0.5678
MYB	0.8676	1.0	0.5691
SMAD3	0.8731	0.5768	1.0
PPARGC1A	0.8869	0.5799	1.0
TBL1X	0.6488	0.5964	0.7359
TBL1XR1	0.6488	0.5964	0.7359
CHD9	0.6489	0.597	0.7332
SMARCD3	0.6489	0.597	0.7332
TGS1	0.6489	0.597	0.7332
CARM1	0.6489	0.597	0.7332
NCOA6	0.6652	0.6109	0.7473
CEBPA	0.8148	1.0	0.6181
RUNX1	0.6396	0.6224	0.7027
FOXA1	0.9142	0.6414	1.0
FOXA2	0.8516	1.0	0.6466
HELZ2	0.7271	0.65	0.7808
FOXM1	0.8506	1.0	0.6572
MED1	0.7441	0.6621	0.7918
CEBPB	0.9344	0.6672	1.0
SP3	0.7244	0.6675	0.7643
NCOA2	0.7438	0.6676	0.7875
WT1	0.8979	0.6701	1.0
ARNT	0.7787	0.8242	0.6796
ETS1	0.7512	0.6832	0.7895
NCOA1	0.7756	0.6867	0.8105
CTNNB1	0.94	0.6951	1.0
RUNX3	0.9125	1.0	0.7042
PPARA	0.7861	0.7281	0.7959
RXRA	0.8196	0.7344	0.8409
JUN	0.8554	0.8281	0.776
STAT3	0.9383	0.9602	0.7784
STAT4	0.9595	1.0	0.7916
AR	0.9667	0.7931	1.0
EGR1	0.9754	0.7937	1.0
ESR1	0.917	0.8266	0.9005
CREBBP	0.942	0.8482	0.9317
EP300	0.9897	0.8489	1.0
RELA	0.9959	0.9822	0.9592
NFKB1	1.0	1.0	0.9902
ATF1	1.0	1.0	1.0
SPI1	1.0	1.0	1.0
MAML2	1.0	1.0	1.0
TRRAP	1.0	1.0	1.0
MAML1	1.0	1.0	1.0
CCNC	1.0	1.0	1.0
RBPJ	1.0	1.0	1.0
ELK1	1.0	1.0	1.0
KAT5	1.0	1.0	1.0
SOX9	1.0	1.0	1.0
MEF2A	1.0	1.0	1.0
MED8	1.0	1.0	1.0
MED9	1.0	1.0	1.0
HNF1A	1.0	1.0	1.0
MED4	1.0	1.0	1.0
MED6	1.0	1.0	1.0
RUNX2	1.0	1.0	1.0
MED7	1.0	1.0	1.0
MAML3	1.0	1.0	1.0
CLOCK	1.0	1.0	1.0
ATF6	1.0	1.0	1.0
HOXB7	1.0	1.0	1.0
ABCB1	1.0	1.0	1.0
EPAS1	1.0	1.0	1.0
GATA4	1.0	1.0	1.0
KLK3	1.0	1.0	1.0
GATA2	1.0	1.0	1.0
TERT	1.0	1.0	1.0
TP53BP2	1.0	1.0	1.0
CDK19	1.0	1.0	1.0
FOXF2	1.0	1.0	1.0
ZNF382	1.0	1.0	1.0
NFATC3	1.0	1.0	1.0
NFATC2	1.0	1.0	1.0
NFATC1	1.0	1.0	1.0
CDC6	1.0	1.0	1.0
FLI1	1.0	1.0	1.0
SMARCA4	1.0	1.0	1.0
MED13L	1.0	1.0	1.0
SNAI2	1.0	1.0	1.0
HBP1	1.0	1.0	1.0
MED19	1.0	1.0	1.0
MED16	1.0	1.0	1.0
MED15	1.0	1.0	1.0
CD3D	1.0	1.0	1.0
MED18	1.0	1.0	1.0
MED17	1.0	1.0	1.0
MED12	1.0	1.0	1.0
MECP2	1.0	1.0	1.0
MED11	1.0	1.0	1.0
MED14	1.0	1.0	1.0
MED13	1.0	1.0	1.0
MED10	1.0	1.0	1.0
IL10	1.0	1.0	1.0
EDN1	1.0	1.0	1.0
PARP1	1.0	1.0	1.0
NCOA3	1.0	1.0	1.0
TSC22D3	1.0	1.0	1.0
ACTL6A	1.0	1.0	1.0
IL13	1.0	1.0	1.0
PAX6	1.0	1.0	1.0
MED27	1.0	1.0	1.0
F2	1.0	1.0	1.0
MED26	1.0	1.0	1.0
MED29	1.0	1.0	1.0
SERPINB5	1.0	1.0	1.0
MED28	1.0	1.0	1.0
MED23	1.0	1.0	1.0
MED22	1.0	1.0	1.0
MED25	1.0	1.0	1.0
KAT2A	1.0	1.0	1.0
MED24	1.0	1.0	1.0
ZEB1	1.0	1.0	1.0
NCOR1	1.0	1.0	1.0
PAX8	1.0	1.0	1.0
MED21	1.0	1.0	1.0
MTF1	1.0	1.0	1.0
MED20	1.0	1.0	1.0
PPARG	1.0	1.0	1.0
PPARD	1.0	1.0	1.0
PTGS2	1.0	1.0	1.0
ASCL1	1.0	1.0	1.0
ARNTL	1.0	1.0	1.0
HSF1	1.0	1.0	1.0
SPP1	1.0	1.0	1.0
NPM1	1.0	1.0	1.0
CDX2	1.0	1.0	1.0
CDKN2A	1.0	1.0	1.0
NR1H4	1.0	1.0	1.0
VEGFA	1.0	1.0	1.0
HIPK2	1.0	1.0	1.0
PER1	1.0	1.0	1.0
MAMLD1	1.0	1.0	1.0
FOXA3	1.0	1.0	1.0
ETS2	1.0	1.0	1.0
HOXA10	1.0	1.0	1.0
ZFP36	1.0	1.0	1.0
CCND1	1.0	1.0	1.0
RUVBL2	1.0	1.0	1.0
RUVBL1	1.0	1.0	1.0
PITX1	1.0	1.0	1.0
MSX2	1.0	1.0	1.0
LMO2	1.0	1.0	1.0
MITF	1.0	1.0	1.0
CDC25A	1.0	1.0	1.0
HIC1	1.0	1.0	1.0
NOTCH3	1.0	1.0	1.0
NOTCH1	1.0	1.0	1.0
TCF7	1.0	1.0	1.0
TNFRSF11B	1.0	1.0	1.0
FOXO4	1.0	1.0	1.0
FOXO3	1.0	1.0	1.0
FOXO1	1.0	1.0	1.0
NPAS2	1.0	1.0	1.0
MED30	1.0	1.0	1.0
MED31	1.0	1.0	1.0
ABL1	1.0	1.0	1.0
TFAP2A	1.0	1.0	1.0
ZBTB17	1.0	1.0	1.0
TFAP2B	1.0	1.0	1.0
SMAD4	1.0	1.0	1.0
HMGA1	1.0	1.0	1.0
NFKB2	1.0	1.0	1.0
IL4	1.0	1.0	1.0
NFKBIA	1.0	1.0	1.0
CDK8	1.0	1.0	1.0
SP2	1.0	1.0	1.0
BCL2	1.0	1.0	1.0
NFE2L2	1.0	1.0	1.0
CIITA	1.0	1.0	1.0
PPP1R13B	1.0	1.0	1.0
KLF10	1.0	1.0	1.0
TBP	1.0	1.0	1.0
MMP7	1.0	1.0	1.0
ETV4	1.0	1.0	1.0
ELF3	1.0	1.0	1.0
DCT	1.0	1.0	1.0
THRAP3	1.0	1.0	1.0
MET	1.0	1.0	1.0
HDAC4	1.0	1.0	1.0
HDAC5	1.0	1.0	1.0
HDAC3	1.0	1.0	1.0
CEBPD	1.0	1.0	1.0
TAF9	1.0	1.0	1.0
LEF1	1.0	1.0	1.0
INS	1.0	1.0	1.0
MTA1	1.0	1.0	1.0
ERBB4	1.0	1.0	1.0
FAM120B	1.0	1.0	1.0
MAPK1	1.0	1.0	1.0
HES1	1.0	1.0	1.0
MAPK3	1.0	1.0	1.0
TCF7L2	1.0	1.0	1.0
KLF4	1.0	1.0	1.0
KLF2	1.0	1.0	1.0
PML	1.0	1.0	1.0
KLF8	1.0	1.0	1.0
RAD51	1.0	1.0	1.0
RBMX	1.0	1.0	1.0
