Overall graph size pval = 0.0545
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
PRKAA1	0.0011	0.0648	0.0084
SIK1	0.0065	0.0015	1.0
ERBB2	0.0251	1.0	0.0067
GNAI2	0.0426	1.0	0.0111
YWHAE	0.0891	0.0234	1.0
CDK7	0.128	1.0	0.0247
CDK2	0.164	0.8981	0.0296
LYN	0.1119	1.0	0.0324
RAD50	0.0626	1.0	0.0349
YWHAB	0.0773	0.0444	0.5658
PRKAB1	0.101	1.0	0.0507
PRKAG2	0.101	1.0	0.0507
PAK3	0.1045	1.0	0.0527
MRE11	0.0981	1.0	0.0533
PRKCG	0.1102	1.0	0.0593
BCR	0.1141	1.0	0.0595
AURKA	0.0602	0.185	0.1922
MARK1	0.1314	0.0634	1.0
PRKG1	0.0634	0.1903	0.1946
BLK	0.1247	1.0	0.067
CTNNB1	0.1275	0.0671	1.0
CCNA2	0.129	1.0	0.068
MARK2	0.1383	0.0694	1.0
PRKAA2	0.0708	0.1966	0.2072
PRKCB	0.0716	0.2039	0.2122
AMP	0.1482	0.0752	1.0
PDGFB	0.1447	1.0	0.0764
SRC	0.2449	1.0	0.0845
NEK3	0.165	0.0848	1.0
CHEK1	0.0855	0.4058	0.1008
TRBC1	0.1601	1.0	0.0868
CD3G	0.1601	1.0	0.0868
CD3E	0.1601	1.0	0.0868
CD3D	0.1601	1.0	0.0868
TRAC	0.1601	1.0	0.0868
CD247	0.1601	1.0	0.0868
PDGFRB	0.1682	1.0	0.0888
GNAQ	0.1779	1.0	0.0913
PF4	0.1705	1.0	0.0947
CXCL10	0.1705	1.0	0.0947
CXCL11	0.1705	1.0	0.0947
CXCL9	0.1705	1.0	0.0947
PLCG2	0.1837	1.0	0.0949
CAMK4	0.1867	0.0958	1.0
PRKACB	0.1822	1.0	0.0964
SFN	0.1834	1.0	0.097
PRKACG	0.1847	1.0	0.0981
BTK	0.1967	1.0	0.1
ERBB3	0.1832	1.0	0.1012
HCK	0.1978	1.0	0.1022
MTOR	0.2923	1.0	0.1022
SMPD1	0.1951	0.1025	1.0
NBN	0.1868	1.0	0.1027
FGR	0.1918	1.0	0.1038
ZAP70	0.1911	1.0	0.1049
NEK6	0.2075	0.1075	1.0
CDC7	0.2024	1.0	0.1084
CDK5	0.3841	1.0	0.1085
WNT5A	0.206	1.0	0.1151
NRG1	0.2166	1.0	0.1193
FZD2	0.2162	1.0	0.1203
FLNA	0.2164	1.0	0.121
CDK6	0.3256	1.0	0.1217
SYK	0.2378	1.0	0.1293
JAK1	0.2438	1.0	0.1316
YES1	0.2447	1.0	0.1327
EGFR	0.2476	1.0	0.1371
BUB1	0.2674	0.1395	1.0
GRB2	0.2833	1.0	0.1534
GNAI3	0.2856	1.0	0.1567
GNAI1	0.2856	1.0	0.1567
GNAZ	0.2856	1.0	0.1567
GNAO1	0.2856	1.0	0.1567
PAK2	0.2893	1.0	0.1569
WEE1	0.2757	1.0	0.157
PRKCQ	0.2812	1.0	0.1595
ROCK1	0.308	0.164	1.0
MAP3K7	0.3313	0.1741	1.0
HIPK2	0.3066	1.0	0.1762
MAPKAPK5	0.3355	1.0	0.1899
LCK	0.3569	1.0	0.1996
SGK1	0.3818	0.2067	1.0
GSK3A	0.3746	1.0	0.211
CSNK2A1	0.2177	0.3258	0.3529
JAK2	0.3844	1.0	0.2205
PIN1	0.3923	1.0	0.2234
PRKCA	0.2817	0.2275	0.611
MAPK14	0.5633	0.2367	1.0
CDK1	0.5498	0.9161	0.2499
FYN	0.4492	1.0	0.2531
MAPK7	0.447	0.2577	1.0
CAMK2A	0.4626	0.258	1.0
AKT2	0.4541	0.2593	1.0
PLK1	0.278	0.4023	0.4233
YWHAZ	0.5216	0.2958	1.0
RPS6KA1	0.5268	0.3032	1.0
RPS6KB1	0.5187	0.3033	1.0
AKT1	0.396	0.3084	0.6917
MAPK11	0.5562	0.3312	1.0
ATM	0.5546	1.0	0.3418
MAPK3	0.3786	0.6038	0.3513
CSNK2A2	0.6136	0.3696	1.0
MAPK1	0.7376	0.954	0.3836
PAK1	0.6363	1.0	0.3988
AURKB	0.7075	0.4519	1.0
CDK4	0.8359	1.0	0.6044
PRKACA	0.9078	0.8564	0.8721
MDC1	1.0	1.0	1.0
ARAF	1.0	1.0	1.0
ACTB	1.0	1.0	1.0
RPS6KA4	1.0	1.0	1.0
RPS6KA3	1.0	1.0	1.0
TBK1	1.0	1.0	1.0
RPS6KA5	1.0	1.0	1.0
PPP2R1B	1.0	1.0	1.0
PPP2R1A	1.0	1.0	1.0
RPS6KA2	1.0	1.0	1.0
CHEK2	1.0	1.0	1.0
AKT3	1.0	1.0	1.0
TRIM24	1.0	1.0	1.0
KDR	1.0	1.0	1.0
BTRC	1.0	1.0	1.0
PRKCI	1.0	1.0	1.0
PRKCH	1.0	1.0	1.0
DAPK1	1.0	1.0	1.0
PRKCE	1.0	1.0	1.0
PRKCD	1.0	1.0	1.0
DAPK3	1.0	1.0	1.0
CSNK1D	1.0	1.0	1.0
CSNK1E	1.0	1.0	1.0
UHMK1	1.0	1.0	1.0
PRKD3	1.0	1.0	1.0
CSNK2B	1.0	1.0	1.0
PRKD2	1.0	1.0	1.0
ULK1	1.0	1.0	1.0
PRKD1	1.0	1.0	1.0
TP53	1.0	1.0	1.0
PRKDC	1.0	1.0	1.0
PIK3R1	1.0	1.0	1.0
NLK	1.0	1.0	1.0
PRKCZ	1.0	1.0	1.0
NUAK1	1.0	1.0	1.0
PLCG1	1.0	1.0	1.0
SRPK2	1.0	1.0	1.0
PLK3	1.0	1.0	1.0
INSR	1.0	1.0	1.0
FN1	1.0	1.0	1.0
PTK6	1.0	1.0	1.0
BRAF	1.0	1.0	1.0
PTK2	1.0	1.0	1.0
WNK1	1.0	1.0	1.0
CALM1	1.0	1.0	1.0
CALM2	1.0	1.0	1.0
CDK16	1.0	1.0	1.0
ATR	1.0	1.0	1.0
RET	1.0	1.0	1.0
BRCA1	1.0	1.0	1.0
IKBKB	1.0	1.0	1.0
RPTOR	1.0	1.0	1.0
PPP3CA	1.0	1.0	1.0
RAC1	1.0	1.0	1.0
IKBKG	1.0	1.0	1.0
JAK3	1.0	1.0	1.0
HRAS	1.0	1.0	1.0
IKBKE	1.0	1.0	1.0
TYK2	1.0	1.0	1.0
RHOC	1.0	1.0	1.0
VAV1	1.0	1.0	1.0
RHOA	1.0	1.0	1.0
VAV2	1.0	1.0	1.0
KIT	1.0	1.0	1.0
FAM20C	1.0	1.0	1.0
SGK3	1.0	1.0	1.0
CK1	1.0	1.0	1.0
CXCR4	1.0	1.0	1.0
CaMK2	1.0	1.0	1.0
PPP2CA	1.0	1.0	1.0
PPP2CB	1.0	1.0	1.0
NRAS	1.0	1.0	1.0
PAK4	1.0	1.0	1.0
MAP3K1	1.0	1.0	1.0
