Source	Relation	Target	Sites	Source data ID	Source change	 Source change pval	Target data ID	Target change	Target change pval
AURKB	phosphorylates	RIF1	S2205	AURKB-G	4.135413897304883	0.01599604304037806	RIF1-P-S2205	4.103704272372951	0.016511399259951615
CDK2	phosphorylates	WRN	S1133	CDK2-active-by-network-sig	1.0		WRN-P-S1133	3.6779399703349593	0.025274988468047377
CDK2	phosphorylates	WRN	S1133	CDK2-G	3.0327944461821494	0.04818081114667504	WRN-P-S1133	3.6779399703349593	0.025274988468047377
E2F1	upregulates-expression	CDC45		E2F1-active-by-network-sig	1.0		CDC45-R	3.571256819574329	0.02812048908037862
JUN	upregulates-expression	MSH2		JUN-active-by-network-sig	1.0		MSH2-R	3.571256819574329	0.02812048908037862
JUN	downregulates-expression	PTEN		JUN-active-by-network-sig	1.0		PTEN-R	-3.553603711647227	0.02862131063158182
CHEK1	phosphorylates	RIF1	S2205	CHEK1-G	3.462015233007843	0.03136648750238025	RIF1-P-S2205	4.103704272372951	0.016511399259951615
CDK2	phosphorylates	TP53BP1	T1609;T1612	CDK2-G	3.0327944461821494	0.04818081114667504	TP53BP1-P-T1609	3.34171126718113	0.035376367476685586
CDK2	phosphorylates	TP53BP1	T1609;T1612	CDK2-active-by-network-sig	1.0		TP53BP1-P-T1609	3.34171126718113	0.035376367476685586
E2F1	upregulates-expression	DBF4		E2F1-active-by-network-sig	1.0		DBF4-R	3.334343270739141	0.0356379830340984
CDK1	phosphorylates	TP53BP1	S1678;T1609	CDK1-G	3.311652695588819	0.03645587347718294	TP53BP1-P-T1609	3.34171126718113	0.035376367476685586
CDK1	phosphorylates	ORC6	T195	CDK1-G	3.311652695588819	0.03645587347718294	ORC6-P-T195	3.6779399703349593	0.025274988468047377
MDC1	upregulates-expression	FANCI		MDC1-G	2.737930649631235	0.06470410391165962	FANCI-R	3.1610078039812324	0.04238300578775987
MDC1	upregulates-expression	FANCI		MDC1-P-S376	3.6779399703349593	0.025274988468047377	FANCI-R	3.1610078039812324	0.04238300578775987
E2F1	upregulates-expression	PCNA		E2F1-active-by-network-sig	1.0		PCNA-R	3.1610078039812324	0.04238300578775987
CHEK1	upregulates-expression	FANCI		CHEK1-G	3.462015233007843	0.03136648750238025	FANCI-R	3.1610078039812324	0.04238300578775987
CHEK1	phosphorylates	CDC25C	S216	CHEK1-G	3.462015233007843	0.03136648750238025	CDC25C-P-S216	2.999354511279544	0.049819215733184624
CDC25C	dephosphorylates	CDK1	T14;Y15	CDC25C-P-S216	2.999354511279544	0.049819215733184624	CDK1-P-T14	2.2789694605042556	0.10238966896252061
CDC25C	dephosphorylates	CDK1	T14;Y15	CDC25C-P-S216	2.999354511279544	0.049819215733184624	CDK1-P-T14-Y15	3.6779399703349593	0.025274988468047377
CDC25C	dephosphorylates	CDK1	T14;Y15	CDC25C-P-S216	2.999354511279544	0.049819215733184624	CDK1-P-Y15	2.5445904507741925	0.0785051971404695
POLR2B	upregulates-expression	FANCI		POLR2B-G	2.9738973939424453	0.05110375025572457	FANCI-R	3.1610078039812324	0.04238300578775987
CDK2	phosphorylates	CDC6	S74;S106;S54	CDK2-active-by-network-sig	1.0		CDC6-P-S54	2.954142086145079	0.05212335875126994
CDK2	phosphorylates	CDC6	S74;S106;S54	CDK2-G	3.0327944461821494	0.04818081114667504	CDC6-P-S54	2.954142086145079	0.05212335875126994
E2F1	upregulates-expression	TYMS		E2F1-active-by-network-sig	1.0		TYMS-R	2.905723952192792	0.054709169438126155
E2F1	upregulates-expression	CDC25A		E2F1-active-by-network-sig	1.0		CDC25A-R	2.8644922718249717	0.05701207041923516
POLR2J	upregulates-expression	FANCI		POLR2J-G	2.8257197570078314	0.0592659843668049	FANCI-R	3.1610078039812324	0.04238300578775987
CDK2	phosphorylates	UNG	S64;S23;S12;T60	CDK2-active-by-network-sig	1.0		UNG-P-S23	2.78623954924287	0.06165262018862633
CDK2	phosphorylates	UNG	S64;S23;S12;T60	CDK2-G	3.0327944461821494	0.04818081114667504	UNG-P-S23	2.78623954924287	0.06165262018862633
PLK1	phosphorylates	TP53BP1	S1618	PLK1-G	3.613087643257706	0.026968449231094357	TP53BP1-P-S1618	2.78623954924287	0.06165262018862633
JUN	upregulates-expression	CCNA2		JUN-active-by-network-sig	1.0		CCNA2-R	2.6427717738541356	0.07116374612683049
E2F1	upregulates-expression	CCNA2		E2F1-active-by-network-sig	1.0		CCNA2-R	2.6427717738541356	0.07116374612683049
E2F1	upregulates-expression	MCM3		E2F1-active-by-network-sig	1.0		MCM3-R	2.637436767817815	0.07154441968695185
CDK2	phosphorylates	XRCC6	T455	CDK2-active-by-network-sig	1.0		XRCC6-P-T455	2.555501623723187	0.07765326957366261
CDK2	phosphorylates	XRCC6	T455	CDK2-G	3.0327944461821494	0.04818081114667504	XRCC6-P-T455	2.555501623723187	0.07765326957366261
CDK2	phosphorylates	LRWD1	S245;S243	CDK2-G	3.0327944461821494	0.04818081114667504	LRWD1-P-S243	2.514729094288241	0.08088482139901858
CDK2	phosphorylates	LRWD1	S245;S243	CDK2-active-by-network-sig	1.0		LRWD1-P-S243	2.514729094288241	0.08088482139901858
CDK1	phosphorylates	LIG1	S76	CDK1-G	3.311652695588819	0.03645587347718294	LIG1-P-S66-S76	2.514729094288241	0.08088482139901858
CDK1	phosphorylates	LIG1	S76	CDK1-G	3.311652695588819	0.03645587347718294	LIG1-P-S76	2.4653070994801576	0.0849827402085839
CDK2	phosphorylates	LIG1	S76;T233;S91;T197;S51;T195	CDK2-active-by-network-sig	1.0		LIG1-P-S66-S76	2.514729094288241	0.08088482139901858
CDK2	phosphorylates	LIG1	S76;T233;S91;T197;S51;T195	CDK2-G	3.0327944461821494	0.04818081114667504	LIG1-P-S66-S76	2.514729094288241	0.08088482139901858
CDK2	phosphorylates	LIG1	S76;T233;S91;T197;S51;T195	CDK2-active-by-network-sig	1.0		LIG1-P-S76	2.4653070994801576	0.0849827402085839
CDK2	phosphorylates	LIG1	S76;T233;S91;T197;S51;T195	CDK2-G	3.0327944461821494	0.04818081114667504	LIG1-P-S76	2.4653070994801576	0.0849827402085839
CHEK1	phosphorylates	LIG1	S76	CHEK1-G	3.462015233007843	0.03136648750238025	LIG1-P-S76	2.4653070994801576	0.0849827402085839
CHEK1	phosphorylates	LIG1	S76	CHEK1-G	3.462015233007843	0.03136648750238025	LIG1-P-S66-S76	2.514729094288241	0.08088482139901858
CDK2	phosphorylates	RRM2	S20;T33	CDK2-active-by-network-sig	1.0		RRM2-P-S20	2.514729094288241	0.08088482139901858
