Overall graph size pval = 0.5104
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
MYCN	0.001	0.6951	1.0E-4
SRF	0.0014	2.0E-4	0.6715
E2F2	0.0057	1.0	4.0E-4
FOXM1	7.0E-4	0.1556	0.0024
E2F3	0.0415	1.0	9.0E-4
SOX9	0.0113	0.001	1.0
TFDP1	0.0252	0.8741	0.0011
MYC	0.351	0.9991	0.0027
KLF5	0.0046	0.5389	0.0028
SP1	0.1133	0.004	0.9256
STAT3	0.0044	0.0442	0.0624
STAT6	0.0266	0.0056	0.7228
ESR1	0.1224	0.0056	0.9489
KLF8	0.0058	0.1565	0.0256
SPI1	0.1744	1.0	0.0063
NELFCD	0.0875	1.0	0.0073
ATR	0.0724	1.0	0.0105
YBX1	0.0816	0.0107	0.8693
MYBL2	0.0711	1.0	0.0115
HOXB7	0.012	0.04	0.1887
RELA	0.0125	0.0972	0.0693
CEBPD	0.0147	0.0446	0.182
E2F4	0.0493	0.0148	0.6835
CTNNB1	0.0413	0.0155	0.6133
FANCD2	0.1089	1.0	0.0168
MAX	0.3167	0.9758	0.0168
CCNK	0.1119	1.0	0.0176
CCNH	0.1119	1.0	0.0176
SUPT4H1	0.1119	1.0	0.0176
CDK12	0.1119	1.0	0.0176
ELOA	0.1119	1.0	0.0176
ELOB	0.1119	1.0	0.0176
NELFA	0.1119	1.0	0.0176
ELOC	0.1119	1.0	0.0176
NELFE	0.1119	1.0	0.0176
RAD51D	0.1119	1.0	0.0176
CTDP1	0.1119	1.0	0.0176
GTF2H1	0.1119	1.0	0.0176
GTF2H2	0.1119	1.0	0.0176
GTF2H3	0.1119	1.0	0.0176
GTF2H4	0.1119	1.0	0.0176
GTF2H5	0.1119	1.0	0.0176
ELOA3D	0.1119	1.0	0.0176
TCEA1	0.1119	1.0	0.0176
ELOA3B	0.1119	1.0	0.0176
CCNT2	0.1119	1.0	0.0176
CCNT1	0.1119	1.0	0.0176
SUPT16H	0.1119	1.0	0.0176
GTF2F1	0.1119	1.0	0.0176
GTF2F2	0.1119	1.0	0.0176
ZBTB17	0.0176	0.3253	0.0242
ELOA2	0.1119	1.0	0.0176
ELOA3	0.1119	1.0	0.0176
SUPT5H	0.1119	1.0	0.0176
CDK9	0.1119	1.0	0.0176
CDK7	0.1119	1.0	0.0176
MNAT1	0.1119	1.0	0.0176
POLR2A	0.1119	1.0	0.0176
POLR2B	0.1119	1.0	0.0176
POLR2C	0.1119	1.0	0.0176
POLR2D	0.1119	1.0	0.0176
POLR2E	0.1119	1.0	0.0176
POLR2F	0.1119	1.0	0.0176
POLR2G	0.1119	1.0	0.0176
POLR2H	0.1119	1.0	0.0176
POLR2I	0.1119	1.0	0.0176
POLR2J	0.1119	1.0	0.0176
POLR2K	0.1119	1.0	0.0176
POLR2L	0.1119	1.0	0.0176
ERCC3	0.1119	1.0	0.0176
VDR	0.0191	0.231	0.0472
EGR1	0.0325	0.0198	0.4584
CEBPB	0.0225	0.1207	0.0989
TCF4	0.0229	0.055	0.2133
TRRAP	0.1559	1.0	0.0237
SSRP1	0.1573	1.0	0.0252
NELFB	0.1589	1.0	0.0258
RUNX2	0.0285	0.0333	0.3541
SATB1	0.0412	0.0294	0.528
FOSL2	0.1637	0.0304	1.0
ARNT	0.3795	0.0315	0.988
JUNB	0.0867	0.0335	0.7187
RBL2	0.2087	0.0338	1.0
ELL	0.2061	1.0	0.0363
CDKN2A	0.0554	0.0366	0.5707
NPM1	0.0385	0.0705	0.3738
NFIC	0.0599	0.5719	0.0402
LIN54	0.0418	0.3747	0.0675
LIN52	0.0418	0.3747	0.0675
LIN37	0.0418	0.3747	0.0675
LIN9	0.0418	0.3747	0.0675
HIF1A	0.1479	0.0453	0.7297
E2F1	0.2506	0.8461	0.0457
TP53	0.1229	0.0459	0.622
NFKB1	0.0469	0.1588	0.1307
TWIST2	0.0531	0.2656	0.1005
JUN	0.1027	0.5151	0.0587
AGO2	0.0888	0.6027	0.06
IL13	0.0672	0.0616	0.4453
KLF4	0.0626	0.0718	0.3801
IL37	0.1214	0.6629	0.0629
E2F5	0.2235	0.0667	1.0
ATF3	0.2217	1.0	0.0696
MTA1	0.1205	0.647	0.0697
HDAC1	0.4125	0.0703	0.9617
HNF4A	0.3152	0.0713	1.0
ASCL1	0.2205	1.0	0.0724
MOV10	0.1187	0.6391	0.075
AGO3	0.1187	0.6391	0.075
AGO4	0.1187	0.6391	0.075
AGO1	0.1187	0.6391	0.075
TNRC6C	0.1187	0.6391	0.075
TNRC6A	0.1187	0.6391	0.075
TNRC6B	0.1187	0.6391	0.075
ERCC2	0.3703	1.0	0.0801
CEBPA	0.0839	0.2221	0.198
GATA3	0.1536	0.0847	0.6793
ACTL6A	0.2925	1.0	0.0856
RUVBL2	0.2925	1.0	0.0856
PTTG1	0.0858	0.3638	0.1143
FANCI	0.2984	1.0	0.0872
MDC1	0.295	1.0	0.0888
SMAD3	0.0918	0.0923	0.4236
TFAP2A	0.3551	0.0941	0.9195
