Overall graph size pval = 0.781
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
E2F1	1.0E-4	1.0E-4	0.7063
E2F4	5.0E-4	0.9823	1.0E-4
CTNNB1	0.0863	0.9974	1.0E-4
RBL2	0.0015	1.0	1.0E-4
RBL1	0.0035	0.8972	1.0E-4
LEF1	0.0404	0.9912	1.0E-4
E2F6	0.0191	1.0	2.0E-4
YBX1	0.0271	0.9941	3.0E-4
E2F3	0.0148	0.0011	0.8152
ERBB2	0.017	0.0011	1.0
PRKAA1	0.0013	0.008	0.0725
FOXM1	0.079	0.0018	0.9588
CDK7	0.0355	0.0021	0.9001
MAX	0.5409	0.0023	0.9998
EGFR	0.065	0.0029	1.0
TFDP1	0.0046	0.003	0.4377
MYBL2	0.0112	0.0031	0.7547
TFDP2	0.0056	0.0032	0.5157
SREBF1	0.2385	0.0034	0.9956
MYC	0.6889	0.0036	0.9999
TRBC1	0.0472	0.004	1.0
CD3G	0.0472	0.004	1.0
CD3E	0.0472	0.004	1.0
TRAC	0.0472	0.004	1.0
NFYC	0.1939	0.004	0.9901
PTGDR	0.027	0.0045	0.6955
MYCN	0.1467	0.0058	0.9644
NFYB	0.1354	0.0064	0.947
SP3	0.014	0.4749	0.0075
YWHAE	0.0436	1.0	0.0076
NANOG	0.0083	0.2555	0.0205
SREBF2	0.3438	0.0086	0.998
IL12RB2	0.1126	0.0087	0.9398
IL12A	0.1126	0.0087	0.9398
CD247	0.1072	0.0106	1.0
TCF7L2	0.0115	0.4321	0.0109
PRKAB1	0.0396	0.0112	1.0
NKX2-5	0.138	0.0118	1.0
E2F5	0.0342	0.6741	0.014
CD3D	0.0552	0.0141	0.818
LIN54	0.0142	0.2219	0.0614
LIN37	0.0142	0.2219	0.0614
LIN9	0.0142	0.2219	0.0614
GTF2H2	0.0669	0.0145	0.8371
LIN52	0.015	0.2236	0.0623
IL10	0.2008	0.9334	0.0153
HLA-DRA	0.0935	0.0156	1.0
SIK1	0.0606	1.0	0.0168
MOV10	0.0606	0.0174	0.7287
AGO3	0.0606	0.0174	0.7287
AGO4	0.0606	0.0174	0.7287
AGO1	0.0606	0.0174	0.7287
TNRC6C	0.0606	0.0174	0.7287
TNRC6B	0.0606	0.0174	0.7287
RBBP4	0.0179	0.4328	0.0199
TNRC6A	0.0624	0.0179	0.7299
ZNF382	0.2856	0.0204	1.0
ATF6	0.3378	0.0209	1.0
JAK2	0.2358	0.0211	0.9412
JAK1	0.0633	0.7484	0.0226
NFE2L2	0.2886	0.0229	1.0
CTBP1	0.1525	1.0	0.0239
SSRP1	0.1198	0.0241	0.8638
TEAD1	0.1609	1.0	0.0246
TERT	0.2965	1.0	0.0264
NF1	0.0678	0.0265	0.7555
RAD51D	0.0715	0.0266	0.7539
STAT4	0.0279	0.415	0.027
IL12RB1	0.2062	0.0274	0.9084
IL12B	0.2062	0.0274	0.9084
CHEK1	0.0282	0.041	0.3303
MDC1	0.082	0.0285	0.7644
NFYA	0.2411	0.0304	0.9159
LYN	0.1155	0.0333	1.0
RAD50	0.0691	0.0341	1.0
HEY1	0.0345	0.4301	0.0346
SMARCA4	0.38	1.0	0.0354
TYK2	0.2564	0.0354	0.9227
NELFCD	0.184	0.038	0.8886
CDKN1A	0.1934	0.038	0.8732
NPM1	0.1861	0.8927	0.0394
IFNG	0.0397	0.189	0.1933
EZH2	0.2119	0.04	0.8514
MSX2	0.1315	0.0409	0.8053
GNAI2	0.1424	0.0412	1.0
CDK2	0.2484	0.0432	0.9329
E2F2	0.0571	0.0437	0.5287
NELFA	0.1275	0.0438	0.7965
NELFE	0.1275	0.0438	0.7965
CCNT2	0.1275	0.0438	0.7965
ELOA2	0.1275	0.0438	0.7965
ELOA3	0.1275	0.0438	0.7965
CCNK	0.1275	0.0438	0.7965
SUPT4H1	0.1275	0.0438	0.7965
ELOA3D	0.1275	0.0438	0.7965
TCEA1	0.1275	0.0438	0.7965
ELOA3B	0.1275	0.0438	0.7965
SUPT5H	0.1275	0.0438	0.7965
ERCC3	0.1275	0.0438	0.7965
ELOA	0.1275	0.0438	0.7965
ELOB	0.1275	0.0438	0.7965
ELOC	0.1275	0.0438	0.7965
CTDP1	0.1275	0.0438	0.7965
GTF2H3	0.1275	0.0438	0.7965
GTF2H4	0.1275	0.0438	0.7965
GTF2H5	0.1275	0.0438	0.7965
SUPT16H	0.1275	0.0438	0.7965
CITED2	0.2635	1.0	0.0444
MLXIPL	0.1313	0.8056	0.0445
GTF2H1	0.1304	0.0447	0.7979
MNAT1	0.1309	0.0449	0.7978
CCNH	0.1309	0.0449	0.7978
PTEN	0.1742	0.0454	1.0
ING1	0.2602	0.0462	1.0
IRF8	0.1317	0.0471	0.8055
SP1	0.0477	0.0556	0.3217
NEUROG3	0.27	0.0485	1.0
TIMP3	0.269	0.0486	1.0
TCF7	0.2694	1.0	0.0489
MRE11	0.1038	0.0496	1.0
MAZ	0.2609	0.05	1.0
AGO2	0.1061	0.0501	0.6898
ATR	0.3505	0.0502	1.0
IL2	0.0672	0.0505	0.5498
JAK3	0.2998	1.0	0.0507
PAK3	0.1039	0.0526	1.0
YWHAB	0.0867	0.5706	0.055
CDK12	0.1624	0.0555	0.8143
NFKB1	0.5728	0.0559	0.9813
LCK	0.0967	0.6536	0.0563
PRKAG2	0.114	0.0571	1.0
CDX2	0.286	0.9048	0.0588
MITF	0.3732	0.9639	0.0593
BCR	0.1172	0.0605	1.0
IL2RA	0.1256	0.0606	0.6864
ATM	0.5543	0.0624	0.9928
HLA-DRB1	0.2092	0.063	1.0
CD4	0.2092	0.063	1.0
BLK	0.1261	0.0633	1.0
GRB2	0.0634	0.0913	0.4388
NFATC2	0.6205	0.064	0.9964
SNW1	0.4367	1.0	0.0648
HEY2	0.207	0.8424	0.0651
NELFB	0.0669	0.0657	0.5104
ETV4	0.0675	0.342	0.1213
MARK1	0.1316	1.0	0.0677
IHH	0.0678	0.2313	0.2307
CCNT1	0.2043	0.0679	0.8347
GTF2F1	0.2043	0.0679	0.8347
POLR2B	0.2043	0.0679	0.8347
POLR2C	0.2043	0.0679	0.8347
POLR2D	0.2043	0.0679	0.8347
POLR2E	0.2043	0.0679	0.8347
POLR2G	0.2043	0.0679	0.8347
POLR2H	0.2043	0.0679	0.8347
POLR2I	0.2043	0.0679	0.8347
POLR2J	0.2043	0.0679	0.8347
POLR2K	0.2043	0.0679	0.8347
POLR2L	0.2043	0.0679	0.8347
FANCD2	0.2044	0.0685	0.8385
HSF2	0.0687	0.2388	0.2302
OTX2	0.2064	0.0687	0.8423
GTF2F2	0.208	0.0689	0.8362
PRKG1	0.071	0.197	0.2069
POLR2A	0.2099	0.0714	0.8378
MARK2	0.1435	1.0	0.0731
RELA	0.6826	0.0733	0.9888
GLI2	0.4518	0.9682	0.074
PCNA	0.0742	0.2428	0.239
REL	0.5652	0.0742	1.0
IL2RB	0.0759	0.1411	0.3392
ERCC2	0.1662	0.0788	0.7181
FOSB	0.1349	0.0796	0.7091
AMP	0.1507	1.0	0.0803
MLX	0.1366	0.708	0.0806
SFN	0.0807	0.2614	0.2654
PRKAA2	0.0809	0.2122	0.2162
GATA6	0.3917	1.0	0.0814
BCL6	0.0846	0.1567	0.3206
TRERF1	0.3942	1.0	0.0851
MYB	0.486	0.0884	0.9462
IL18	0.4133	0.0896	1.0
IL18RAP	0.4133	0.0896	1.0
CXCL10	0.1742	0.0899	1.0
CXCL11	0.1742	0.0899	1.0
PDGFRB	0.1756	0.0899	1.0
PF4	0.1742	0.0899	1.0
CXCL9	0.1742	0.0899	1.0
GNAQ	0.1765	0.091	1.0
IL18R1	0.417	0.0913	1.0
NEK3	0.18	1.0	0.0923
PLCG2	0.1865	0.0935	1.0
SPDEF	0.288	0.0939	0.8697
CDC7	0.0961	0.2865	0.2779
THRAP3	0.2872	0.8643	0.0966
VDR	0.4323	0.0968	0.9365
ERBB3	0.1851	0.0968	1.0
PRKACB	0.1915	0.0969	1.0
POLR2F	0.1195	0.0972	0.5644
RB1	0.3608	0.882	0.0974
BCL2	0.5446	1.0	0.0978
PRKACG	0.1913	0.0982	1.0
NR0B1	0.5413	1.0	0.0991
EPHB3	0.328	1.0	0.0998
HCK	0.1936	0.1021	1.0
FGR	0.1963	0.1023	1.0
ZAP70	0.1951	0.1023	1.0
SMPD1	0.1988	1.0	0.1026
CDK5	0.4018	0.1038	1.0
NBN	0.2023	0.104	1.0
CAMK4	0.194	1.0	0.1044
SOX2	0.4039	0.8992	0.1046
MET	0.1823	0.1047	0.7222
BRCA1	0.5677	0.1055	0.9592
BTK	0.2028	0.1063	1.0
DUSP1	0.3428	0.1066	1.0
ARNT	0.3146	0.1072	0.8018
EDN1	0.3335	0.8859	0.1074
WNT5A	0.2068	0.1101	1.0
FOXA2	0.134	0.5043	0.1103
CDK9	0.3268	0.1134	0.8747
NEK6	0.2111	1.0	0.1135
PRKCG	0.364	0.1163	1.0
FZD2	0.2179	0.1163	1.0
NRG1	0.2195	0.1166	1.0
NCOA3	0.1884	0.6375	0.1182
MEF2A	0.5057	1.0	0.1196
ETS1	0.1774	0.1218	0.5739
INS	0.5164	1.0	0.1219
ESR1	0.2017	0.122	0.5945
FANCI	0.2294	0.1225	0.7522
NFKBIA	0.3956	0.8887	0.1232
SYK	0.2363	0.1247	1.0
TFAP2C	0.6286	1.0	0.1251
CALM2	0.3955	1.0	0.1262
PPP1R13B	0.5108	0.1267	1.0
PPARD	0.178	0.6264	0.127
MED12	0.3745	0.8897	0.1278
TBL1X	0.128	0.2206	0.3178
TBL1XR1	0.128	0.2206	0.3178
TP53BP2	0.5149	0.1288	1.0
STAT1	0.1321	0.1704	0.3706
YES1	0.2501	0.133	1.0
PTTG1	0.1347	0.393	0.1825
SOX17	0.1374	0.3052	0.3053
ZBTB7A	0.14	0.3038	0.3094
TGFB1	0.1406	0.3112	0.3002
SRC	0.392	0.1416	1.0
POU5F1	0.3715	0.8156	0.1458
TFAP2A	0.4253	0.8584	0.1488
BUB1	0.2798	1.0	0.1501
WEE1	0.2863	0.1505	1.0
CDK11B	0.4684	1.0	0.1549
HIPK2	0.3298	0.1583	0.8088
NR3C1	0.3492	0.7457	0.1618
NFATC3	0.7627	0.1634	1.0
PAK2	0.3014	0.1651	1.0
GATA4	0.4692	0.1689	0.9131
ELL	0.2539	0.1689	0.6717
CDK6	0.4585	0.169	1.0
B2M	0.4847	0.1692	1.0
MEF2C	0.607	1.0	0.1693
AHR	0.4797	0.1706	0.9117
AURKA	0.1711	0.3395	0.3437
TRRAP	0.4631	0.1716	0.9112
PAX8	0.3415	0.7943	0.1718
CREM	0.7097	1.0	0.1722
MTOR	0.5932	0.1739	1.0
MAPKAPK5	0.3289	0.1745	1.0
TAF9	0.6136	0.1747	1.0
KAT5	0.4899	0.178	0.9198
FOXA1	0.7032	0.1813	0.9728
PRKCB	0.187	0.183	0.5725
PTPN11	0.1852	0.3728	0.3635
MAP3K7	0.3313	1.0	0.1868
HELZ2	0.1873	0.4034	0.2419
PPARGC1A	0.7534	0.9864	0.188
PIK3R1	0.5351	1.0	0.1904
CDKN2A	0.2661	0.6338	0.1907
HIF1A	0.3209	0.1908	0.6625
AKT1	0.2946	0.6843	0.1915
TOPBP1	0.5243	0.1921	1.0
CHUK	0.5503	1.0	0.1944
NFATC1	0.8087	0.196	1.0
CCNA2	0.1964	0.3797	0.3789
MECP2	0.7634	0.1965	0.9856
ETS2	0.6359	0.1976	0.9655
BTF3	0.1997	0.5073	0.2213
GLI1	0.342	0.7368	0.2022
IL2RG	0.205	0.3559	0.342
HDAC4	0.3362	0.2055	0.7202
CARM1	0.2694	0.2062	0.5854
GABPB1	0.6951	1.0	0.2084
CHD9	0.2089	0.2211	0.4709
TGS1	0.2089	0.2211	0.4709
SMARCD3	0.2089	0.2211	0.4709
GABPA	0.6995	1.0	0.2095
RFC2	0.4067	1.0	0.2101
SOS1	0.2115	0.3889	0.3853
GSK3A	0.3868	0.2131	1.0
HSF1	0.5719	0.2151	0.9318
GAB1	0.4206	0.2164	1.0
MED19	0.4276	0.8348	0.2175
MED16	0.4276	0.8348	0.2175
MED15	0.4276	0.8348	0.2175
MED18	0.4276	0.8348	0.2175
MED17	0.4276	0.8348	0.2175
MED11	0.4276	0.8348	0.2175
MED14	0.4276	0.8348	0.2175
MED13	0.4276	0.8348	0.2175
MED10	0.4276	0.8348	0.2175
MED27	0.4276	0.8348	0.2175
MED26	0.4276	0.8348	0.2175
MED29	0.4276	0.8348	0.2175
MED28	0.4276	0.8348	0.2175
MED22	0.4276	0.8348	0.2175
MED25	0.4276	0.8348	0.2175
MED24	0.4276	0.8348	0.2175
MED21	0.4276	0.8348	0.2175
MED20	0.4276	0.8348	0.2175
MED30	0.4276	0.8348	0.2175
MED31	0.4276	0.8348	0.2175
CCNC	0.4276	0.8348	0.2175
MED13L	0.4276	0.8348	0.2175
MED8	0.4276	0.8348	0.2175
MED9	0.4276	0.8348	0.2175
MED4	0.4276	0.8348	0.2175
MED6	0.4276	0.8348	0.2175
MED7	0.4276	0.8348	0.2175
FAM120B	0.4276	0.8348	0.2175
ARNTL	0.3283	0.6789	0.2189
PRDM1	0.2623	0.2201	0.6403
CDK19	0.4346	0.8369	0.2204
CDK8	0.4362	0.837	0.2218
PURA	0.5988	1.0	0.2226
ATF5	0.2598	0.6405	0.2235
NFKB2	0.4541	0.8489	0.2246
NCOA6	0.226	0.2978	0.4009
FOXQ1	0.6021	1.0	0.2262
NR2F2	0.2703	0.2268	0.6406
TFAP2B	0.6043	1.0	0.2271
MMP13	0.2705	0.6534	0.2283
DLX5	0.2667	0.6414	0.2283
CTCF	0.2697	0.2289	0.6451
PIN1	0.4099	0.2294	1.0
SF1	0.2671	0.6345	0.2296
MSX1	0.6087	1.0	0.23
PTCH1	0.2652	0.6433	0.23
SP2	0.6024	1.0	0.2302
TSC22D3	0.6009	0.2324	1.0
MTF1	0.2328	0.3839	0.3762
GLI3	0.2329	0.3824	0.384
MAPK3	0.455	0.2331	0.812
ETV6	0.2647	0.2336	0.6362
TNFRSF11B	0.27	0.2337	0.6437
CLK1	0.4521	0.2337	1.0
USF1	0.3928	0.2342	0.7173
PLK1	0.2343	0.3698	0.3714
E2F7	0.6101	1.0	0.2344
MLLT10	0.6039	1.0	0.2354
BCL2L11	0.4468	1.0	0.2368
ANKRD1	0.6109	0.2369	1.0
PRKCA	0.2404	0.2371	0.523
CDH1	0.4484	1.0	0.2373
NCOA2	0.2379	0.3713	0.336
SERPINB5	0.2659	0.2387	0.632
SUPT7L	0.6054	0.2395	1.0
TAF12	0.6054	0.2395	1.0
TAF10	0.6054	0.2395	1.0
ESR2	0.2423	0.3889	0.388
IKBKG	0.4481	1.0	0.2426
ERG	0.8169	1.0	0.2454
PKD1	0.4578	1.0	0.2466
PIK3CA	0.6367	1.0	0.2494
TP53	0.3146	0.5621	0.2518
CREBBP	0.5074	0.252	0.7896
CSNK2A1	0.2531	0.3504	0.3856
BTRC	0.4701	1.0	0.2562
INSR	0.4829	1.0	0.2575
HRAS	0.4741	1.0	0.2584
MED1	0.2585	0.4573	0.2885
CDK1	0.5588	0.2592	0.8795
FYN	0.4554	0.2596	1.0
MAPK7	0.4478	1.0	0.2599
FGG	0.4817	0.2638	1.0
NCOA1	0.3082	0.5614	0.2649
MSC	0.2803	0.572	0.2695
YY1	0.2702	0.3207	0.4415
ATF3	0.7809	0.2704	1.0
HDAC1	0.2708	0.4229	0.3219
STAT5B	0.5245	0.8172	0.2709
MED23	0.526	0.8644	0.2714
AKT2	0.4689	1.0	0.2715
HIC1	0.7757	0.2734	1.0
MAMLD1	0.4964	0.8007	0.2786
MAML3	0.4964	0.8007	0.2786
CAMK2A	0.4745	1.0	0.2793
FLNA	0.5077	0.2825	1.0
MAPK1	0.7687	0.2847	0.9776
SIN3A	0.316	0.2868	0.5936
PPARA	0.4179	0.2882	0.6696
FOXO4	0.471	0.7523	0.2947
ING4	0.3037	0.2949	0.5489
TRIM28	0.7184	0.2978	1.0
HDAC3	0.8125	0.2991	0.9848
HDGF	0.3869	0.2998	0.7069
MMP7	0.7176	1.0	0.2999
KAT2B	0.3002	0.3158	0.5166
