Overall graph size pval = 0.256
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
MED1	1.0E-4	1.0E-4	0.4723
MED8	1.0E-4	1.0E-4	0.1043
MED9	1.0E-4	1.0E-4	0.1043
MED4	1.0E-4	1.0E-4	0.1043
MED6	1.0E-4	1.0E-4	0.1043
MED7	1.0E-4	1.0E-4	0.1043
PPARGC1A	1.0E-4	1.0E-4	0.3195
CREBBP	9.0E-4	1.0E-4	0.7096
CDK19	1.0E-4	1.0E-4	0.1044
MED19	1.0E-4	1.0E-4	0.1043
MED16	1.0E-4	1.0E-4	0.1043
MED15	1.0E-4	1.0E-4	0.1043
MED18	1.0E-4	1.0E-4	0.1043
MED17	1.0E-4	1.0E-4	0.1043
MED12	1.0E-4	1.0E-4	0.127
MED11	1.0E-4	1.0E-4	0.1043
MED14	1.0E-4	1.0E-4	0.1043
MED13	1.0E-4	1.0E-4	0.1043
MED10	1.0E-4	1.0E-4	0.1043
MED27	1.0E-4	1.0E-4	0.1043
MED26	1.0E-4	1.0E-4	0.1043
MED29	1.0E-4	1.0E-4	0.1043
MED28	1.0E-4	1.0E-4	0.1043
MED23	1.0E-4	1.0E-4	0.1155
MED22	1.0E-4	1.0E-4	0.1043
MED25	1.0E-4	1.0E-4	0.1043
MED24	1.0E-4	1.0E-4	0.1043
MED21	1.0E-4	1.0E-4	0.1043
MED20	1.0E-4	1.0E-4	0.1043
PPARG	6.0E-4	1.0E-4	0.5086
MITF	8.0E-4	1.0E-4	1.0
MED30	1.0E-4	1.0E-4	0.1043
MED31	1.0E-4	1.0E-4	0.1043
NFKB1	5.0E-4	1.0E-4	0.6436
CDK8	1.0E-4	1.0E-4	0.1048
KLF8	1.0E-4	0.0034	0.0052
CCNC	1.0E-4	1.0E-4	0.1043
HELZ2	1.0E-4	1.0E-4	0.458
MED13L	1.0E-4	1.0E-4	0.1043
NCOA1	1.0E-4	1.0E-4	0.4968
NCOA2	1.0E-4	1.0E-4	0.4841
NCOA3	1.0E-4	1.0E-4	0.2422
RELA	0.0011	1.0E-4	0.6837
RXRA	1.0E-4	1.0E-4	0.5425
CTNNB1	0.0019	1.0E-4	1.0
THRAP3	1.0E-4	1.0E-4	0.1151
FAM120B	1.0E-4	1.0E-4	0.1043
TWIST1	9.0E-4	3.0E-4	0.3449
ETV4	0.0027	3.0E-4	1.0
CEBPB	0.0106	0.001	1.0
EGR1	0.0036	0.001	0.528
CREB3L3	0.0069	0.0016	1.0
ARNT	0.0089	0.0016	0.5702
ESR1	0.0424	1.0	0.002
SRF	0.0073	0.0021	1.0
TWIST2	0.0025	0.0021	0.2617
IL4	0.0137	0.0025	1.0
FOS	0.0102	0.0028	0.6067
EP300	0.0028	0.0079	0.1117
CBFB	0.0033	0.102	0.0114
HIPK2	0.0147	1.0	0.0047
IL13	0.0286	0.0049	1.0
HIF1A	0.0075	0.0057	0.3037
ELF1	0.0227	0.0061	1.0
SPDEF	0.0289	1.0	0.0063
ATF4	0.0348	0.0073	1.0
MSC	0.0277	0.0077	1.0
ERBB4	0.0317	1.0	0.0079
NCOR1	0.0088	0.1841	0.0208
LEF1	0.0603	0.0097	1.0
IL2RG	0.0353	0.0105	1.0
CEBPA	0.0533	0.0114	1.0
NR4A1	0.0377	0.0114	1.0
STAT3	0.0805	0.0116	0.8395
TP53	0.1024	0.0125	0.9037
WT1	0.0751	0.0129	1.0
REL	0.0446	0.0135	1.0
FOXA2	0.0229	0.4275	0.0148
TBL1X	0.0956	0.0193	1.0
TBL1XR1	0.0956	0.0193	1.0
SMARCD3	0.096	0.0199	1.0
CHD9	0.096	0.0199	1.0
TGS1	0.096	0.0199	1.0
TCF4	0.066	0.0204	1.0
MTA1	0.0704	0.021	1.0
RUNX1	0.0215	0.1021	0.0986
NFKB2	0.0219	0.1138	0.1053
FOXO1	0.116	0.0229	1.0
NCOA6	0.1117	0.0234	1.0
STAT6	0.0247	0.113	0.0986
CARM1	0.1181	0.0252	1.0
ATF3	0.0255	0.1188	0.1249
HOXB7	0.026	0.1231	0.1145
JUN	0.0287	0.0407	0.25
PARP1	0.0311	0.1358	0.1346
FOSL1	0.1037	0.0315	1.0
ATF2	0.0407	0.0321	0.4661
BCL6	0.0983	1.0	0.0327
TFAP2C	0.0328	0.1456	0.1279
RUNX2	0.1038	0.0329	1.0
AR	0.1764	1.0	0.0341
VHL	0.04	0.1477	0.1461
EPAS1	0.138	0.0473	1.0
HDAC2	0.153	1.0	0.0487
PIK3R1	0.0985	1.0	0.0499
CDK4	0.102	0.0516	1.0
GATA3	0.1732	1.0	0.0526
SOX2	0.1628	0.0531	1.0
PPARA	0.0534	0.1658	0.1535
CHUK	0.1008	0.0541	1.0
MSX1	0.1247	1.0	0.0583
TFAP2B	0.1196	1.0	0.06
NKX3-1	0.123	0.0608	1.0
ZFHX3	0.1234	0.0619	1.0
IRF4	0.1248	0.0629	1.0
MAML2	0.0632	0.1987	0.1784
PIK3CA	0.1238	1.0	0.0632
JAK3	0.1215	0.0644	1.0
CITED2	0.1248	0.0645	1.0
FOXP2	0.1293	0.065	1.0
PRDM1	0.1244	1.0	0.0656
MAZ	0.1239	0.0664	1.0
SERPINB5	0.1266	0.0674	1.0
NR5A2	0.1443	1.0	0.0687
CDC25A	0.1456	1.0	0.073
NOTCH2	0.1266	0.0734	1.0
TAL1	0.1467	1.0	0.0746
IRF2	0.1446	1.0	0.0752
ZEB2	0.1456	0.0761	1.0
GATA6	0.1526	1.0	0.0766
MAML1	0.0772	0.219	0.1989
EGR2	0.1537	0.0774	1.0
TFAP2A	0.0774	0.0938	0.3842
ILF3	0.1476	0.0794	1.0
RUNX3	0.2301	1.0	0.0794
HDGF	0.1464	0.0797	1.0
JAK1	0.1482	0.08	1.0
CCND3	0.1492	0.0803	1.0
SOX17	0.1553	1.0	0.0813
IL10	0.2667	1.0	0.0872
ASCL1	0.1639	1.0	0.0891
FOXO3	0.2484	0.0895	1.0
VEGFA	0.1729	0.0918	1.0
KLK3	0.1718	0.0924	1.0
INS	0.1714	0.0932	1.0
FOXO4	0.0949	0.2404	0.2246
FOXA3	0.1878	1.0	0.0961
CDX2	0.0977	0.2436	0.2267
TCF3	0.1901	1.0	0.1008
RBPJ	0.1053	0.2518	0.2318
RAD51	0.1938	0.1068	1.0
CCNT1	0.2153	1.0	0.1074
GTF2F1	0.2153	1.0	0.1074
POLR2B	0.2153	1.0	0.1074
POLR2C	0.2153	1.0	0.1074
POLR2D	0.2153	1.0	0.1074
POLR2E	0.2153	1.0	0.1074
POLR2G	0.2153	1.0	0.1074
POLR2H	0.2153	1.0	0.1074
POLR2I	0.2153	1.0	0.1074
POLR2J	0.2153	1.0	0.1074
POLR2K	0.2153	1.0	0.1074
POLR2L	0.2153	1.0	0.1074
POLR2A	0.2163	1.0	0.1079
GTF2F2	0.216	1.0	0.108
CD3D	0.1979	0.1105	1.0
LMO2	0.2139	1.0	0.111
CDK9	0.2295	1.0	0.116
POLR2F	0.2343	1.0	0.1178
WWTR1	0.2347	1.0	0.1199
FOXP3	0.2193	0.1213	1.0
SIRT1	0.3469	0.1221	1.0
CREB1	0.3578	1.0	0.1229
ESRRA	0.2327	1.0	0.1235
NFE2L2	0.2329	0.1281	1.0
ETS1	0.3764	1.0	0.1283
STAT4	0.1354	0.4852	0.129
SP1	0.2208	0.1305	0.6219
ABCB1	0.2327	0.1308	1.0
SATB1	0.2535	1.0	0.131
PPARD	0.2522	0.1378	1.0
KLF5	0.2562	0.1402	1.0
IL2RB	0.2527	0.1409	1.0
HDAC7	0.277	0.1439	1.0
PGR	0.2696	1.0	0.146
KLF6	0.2942	1.0	0.1494
HSF1	0.2981	1.0	0.1594
NOTCH1	0.3087	1.0	0.1602
GLI1	0.2895	0.1603	1.0
CCND1	0.2957	0.1639	1.0
ERG	0.3129	0.1732	1.0
HDAC9	0.3311	0.176	1.0
NRF1	0.3343	1.0	0.1775
E2F2	0.3308	1.0	0.1788
NR3C1	0.1967	0.5278	0.1804
MYB	0.4809	1.0	0.1847
MAPK3	0.3436	0.187	1.0
MAML3	0.3241	0.1874	1.0
MAMLD1	0.3241	0.1874	1.0
IL2	0.329	0.1876	1.0
HES1	0.3301	1.0	0.1894
FOSL2	0.3476	1.0	0.1897
DDIT3	0.3492	1.0	0.1917
GATA2	0.3462	0.192	1.0
EZH2	0.1971	0.3277	0.3463
PAX5	0.3632	1.0	0.1971
NFATC3	0.3558	0.1996	1.0
GLI2	0.3564	0.2051	1.0
NFATC1	0.372	0.2085	1.0
CEBPD	0.3673	0.2093	1.0
TCF7L2	0.376	0.2154	1.0
MAPK1	0.3997	0.2206	1.0
FOXM1	0.221	0.3745	0.3526
RARA	0.3966	0.2238	1.0
E2F1	0.6768	1.0	0.2337
HDAC3	0.4175	1.0	0.237
VDR	0.439	1.0	0.2509
E2F3	0.4555	1.0	0.2575
JUNB	0.4603	0.2725	1.0
JUND	0.4688	0.2789	1.0
HNF4A	0.5023	0.2947	1.0
POU5F1	0.5408	1.0	0.3191
NFATC2	0.5329	0.3258	1.0
STAT5B	0.5405	0.3265	1.0
GATA1	0.5458	0.3294	1.0
SREBF2	0.5609	0.3343	1.0
MECP2	0.5726	0.3376	1.0
STAT5A	0.5761	0.3537	1.0
KLF4	0.615	0.3804	1.0
SP3	0.3908	0.5022	0.4824
XBP1	0.3994	0.507	0.4755
IRF1	0.6527	0.4133	1.0
FOXA1	0.6927	1.0	0.4299
BRCA1	0.7269	1.0	0.4656
TFDP1	0.7334	1.0	0.4687
HDAC1	0.4736	0.5311	0.5667
TP73	0.7407	1.0	0.4792
STAT1	0.8139	0.5747	1.0
MAX	0.9313	1.0	0.7274
MYC	0.9257	0.884	0.8681
ATF1	1.0	1.0	1.0
RB1	1.0	1.0	1.0
MDC1	1.0	1.0	1.0
SPI1	1.0	1.0	1.0
TRRAP	1.0	1.0	1.0
EHMT2	1.0	1.0	1.0
ARAF	1.0	1.0	1.0
GABPB1	1.0	1.0	1.0
ELK1	1.0	1.0	1.0
HOXA9	1.0	1.0	1.0
TBK1	1.0	1.0	1.0
AKT2	1.0	1.0	1.0
PRKACG	1.0	1.0	1.0
AKT3	1.0	1.0	1.0
TRBC1	1.0	1.0	1.0
AKT1	1.0	1.0	1.0
HIST3H2BB	1.0	1.0	1.0
PRKACA	1.0	1.0	1.0
