Overall graph size pval = 0.0416
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
MYC	0.0081	1.0E-4	0.9999
LIN54	1.0E-4	0.0114	1.0E-4
LIN52	1.0E-4	0.0114	1.0E-4
LIN37	1.0E-4	0.0114	1.0E-4
MAX	0.0372	1.0E-4	0.9762
FOXM1	1.0E-4	1.0E-4	0.0969
RBBP4	1.0E-4	0.0305	6.0E-4
E2F1	1.0E-4	1.0E-4	0.0849
E2F3	1.0E-4	1.0E-4	0.7325
E2F4	1.0E-4	0.6593	1.0E-4
E2F5	1.0E-4	1.0	1.0E-4
TP53	6.0E-4	0.4488	1.0E-4
MYCN	1.0E-4	1.0E-4	0.8586
ESR1	9.0E-4	0.71	1.0E-4
RBL2	1.0E-4	1.0	1.0E-4
RBL1	0.001	1.0	1.0E-4
LIN9	1.0E-4	0.0114	1.0E-4
TFDP1	0.0012	2.0E-4	0.5072
MYBL2	0.0049	2.0E-4	1.0
E2F2	0.0011	3.0E-4	0.5837
GATA3	0.0398	1.0	4.0E-4
E2F6	0.0047	1.0	4.0E-4
TFDP2	9.0E-4	0.005	0.0754
NKX3-1	0.014	0.0012	1.0
IRF1	0.0014	0.0028	0.1815
TERT	0.021	1.0	0.0016
MCM6	0.0136	0.0018	1.0
HIST3H2BB	0.0259	1.0	0.0019
H3F3B	0.0259	1.0	0.0019
HIST2H3C	0.0259	1.0	0.0019
HIST1H3E	0.0259	1.0	0.0019
ATM	0.0107	0.0019	0.7227
HIST1H4C	0.0259	1.0	0.0019
HIST1H2AC	0.0259	1.0	0.0019
HIST1H2BH	0.0259	1.0	0.0019
HIST1H2BG	0.0259	1.0	0.0019
HIST1H2BB	0.0259	1.0	0.0019
HIST1H2BA	0.0259	1.0	0.0019
HIST1H2BD	0.0259	1.0	0.0019
H2BFS	0.0259	1.0	0.0019
HIST1H2BN	0.0259	1.0	0.0019
HIST1H2BM	0.0259	1.0	0.0019
HIST1H2BO	0.0259	1.0	0.0019
HIST1H2BJ	0.0259	1.0	0.0019
HIST1H2BL	0.0259	1.0	0.0019
HIST1H2BK	0.0259	1.0	0.0019
YBX1	0.0197	0.7607	0.002
MCM5	0.0147	0.0023	1.0
PTGDR	0.009	0.0024	0.5877
MSC	0.0238	1.0	0.0024
ASF1B	0.0144	0.0027	1.0
NELFB	0.0156	0.0028	1.0
BRCA1	0.0039	0.0032	0.3065
POLE3	0.0148	0.0036	1.0
CDC6	0.0038	0.0078	0.3021
CCND3	0.0235	0.0038	1.0
HIST2H2BE	0.0416	1.0	0.0044
VHL	0.0471	1.0	0.0052
NELFCD	0.0323	0.0054	1.0
NCOA3	0.0474	0.804	0.0069
ERCC2	0.0565	0.0082	1.0
RELA	0.03	0.0087	0.553
PPP1R13B	0.0386	0.0091	1.0
TP53BP2	0.0386	0.0091	1.0
RAD51D	0.0415	0.0095	1.0
CDKN2A	0.0098	0.0684	0.0763
MDC1	0.0407	0.0099	1.0
ATR	0.0404	0.0108	1.0
CDK12	0.0588	0.0145	1.0
ELOA	0.0588	0.0145	1.0
ELOB	0.0588	0.0145	1.0
ELOC	0.0588	0.0145	1.0
NELFA	0.0588	0.0145	1.0
NELFE	0.0588	0.0145	1.0
CTDP1	0.0588	0.0145	1.0
GTF2H1	0.0588	0.0145	1.0
GTF2H3	0.0588	0.0145	1.0
