Overall graph size pval = 0.0035
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
E2F2	0.0085	1.0E-4	1.0
E2F3	0.003	1.0E-4	0.8972
MYC	0.109	1.0E-4	0.9994
CDK2	0.0865	1.0E-4	0.9982
TFDP1	8.0E-4	1.0E-4	0.3586
RUNX2	2.0E-4	0.4278	1.0E-4
FAM20C	1.0E-4	1.0	1.0E-4
SMAD4	2.0E-4	0.6482	1.0E-4
RBL2	0.01	1.0	1.0E-4
RBL1	0.004	1.0	1.0E-4
RUVBL2	0.019	2.0E-4	1.0
TP53	0.0213	0.8574	3.0E-4
FYN	0.0084	1.0	5.0E-4
CCNA2	0.0174	5.0E-4	1.0
ESR1	0.0031	0.6289	5.0E-4
ESRRA	0.0164	6.0E-4	1.0
E2F4	0.0801	1.0	7.0E-4
TRRAP	0.0393	7.0E-4	1.0
MAX	0.0219	9.0E-4	0.8768
MYCN	0.052	0.001	0.9647
MYBL2	0.0198	0.0011	1.0
E2F5	0.037	1.0	0.0012
NRF1	0.0283	0.0019	0.8029
NOTCH1	0.0047	0.6145	0.0024
CAMK2D	0.012	1.0	0.0026
ETS1	0.1351	1.0	0.0028
SRF	0.0088	0.6867	0.003
EPAS1	0.0517	1.0	0.0036
CDKN2A	0.0064	0.0036	0.433
E2F1	0.0612	0.0039	0.7791
ACTL6A	0.0653	0.0041	1.0
CHEK1	0.2285	0.0043	1.0
RBPJ	0.0196	0.7736	0.0044
PTTG1	0.0057	0.0045	0.2521
E2F6	0.1067	1.0	0.0047
KLF2	0.0539	1.0	0.0051
SMAD2	0.0373	1.0	0.0055
ETV6	0.0369	1.0	0.0057
PARP1	0.0079	0.0166	0.245
MED19	0.0499	1.0	0.009
MED16	0.0499	1.0	0.009
MED15	0.0499	1.0	0.009
MED18	0.0499	1.0	0.009
MED17	0.0499	1.0	0.009
MED11	0.0499	1.0	0.009
MED14	0.0499	1.0	0.009
MED13	0.0499	1.0	0.009
MED10	0.0499	1.0	0.009
