Overall graph size pval = 0.5815
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
RBL2	0.0174	0.0087	1.0
TFDP1	0.0099	0.434	0.01
E2F1	0.0715	1.0	0.0171
E2F4	0.0338	0.0172	1.0
RBL1	0.0319	0.02	1.0
TP53	0.1299	0.0513	0.6929
YBX1	0.1711	0.0829	1.0
MYC	0.2662	1.0	0.0887
PTGDR	0.1114	0.5323	0.1244
E2F3	0.167	1.0	0.1164
MYCN	0.1654	1.0	0.1192
E2F6	0.1643	0.126	1.0
E2F5	0.1729	0.1309	1.0
TFDP2	0.1458	0.3058	0.286
FOS	0.476	1.0	0.1641
LIN54	0.3717	0.2304	1.0
LIN52	0.3717	0.2304	1.0
LIN37	0.3717	0.2304	1.0
LIN9	0.3717	0.2304	1.0
RELA	0.7727	0.3081	1.0
EP300	0.3798	0.3117	0.6536
RBBP4	0.4727	0.3269	1.0
ESR1	0.4729	0.3292	0.7357
TP73	0.5645	1.0	0.4169
SP1	0.6996	1.0	0.4375
JUN	0.7156	1.0	0.4397
NR3C1	0.7742	1.0	0.4487
MDC1	0.5646	1.0	0.4968
ATR	0.5719	1.0	0.4995
HDAC1	0.571	0.4996	1.0
RAD51D	0.5696	1.0	0.5031
FANCD2	0.5717	1.0	0.5052
FOXM1	0.6459	1.0	0.5742
CCNK	0.6474	1.0	0.5787
CCNT2	0.6474	1.0	0.5787
CCNT1	0.6474	1.0	0.5787
CCNH	0.6474	1.0	0.5787
ELOA	0.6474	1.0	0.5787
NELFB	0.6474	1.0	0.5787
ELOB	0.6474	1.0	0.5787
NELFA	0.6474	1.0	0.5787
NELFCD	0.6474	1.0	0.5787
ELOC	0.6474	1.0	0.5787
NELFE	0.6474	1.0	0.5787
SUPT16H	0.6474	1.0	0.5787
GTF2F1	0.6474	1.0	0.5787
GTF2F2	0.6474	1.0	0.5787
CTDP1	0.6474	1.0	0.5787
SUPT4H1	0.6474	1.0	0.5787
POLR2A	0.6474	1.0	0.5787
POLR2B	0.6474	1.0	0.5787
POLR2C	0.6474	1.0	0.5787
POLR2D	0.6474	1.0	0.5787
POLR2E	0.6474	1.0	0.5787
POLR2F	0.6474	1.0	0.5787
POLR2G	0.6474	1.0	0.5787
POLR2H	0.6474	1.0	0.5787
POLR2I	0.6474	1.0	0.5787
POLR2J	0.6474	1.0	0.5787
POLR2K	0.6474	1.0	0.5787
POLR2L	0.6474	1.0	0.5787
ELOA2	0.6474	1.0	0.5787
GTF2H1	0.6474	1.0	0.5787
ELOA3	0.6474	1.0	0.5787
GTF2H2	0.6474	1.0	0.5787
GTF2H3	0.6474	1.0	0.5787
SUPT5H	0.6474	1.0	0.5787
GTF2H4	0.6474	1.0	0.5787
GTF2H5	0.6474	1.0	0.5787
CDK9	0.6474	1.0	0.5787
CDK7	0.6474	1.0	0.5787
ERCC3	0.6474	1.0	0.5787
ELOA3D	0.6474	1.0	0.5787
TCEA1	0.6474	1.0	0.5787
ELOA3B	0.6474	1.0	0.5787
CDK12	0.6474	1.0	0.5787
MNAT1	0.6474	1.0	0.5787
ELL	0.7145	1.0	0.587
ATM	0.7161	1.0	0.5903
SSRP1	0.7145	1.0	0.6461
ERCC2	0.7115	1.0	0.6465
ATF2	0.8365	1.0	0.6648
MAX	0.8767	1.0	0.6668
YY1	0.7703	1.0	0.7304
BRCA1	0.8258	1.0	0.7654
FANCI	0.8731	1.0	0.839
TP63	0.9053	1.0	0.8391
CHEK1	0.9083	1.0	0.8469
SIRT1	1.0	1.0	1.0
AR	1.0	1.0	1.0
STAT3	1.0	1.0	1.0
