Overall graph size pval = 0.9286
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
E2F1	1.0E-4	1.0E-4	0.7187
E2F4	9.0E-4	0.9831	1.0E-4
E2F6	0.0208	1.0	1.0E-4
CTNNB1	0.1433	0.9979	1.0E-4
YBX1	0.0276	0.9937	1.0E-4
RBL2	0.0029	1.0	1.0E-4
RBL1	0.0029	0.894	2.0E-4
LEF1	0.0488	0.9938	2.0E-4
E2F3	0.0204	0.001	0.8287
TFDP2	0.0096	0.0022	0.5165
FOXM1	0.088	0.0023	0.9637
TFDP1	0.0061	0.0026	0.4418
SREBF1	0.2574	0.0028	0.9959
MAX	0.5997	0.0035	0.9996
MYBL2	0.0112	0.0039	0.7578
MYC	0.7493	0.0043	1.0
PTGDR	0.03	0.0056	0.6973
NFYC	0.1985	0.0059	0.9913
MYCN	0.1636	0.0061	0.9638
SREBF2	0.358	0.0064	0.9986
NFYB	0.1357	0.0079	0.9499
IL12RB2	0.1048	0.0086	0.9431
SP3	0.0154	0.5024	0.0086
IL12A	0.1048	0.0086	0.9431
TCF7L2	0.0129	0.4681	0.0098
NANOG	0.0119	0.2766	0.0267
NKX2-5	0.1448	0.012	1.0
E2F5	0.0363	0.6812	0.0126
EGFR	0.1459	0.0139	1.0
JAK1	0.1464	1.0	0.0143
GTF2H2	0.0748	0.0152	0.8434
LIN54	0.0158	0.2248	0.0692
LIN52	0.0158	0.2248	0.0692
LIN37	0.0158	0.2248	0.0692
LIN9	0.0158	0.2248	0.0692
RBBP4	0.0179	0.4415	0.0241
IL10	0.2247	0.9414	0.0198
MOV10	0.0678	0.0201	0.7447
AGO3	0.0678	0.0201	0.7447
AGO4	0.0678	0.0201	0.7447
AGO1	0.0678	0.0201	0.7447
TNRC6C	0.0678	0.0201	0.7447
TNRC6A	0.0678	0.0201	0.7447
TNRC6B	0.0678	0.0201	0.7447
ZNF382	0.3066	0.0231	1.0
ATF6	0.3473	0.0246	1.0
IL12RB1	0.216	0.0263	0.9155
IL12B	0.216	0.0263	0.9155
NFE2L2	0.3109	0.0264	1.0
MDC1	0.0754	0.0266	0.7638
SSRP1	0.1287	0.0266	0.8672
TERT	0.3008	1.0	0.0268
ATR	0.2383	0.0275	1.0
NF1	0.0738	0.0284	0.7642
STAT4	0.0358	0.4467	0.0294
RAD51D	0.074	0.0295	0.7594
NFYA	0.2583	0.0325	0.924
TYK2	0.2658	0.0336	0.9282
HEY1	0.0338	0.4467	0.0377
NPM1	0.1914	0.9006	0.0365
SMARCA4	0.3992	1.0	0.0382
NELFCD	0.2012	0.0409	0.895
MLXIPL	0.1345	0.8123	0.0412
CDKN1A	0.1946	0.0414	0.877
JAK2	0.3115	0.0419	0.9401
E2F2	0.0599	0.0419	0.5454
MSX2	0.1375	0.0435	0.8122
IRF8	0.1356	0.045	0.8073
CDK12	0.1379	0.0456	0.8041
ELOA	0.1379	0.0456	0.8041
ELOB	0.1379	0.0456	0.8041
ELOC	0.1379	0.0456	0.8041
NELFA	0.1379	0.0456	0.8041
NELFE	0.1379	0.0456	0.8041
CTDP1	0.1379	0.0456	0.8041
GTF2H1	0.1379	0.0456	0.8041
GTF2H3	0.1379	0.0456	0.8041
GTF2H4	0.1379	0.0456	0.8041
GTF2H5	0.1379	0.0456	0.8041
CCNT2	0.1379	0.0456	0.8041
SUPT16H	0.1379	0.0456	0.8041
ELOA2	0.1379	0.0456	0.8041
ELOA3	0.1379	0.0456	0.8041
CDK7	0.1379	0.0456	0.8041
MNAT1	0.1379	0.0456	0.8041
CCNK	0.1379	0.0456	0.8041
CCNH	0.1379	0.0456	0.8041
SUPT4H1	0.1379	0.0456	0.8041
ELOA3D	0.1379	0.0456	0.8041
TCEA1	0.1379	0.0456	0.8041
ELOA3B	0.1379	0.0456	0.8041
SUPT5H	0.1379	0.0456	0.8041
ERCC3	0.1379	0.0456	0.8041
JAK3	0.2766	1.0	0.0467
TCF7	0.2735	1.0	0.0467
IL2	0.0643	0.0472	0.5379
EZH2	0.239	0.0484	0.8651
CITED2	0.2753	1.0	0.049
CD3D	0.1389	0.0495	0.8099
ING1	0.2752	0.05	1.0
MAZ	0.2787	0.0503	1.0
TIMP3	0.2823	0.0504	1.0
NEUROG3	0.2754	0.0505	1.0
CD247	0.277	0.0524	1.0
SP1	0.0556	0.0774	0.342
MITF	0.3853	0.9689	0.0558
