Overall graph size pval = 4.0E-4
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
RUVBL2	0.0205	1.0	1.0E-4
E2F2	0.0085	1.0	1.0E-4
E2F3	0.0029	0.9012	1.0E-4
MYC	0.1051	0.9993	1.0E-4
RUNX2	3.0E-4	1.0E-4	0.437
SMAD4	2.0E-4	1.0E-4	0.6402
RBL2	0.0102	1.0E-4	1.0
RBL1	0.0062	1.0E-4	1.0
ESRRA	0.0168	1.0	2.0E-4
E2F4	0.0422	3.0E-4	1.0
ESR1	0.0022	3.0E-4	0.6137
MAX	0.023	0.8744	5.0E-4
MYBL2	0.0169	1.0	5.0E-4
TFDP1	7.0E-4	0.3502	5.0E-4
TRRAP	0.0381	1.0	6.0E-4
E2F5	0.0374	7.0E-4	1.0
TP53	0.0272	8.0E-4	0.8496
MYCN	0.0552	0.961	9.0E-4
CDK1	0.0352	1.0	0.001
CDKN2A	0.0029	0.4182	0.0016
NOTCH1	0.0054	0.0018	0.6157
FGA	0.0058	0.0019	1.0
ETS1	0.1293	0.0022	1.0
SRF	0.008	0.0023	0.6772
NRF1	0.0327	0.8081	0.0024
E2F1	0.048	0.7585	0.0026
EPAS1	0.0501	0.0028	1.0
RBPJ	0.0177	0.0033	0.77
RAC1	0.0092	0.0036	1.0
PTTG1	0.0037	0.2468	0.0048
E2F6	0.0975	0.0041	1.0
PARP1	0.0048	0.2319	0.0113
CCNA2	0.0365	1.0	0.0049
ACTL6A	0.0649	1.0	0.0051
FGG	0.0051	0.1202	0.0757
KLF2	0.0547	0.0055	1.0
SMAD2	0.0323	0.0057	1.0
ETV6	0.0418	0.0063	1.0
PITX2	0.0388	0.0074	1.0
IL4	0.115	0.0074	1.0
CTNNB1	0.0568	0.0078	0.8564
MED19	0.0513	0.0085	1.0
MED16	0.0513	0.0085	1.0
MED15	0.0513	0.0085	1.0
MED18	0.0513	0.0085	1.0
MED17	0.0513	0.0085	1.0
MED11	0.0513	0.0085	1.0
MED14	0.0513	0.0085	1.0
MED13	0.0513	0.0085	1.0
MED10	0.0513	0.0085	1.0
MED27	0.0513	0.0085	1.0
MED26	0.0513	0.0085	1.0
MED29	0.0513	0.0085	1.0
MED28	0.0513	0.0085	1.0
MED22	0.0513	0.0085	1.0
MED25	0.0513	0.0085	1.0
MED24	0.0513	0.0085	1.0
MED21	0.0513	0.0085	1.0
MED20	0.0513	0.0085	1.0
MED30	0.0513	0.0085	1.0
MED31	0.0513	0.0085	1.0
CCNC	0.0513	0.0085	1.0
MED13L	0.0513	0.0085	1.0
MED8	0.0513	0.0085	1.0
MED9	0.0513	0.0085	1.0
MED4	0.0513	0.0085	1.0
MED6	0.0513	0.0085	1.0
MED7	0.0513	0.0085	1.0
HOXB7	0.017	0.0085	0.558
CDK8	0.0518	0.0085	1.0
FAM120B	0.0513	0.0085	1.0
KDR	0.0086	0.038	0.196
CDK19	0.0525	0.0086	1.0
SNW1	0.0103	0.0092	0.4566
