Overall graph size pval = 0.7587
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
E2F5	0.01	1.0	0.0045
FOS	0.0667	0.0072	1.0
E2F4	0.0199	1.0	0.0082
E2F1	0.0404	0.0089	1.0
JUN	0.0089	0.0093	0.4769
YBX1	0.0646	1.0	0.0269
TFDP1	0.1593	0.0298	1.0
RBL2	0.0785	1.0	0.045
RBL1	0.0716	1.0	0.0455
ESR1	0.0685	0.1743	0.2548
HDAC1	0.1041	1.0	0.0689
LIN54	0.2174	1.0	0.1165
LIN52	0.2174	1.0	0.1165
LIN37	0.2174	1.0	0.1165
LIN9	0.2174	1.0	0.1165
ATF2	0.2851	0.128	1.0
MYCN	0.1929	0.1292	1.0
E2F3	0.1995	0.1333	1.0
PTGDR	0.3039	0.1495	1.0
RBBP4	0.2873	1.0	0.1742
TP53	0.2024	0.4304	0.2469
EP300	0.2093	0.4882	0.2387
AR	0.623	1.0	0.2341
RELA	0.6317	1.0	0.239
FOXM1	0.4327	0.3455	1.0
STAT3	0.6922	1.0	0.3537
TFDP2	0.6651	0.3853	1.0
MAX	0.7448	0.5201	1.0
MYC	0.7409	0.5383	1.0
SP1	0.7102	0.8263	0.5398
YY1	0.63	0.561	1.0
E2F6	0.691	1.0	0.6251
ATR	0.7441	0.6807	1.0
RAD51D	0.7447	0.6826	1.0
MDC1	0.747	0.6857	1.0
FANCD2	0.7482	0.6865	1.0
CHEK1	0.7945	0.6922	1.0
CCNK	0.793	0.7344	1.0
CCNT2	0.793	0.7344	1.0
CCNT1	0.793	0.7344	1.0
CCNH	0.793	0.7344	1.0
ELOA	0.793	0.7344	1.0
NELFB	0.793	0.7344	1.0
ELOB	0.793	0.7344	1.0
NELFA	0.793	0.7344	1.0
NELFCD	0.793	0.7344	1.0
ELOC	0.793	0.7344	1.0
NELFE	0.793	0.7344	1.0
SUPT16H	0.793	0.7344	1.0
GTF2F1	0.793	0.7344	1.0
GTF2F2	0.793	0.7344	1.0
CTDP1	0.793	0.7344	1.0
SUPT4H1	0.793	0.7344	1.0
POLR2A	0.793	0.7344	1.0
POLR2B	0.793	0.7344	1.0
POLR2C	0.793	0.7344	1.0
POLR2D	0.793	0.7344	1.0
POLR2E	0.793	0.7344	1.0
POLR2F	0.793	0.7344	1.0
POLR2G	0.793	0.7344	1.0
POLR2H	0.793	0.7344	1.0
POLR2I	0.793	0.7344	1.0
POLR2J	0.793	0.7344	1.0
POLR2K	0.793	0.7344	1.0
POLR2L	0.793	0.7344	1.0
ELOA2	0.793	0.7344	1.0
GTF2H1	0.793	0.7344	1.0
ELOA3	0.793	0.7344	1.0
GTF2H2	0.793	0.7344	1.0
GTF2H3	0.793	0.7344	1.0
SUPT5H	0.793	0.7344	1.0
GTF2H4	0.793	0.7344	1.0
GTF2H5	0.793	0.7344	1.0
CDK9	0.793	0.7344	1.0
CDK7	0.793	0.7344	1.0
ERCC3	0.793	0.7344	1.0
ELOA3D	0.793	0.7344	1.0
TCEA1	0.793	0.7344	1.0
ELOA3B	0.793	0.7344	1.0
CDK12	0.793	0.7344	1.0
MNAT1	0.793	0.7344	1.0
ATM	0.8297	0.7369	1.0
ELL	0.8337	0.7415	1.0
ERCC2	0.8321	0.7758	1.0
SSRP1	0.8337	0.7772	1.0
BRCA1	0.8923	0.8445	1.0
NR3C1	1.0	1.0	1.0
TP63	1.0	1.0	1.0
SIRT1	1.0	1.0	1.0
FANCI	1.0	1.0	1.0
TP73	1.0	1.0	1.0
