Source	Relation	Target	Sites	Source data ID	Source change	 Source change pval	Target data ID	Target change	Target change pval
MYCN	upregulates-expression	MCM7		MYCN-active-by-network-sig	1.0		MCM7-G	3.9665872908913777	0.0189379527029618
MYCN	upregulates-expression	MCM3		MYCN-active-by-network-sig	1.0		MCM3-G	3.7224211645119993	0.024175364395682887
MYCN	upregulates-expression	MCM5		MYCN-active-by-network-sig	1.0		MCM5-G	3.659567440367014	0.025743645980345207
MYCN	upregulates-expression	MCM8		MYCN-active-by-network-sig	1.0		MCM8-G	3.6294042262945188	0.02653198676118026
MYCN	upregulates-expression	MCM2		MYCN-active-by-network-sig	1.0		MCM2-G	3.572228968216561	0.028093165068752552
MYCN	upregulates-expression	MCM6		MYCN-active-by-network-sig	1.0		MCM6-G	3.572228968216561	0.028093165068752552
MDC1	upregulates-expression	CHEK1		MDC1-P-S376	3.6779399703349593	0.025274988468047377	CHEK1-G	3.462015233007843	0.03136648750238025
MDC1	upregulates-expression	CHEK1		MDC1-G	2.737930649631235	0.06470410391165962	CHEK1-G	3.462015233007843	0.03136648750238025
MYCN	upregulates-expression	MCM4		MYCN-active-by-network-sig	1.0		MCM4-G	3.311652695588819	0.03645587347718294
MDC1	upregulates-expression	FANCI		MDC1-P-S376	3.6779399703349593	0.025274988468047377	FANCI-G	3.2020052733490365	0.04068054651720859
MDC1	upregulates-expression	FANCI		MDC1-G	2.737930649631235	0.06470410391165962	FANCI-G	3.2020052733490365	0.04068054651720859
FANCI	upregulates-expression	CHEK1		FANCI-G	3.2020052733490365	0.04068054651720859	CHEK1-G	3.462015233007843	0.03136648750238025
CHEK1	upregulates-expression	FANCI		CHEK1-G	3.462015233007843	0.03136648750238025	FANCI-G	3.2020052733490365	0.04068054651720859
POLR2B	upregulates-expression	CHEK1		POLR2B-G	2.9738973939424453	0.05110375025572457	CHEK1-G	3.462015233007843	0.03136648750238025
POLR2B	upregulates-expression	FANCI		POLR2B-G	2.9738973939424453	0.05110375025572457	FANCI-G	3.2020052733490365	0.04068054651720859
POLR2J	upregulates-expression	CHEK1		POLR2J-G	2.8257197570078314	0.0592659843668049	CHEK1-G	3.462015233007843	0.03136648750238025
POLR2J	upregulates-expression	FANCI		POLR2J-G	2.8257197570078314	0.0592659843668049	FANCI-G	3.2020052733490365	0.04068054651720859
FANCI	upregulates-expression	MDC1		FANCI-G	3.2020052733490365	0.04068054651720859	MDC1-G	2.737930649631235	0.06470410391165962
CHEK1	upregulates-expression	MDC1		CHEK1-G	3.462015233007843	0.03136648750238025	MDC1-G	2.737930649631235	0.06470410391165962
POLR2B	upregulates-expression	MDC1		POLR2B-G	2.9738973939424453	0.05110375025572457	MDC1-G	2.737930649631235	0.06470410391165962
POLR2J	upregulates-expression	MDC1		POLR2J-G	2.8257197570078314	0.0592659843668049	MDC1-G	2.737930649631235	0.06470410391165962
POLR2G	upregulates-expression	CHEK1		POLR2G-G	2.477896030436599	0.08391960427260614	CHEK1-G	3.462015233007843	0.03136648750238025
POLR2G	upregulates-expression	MDC1		POLR2G-G	2.477896030436599	0.08391960427260614	MDC1-G	2.737930649631235	0.06470410391165962
POLR2G	upregulates-expression	FANCI		POLR2G-G	2.477896030436599	0.08391960427260614	FANCI-G	3.2020052733490365	0.04068054651720859
