Overall graph size pval = 0.9813
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
MYCN	3.0E-4	1.0E-4	0.485
E2F3	0.0085	2.0E-4	1.0
AHR	0.0076	8.0E-4	1.0
SREBF1	0.0552	0.0021	1.0
E2F1	0.0541	0.0024	0.9239
TFDP1	0.0932	0.0026	1.0
RBL2	0.0353	1.0	0.0047
RBL1	0.019	1.0	0.0048
E2F5	0.0362	1.0	0.0076
SREBF2	0.1052	0.0077	1.0
FOS	0.0102	0.0653	0.0679
GABPA	0.1062	1.0	0.0125
PTGDR	0.1782	0.0139	1.0
MAX	0.0428	0.0149	0.5559
SOX17	0.0329	0.3111	0.0641
MLX	0.0349	0.0757	0.298
E2F2	0.1734	0.0352	1.0
SOX2	0.0469	0.0396	0.4974
NRF1	0.2915	1.0	0.0432
ARNT	0.2883	0.0441	0.9645
PURA	0.137	1.0	0.0455
ZBTB7A	0.132	1.0	0.0487
TNFRSF11B	0.1367	0.0499	1.0
JUN	0.0514	0.0665	0.2951
MET	0.1399	0.0523	1.0
EZH2	0.1561	0.0532	0.8001
E2F4	0.2034	1.0	0.0535
CREB1	0.337	0.054	1.0
MLXIPL	0.056	0.0986	0.3363
NFATC1	0.1839	0.0592	1.0
STAT6	0.3642	1.0	0.0623
STAT3	0.2292	0.0664	0.8152
HIF1A	0.615	0.0739	1.0
POU2F1	0.2329	0.0776	1.0
POU5F1	0.1347	0.078	0.6345
NANOG	0.3251	0.0794	1.0
NFIC	0.081	0.4484	0.082
BTF3	0.2409	1.0	0.0812
HSF1	0.2342	0.0825	1.0
MYC	0.3669	0.0879	0.8946
GABPB1	0.3494	1.0	0.0917
BRCA1	0.3665	0.1014	0.9185
FOSL1	0.3967	0.1206	1.0
HDAC7	0.3913	0.1259	1.0
IRF3	0.1334	0.3083	0.2678
FANCI	0.1343	0.3315	0.2502
ATF2	0.2716	0.7079	0.1348
MDC1	0.1351	0.3318	0.252
E2F6	0.3297	1.0	0.1371
ATR	0.1379	0.3329	0.2533
SMAD7	0.1395	0.1427	0.4914
TFDP2	0.5581	0.1491	1.0
NFYB	0.4413	0.1546	1.0
NFYC	0.4413	0.1546	1.0
NR3C1	0.1556	0.386	0.1902
STAT1	0.1596	0.4543	0.1558
PAX5	0.4426	1.0	0.1562
SP1	0.8228	0.1567	0.9983
NR1I2	0.4419	1.0	0.1592
TP63	0.3053	0.6844	0.1625
YBX1	0.5437	1.0	0.1648
TCF4	0.4904	1.0	0.1715
PPARGC1A	0.6682	1.0	0.1734
CDK12	0.1854	0.3826	0.2936
ELOA	0.1854	0.3826	0.2936
ELOB	0.1854	0.3826	0.2936
NELFA	0.1854	0.3826	0.2936
ELOC	0.1854	0.3826	0.2936
NELFE	0.1854	0.3826	0.2936
CTDP1	0.1854	0.3826	0.2936
GTF2H1	0.1854	0.3826	0.2936
GTF2H2	0.1854	0.3826	0.2936
GTF2H3	0.1854	0.3826	0.2936
GTF2H4	0.1854	0.3826	0.2936
