Source	Relation	Target	Sites	Source data ID	Source change	 Source change pval	Target data ID	Target change	Target change pval
FAM20C	phosphorylates	LGALS1	S30	FAM20C-active-by-network-sig	1.0		LGALS1-P-S30	6.658703678391586	0.001282808225024
FAM20C	phosphorylates	FBN1	S2702	FAM20C-active-by-network-sig	1.0		FBN1-P-S2702	6.422643929821526	0.0016243558694373
PRKD1	phosphorylates	SSH1	S978;S402;S937	PRKD1-G	8.641368940995465	1.766449201779E-4	SSH1-P-S937	5.804830879865284	0.0030129642629246
PRKD1	phosphorylates	SSH1	S978;S402;S937	PRKD1-P-S205	3.422427472376961	0.0326331227098913	SSH1-P-S937	5.804830879865284	0.0030129642629246
PRKD1	phosphorylates	SSH1	S978;S402;S937	PRKD1-P-S910	2.433804443495808	0.0877025377334043	SSH1-P-S937	5.804830879865284	0.0030129642629246
PAK2	phosphorylates	MYLK	S1208;S1759;S1760	PAK2-active-by-network-sig	1.0		MYLK-P-S1760	4.202868362491484	0.0149526256995282
PAK2	phosphorylates	MYLK	S1208;S1759;S1760	PAK2-P-S197	3.3295992737490527	0.0358074511786985	MYLK-P-S1760	4.202868362491484	0.0149526256995282
PAK2	phosphorylates	MYLK	S1208;S1759;S1760	PAK2-P-S141	2.5188911105565848	0.0805488770443746	MYLK-P-S1759	5.311434833813082	0.0049348409587824
PAK2	phosphorylates	MYLK	S1208;S1759;S1760	PAK2-active-by-network-sig	1.0		MYLK-P-S1759	5.311434833813082	0.0049348409587824
PAK2	phosphorylates	MYLK	S1208;S1759;S1760	PAK2-P-S197	3.3295992737490527	0.0358074511786985	MYLK-P-S1759	5.311434833813082	0.0049348409587824
PAK2	phosphorylates	MYLK	S1208;S1759;S1760	PAK2-P-S141	2.5188911105565848	0.0805488770443746	MYLK-P-S1760	4.202868362491484	0.0149526256995282
CDK6	phosphorylates	RUNX1	S249;S21;S424;S303;S48;S276;S397;T300;S266;T273;S293	CDK6-G	5.019949188223151	0.0066048623055782	RUNX1-P-T14-S21	4.189391949342228	0.0151554973820791
CDK6	phosphorylates	RUNX1	S249;S21;S424;S303;S48;S276;S397;T300;S266;T273;S293	CDK6-G	5.019949188223151	0.0066048623055782	RUNX1-P-S21	5.093018321896685	0.0061394610233055
CDK6	phosphorylates	ZYX	T270;S259;S267;S344;S202;T179;T274;S281;S308	CDK6-G	5.019949188223151	0.0066048623055782	ZYX-P-S281	2.561032903545068	0.0772249333264677
CDK6	phosphorylates	ZYX	T270;S259;S267;S344;S202;T179;T274;S281;S308	CDK6-G	5.019949188223151	0.0066048623055782	ZYX-P-T270	5.686413482696931	0.0033917357000795
CDK6	phosphorylates	ZYX	T270;S259;S267;S344;S202;T179;T274;S281;S308	CDK6-G	5.019949188223151	0.0066048623055782	ZYX-P-S344	3.990398633801764	0.0184923409781375
PAK2	phosphorylates	VIM	S66;S26;S39;S51;S73	PAK2-P-S141	2.5188911105565848	0.0805488770443746	VIM-P-S39	4.5968226235846705	0.0100838250045064
PAK2	phosphorylates	VIM	S66;S26;S39;S51;S73	PAK2-active-by-network-sig	1.0		VIM-P-S39	4.5968226235846705	0.0100838250045064
PAK2	phosphorylates	VIM	S66;S26;S39;S51;S73	PAK2-P-S197	3.3295992737490527	0.0358074511786985	VIM-P-S39	4.5968226235846705	0.0100838250045064
PAK2	phosphorylates	VIM	S66;S26;S39;S51;S73	PAK2-P-S141	2.5188911105565848	0.0805488770443746	VIM-P-S51	2.651954316533184	0.0705132730597715
PAK2	phosphorylates	VIM	S66;S26;S39;S51;S73	PAK2-active-by-network-sig	1.0		VIM-P-S51	2.651954316533184	0.0705132730597715
PAK2	phosphorylates	VIM	S66;S26;S39;S51;S73	PAK2-P-S197	3.3295992737490527	0.0358074511786985	VIM-P-S51	2.651954316533184	0.0705132730597715
CDK6	phosphorylates	PPP1R13L	S316;S358;S567;S113;S597;S158;S84;S53;S280;T123;S120;S395;S110;S187;S183	CDK6-G	5.019949188223151	0.0066048623055782	PPP1R13L-P-S113	4.284481280741104	0.0137807680173947
CAMK2G	phosphorylates	MYLK	S1760	CAMK2G-G	4.171606011537556	0.0154274635330045	MYLK-P-S1760	4.202868362491484	0.0149526256995282
CAMK2G	phosphorylates	MYLK	S1760	CAMK2G-P-T287	2.4859624080692346	0.0832453999029552	MYLK-P-S1760	4.202868362491484	0.0149526256995282
FAM20C	phosphorylates	APOA2	S54;S68	FAM20C-active-by-network-sig	1.0		APOA2-P-S68	4.098825332090404	0.0165921542300693
NRP1	phosphorylates	DPYSL3	S522	NRP1-G	9.144232573514241	1.06834187657E-4	DPYSL3-P-S522	4.0254971876706165	0.0178545448865839
PLXNA1	phosphorylates	DPYSL3	S522	PLXNA1-G	6.209668853252178	0.0020099029266987	DPYSL3-P-S522	4.0254971876706165	0.0178545448865839
CAMK2D	phosphorylates	SSH1	S978;S937	CAMK2D-P-T287	3.990398633801764	0.0184923409781375	SSH1-P-S937	5.804830879865284	0.0030129642629246
FAM20C	phosphorylates	ITIH2	S886;S466;S60	FAM20C-active-by-network-sig	1.0		ITIH2-P-S60	3.9330407984074793	0.0195840308300333
PRKG1	phosphorylates	LIPE	S853	PRKG1-G	24.62483114817845	2.0210251339884497E-11	LIPE-P-S853	3.776247707075798	0.0229084897181347
ROCK2	phosphorylates	VIM	S39;S72	ROCK2-G	3.501251205359678	0.0301596239217031	VIM-P-S39	4.5968226235846705	0.0100838250045064
FAM20C	phosphorylates	NUCB1	S86;S369;T148	FAM20C-active-by-network-sig	1.0		NUCB1-P-S369	3.129200383133099	0.0437527687208425
CAMK2D	phosphorylates	LIMA1	S369;S132;T592	CAMK2D-P-T287	3.990398633801764	0.0184923409781375	LIMA1-P-S369	3.121510504559034	0.0440905191651547
FAM20C	phosphorylates	FSTL1	S165	FAM20C-active-by-network-sig	1.0		FSTL1-P-S165	3.062903585575123	0.0467517502439432
MAP3K7	phosphorylates	PPP1R13L	S526;S225;T341;S395;S187;S220;S81;S84;S183	MAP3K7-G	3.799460781753222	0.0223828378373512	PPP1R13L-P-T341	3.062903585575123	0.0467517502439432
FAM20C	phosphorylates	ALB	T107;S89;S29;S82	FAM20C-active-by-network-sig	1.0		ALB-P-S82	3.0504620541344734	0.0473370470589669
FAM20C	phosphorylates	KNG1	S332	FAM20C-active-by-network-sig	1.0		KNG1-P-S332	3.0090058384410074	0.0493407070196312
GULP1	phosphorylates	LRP1	S4517;T4460;S4520;S4523	GULP1-G	4.375098727654875	0.0125868995060184	LRP1-P-S4523	3.0068705455725304	0.0494461764434363
GULP1	phosphorylates	LRP1	S4517;T4460;S4520;S4523	GULP1-G	4.375098727654875	0.0125868995060184	LRP1-P-S4520	2.3640063765645434	0.0940426969879209
GH2	phosphorylates	STAT5A	Y694	GH2-active-by-network-sig	1.0		STAT5A-P-Y694	2.947324771525382	0.0524799140809123
GH1	phosphorylates	STAT5A	Y694	GH1-active-by-network-sig	1.0		STAT5A-P-Y694	2.947324771525382	0.0524799140809123
PLCG1	phosphorylates	STAT5A	Y694	PLCG1-G	8.236813871449307	2.647263594189E-4	STAT5A-P-Y694	2.947324771525382	0.0524799140809123
CXCL12	phosphorylates	STAT5A	Y694	CXCL12-G	11.647659486475382	8.739483322392127E-6	STAT5A-P-Y694	2.947324771525382	0.0524799140809123
PDGFRB	phosphorylates	STAT5A	Y694	PDGFRB-G	18.801433936089484	6.833465241041061E-9	STAT5A-P-Y694	2.947324771525382	0.0524799140809123
FAM20C	phosphorylates	VCAN	S2116	FAM20C-active-by-network-sig	1.0		VCAN-P-S2116	2.7915771252719774	0.0613244213133912
CAMK2D	phosphorylates	VIM	S83	CAMK2D-P-T287	3.990398633801764	0.0184923409781375	VIM-P-S83	2.73380366165465	0.0649716887504523
