Source	Relation	Target	Sites	Source data ID	Source change	 Source change pval	Target data ID	Target change	Target change pval
CDK2	phosphorylates	NCL	T76;S67;T121	CDK2-inactive-by-network-sig	-1.0		NCL-P-T76	-9.409851170056275	8.19131375718968E-5
CDK2	phosphorylates	NCL	T76;S67;T121	CDK2-inactive-by-network-sig	-1.0		NCL-P-T121	-6.22031795513492	0.0019886128270749
CDK2	phosphorylates	NCL	T76;S67;T121	CDK2-inactive-by-network-sig	-1.0		NCL-P-S67	-3.735038655987485	0.0238722482455814
CDK1	phosphorylates	ORC6	T195	CDK1-P-T161	-4.317655746056344	0.0133310984203935	ORC6-P-T195	-6.22031795513492	0.0019886128270749
CDK1	phosphorylates	ORC6	T195	CDK1-G	-4.8956669382060385	0.0074789195829827	ORC6-P-T195	-6.22031795513492	0.0019886128270749
CDK1	phosphorylates	ORC6	T195	CDK1-inactive-by-network-sig	-1.0		ORC6-P-T195	-6.22031795513492	0.0019886128270749
CDK1	phosphorylates	NCL	T641;T121;T707	CDK1-inactive-by-network-sig	-1.0		NCL-P-T121	-6.22031795513492	0.0019886128270749
CDK1	phosphorylates	NCL	T641;T121;T707	CDK1-P-T161	-4.317655746056344	0.0133310984203935	NCL-P-T121	-6.22031795513492	0.0019886128270749
CDK1	phosphorylates	NCL	T641;T121;T707	CDK1-G	-4.8956669382060385	0.0074789195829827	NCL-P-T121	-6.22031795513492	0.0019886128270749
CDK1	phosphorylates	KIFC1	S31;S6;S26	CDK1-inactive-by-network-sig	-1.0		KIFC1-P-S6	-5.928517191838704	0.0026624269316399
CDK1	phosphorylates	KIFC1	S31;S6;S26	CDK1-P-T161	-4.317655746056344	0.0133310984203935	KIFC1-P-S6	-5.928517191838704	0.0026624269316399
CDK1	phosphorylates	KIFC1	S31;S6;S26	CDK1-G	-4.8956669382060385	0.0074789195829827	KIFC1-P-S6	-5.928517191838704	0.0026624269316399
CDK2	phosphorylates	HNRNPK	S216;S284	CDK2-inactive-by-network-sig	-1.0		HNRNPK-P-S216	-5.895682461172872	0.002751298048114
CDK1	phosphorylates	HNRNPK	S216	CDK1-P-T161	-4.317655746056344	0.0133310984203935	HNRNPK-P-S216	-5.895682461172872	0.002751298048114
CDK1	phosphorylates	HNRNPK	S216	CDK1-G	-4.8956669382060385	0.0074789195829827	HNRNPK-P-S216	-5.895682461172872	0.002751298048114
CDK1	phosphorylates	HNRNPK	S216	CDK1-inactive-by-network-sig	-1.0		HNRNPK-P-S216	-5.895682461172872	0.002751298048114
CDK1	phosphorylates	TTK	S281	CDK1-G	-4.8956669382060385	0.0074789195829827	TTK-P-S281	-5.851104505820425	0.0028767200487015
CDK1	phosphorylates	TTK	S281	CDK1-P-T161	-4.317655746056344	0.0133310984203935	TTK-P-S281	-5.851104505820425	0.0028767200487015
CDK1	phosphorylates	TTK	S281	CDK1-inactive-by-network-sig	-1.0		TTK-P-S281	-5.851104505820425	0.0028767200487015
CDK1	phosphorylates	HMGA1	T53;T42;T78;T67;S36	CDK1-inactive-by-network-sig	-1.0		HMGA1-P-T53	-5.664740162874422	0.0034660482637424
CDK1	phosphorylates	HMGA1	T53;T42;T78;T67;S36	CDK1-inactive-by-network-sig	-1.0		HMGA1-P-T42	-3.503984766672677	0.0300772933196774
CDK1	phosphorylates	HMGA1	T53;T42;T78;T67;S36	CDK1-G	-4.8956669382060385	0.0074789195829827	HMGA1-P-T53	-5.664740162874422	0.0034660482637424
CDK1	phosphorylates	HMGA1	T53;T42;T78;T67;S36	CDK1-G	-4.8956669382060385	0.0074789195829827	HMGA1-P-T42	-3.503984766672677	0.0300772933196774
CDK1	phosphorylates	HMGA1	T53;T42;T78;T67;S36	CDK1-inactive-by-network-sig	-1.0		HMGA1-P-S44-T53	-3.83260103305315	0.0216532215752181
CDK1	phosphorylates	HMGA1	T53;T42;T78;T67;S36	CDK1-G	-4.8956669382060385	0.0074789195829827	HMGA1-P-S44-T53	-3.83260103305315	0.0216532215752181
CDK1	phosphorylates	HMGA1	T53;T42;T78;T67;S36	CDK1-P-T161	-4.317655746056344	0.0133310984203935	HMGA1-P-T53	-5.664740162874422	0.0034660482637424
CDK1	phosphorylates	HMGA1	T53;T42;T78;T67;S36	CDK1-P-T161	-4.317655746056344	0.0133310984203935	HMGA1-P-T42	-3.503984766672677	0.0300772933196774
CDK1	phosphorylates	HMGA1	T53;T42;T78;T67;S36	CDK1-P-T161	-4.317655746056344	0.0133310984203935	HMGA1-P-S44-T53	-3.83260103305315	0.0216532215752181
AURKB	phosphorylates	MKI67	S538;S374	AURKB-G	-4.25701539313069	0.0141645148934463	MKI67-P-S374	-5.532078219903206	0.0039577554502497
AURKB	phosphorylates	MKI67	S538;S374	AURKB-inactive-by-network-sig	-1.0		MKI67-P-S538	-4.815529318512851	0.0081029319107017
AURKB	phosphorylates	MKI67	S538;S374	AURKB-inactive-by-network-sig	-1.0		MKI67-P-S538-T543	-2.460525109961774	0.08539010000036
AURKB	phosphorylates	MKI67	S538;S374	AURKB-G	-4.25701539313069	0.0141645148934463	MKI67-P-S538-T543	-2.460525109961774	0.08539010000036
AURKB	phosphorylates	MKI67	S538;S374	AURKB-G	-4.25701539313069	0.0141645148934463	MKI67-P-S538	-4.815529318512851	0.0081029319107017
AURKB	phosphorylates	MKI67	S538;S374	AURKB-inactive-by-network-sig	-1.0		MKI67-P-S374	-5.532078219903206	0.0039577554502497
CDK2	phosphorylates	SETDB1	S1066	CDK2-inactive-by-network-sig	-1.0		SETDB1-P-S1066	-5.4900922528052165	0.0041274633866155
CDK1	phosphorylates	MKI67	T761;T1943	CDK1-inactive-by-network-sig	-1.0		MKI67-P-T761	-5.4900922528052165	0.0041274633866155
CDK1	phosphorylates	MKI67	T761;T1943	CDK1-P-T161	-4.317655746056344	0.0133310984203935	MKI67-P-T761	-5.4900922528052165	0.0041274633866155
CDK1	phosphorylates	MKI67	T761;T1943	CDK1-G	-4.8956669382060385	0.0074789195829827	MKI67-P-T761	-5.4900922528052165	0.0041274633866155
CDK1	phosphorylates	NUCKS1	S181	CDK1-G	-4.8956669382060385	0.0074789195829827	NUCKS1-P-T179-S181	-5.488189279181563	0.004135325318725
CDK1	phosphorylates	NUCKS1	S181	CDK1-inactive-by-network-sig	-1.0		NUCKS1-P-T179-S181	-5.488189279181563	0.004135325318725
CDK1	phosphorylates	NUCKS1	S181	CDK1-P-T161	-4.317655746056344	0.0133310984203935	NUCKS1-P-T179-S181	-5.488189279181563	0.004135325318725
CDK2	phosphorylates	NUCKS1	S181	CDK2-inactive-by-network-sig	-1.0		NUCKS1-P-T179-S181	-5.488189279181563	0.004135325318725
CDK2	phosphorylates	ILRUN	S215	CDK2-inactive-by-network-sig	-1.0		ILRUN-P-S215	-5.377047816089776	0.0046214451670119
CDK2	phosphorylates	ORC2	T226;T116	CDK2-inactive-by-network-sig	-1.0		ORC2-P-T226	-5.337969125242869	0.004805620419929
CDK1	phosphorylates	PAICS	S27	CDK1-P-T161	-4.317655746056344	0.0133310984203935	PAICS-P-S27	-5.190859385695554	0.0055672203689639
CDK1	phosphorylates	PAICS	S27	CDK1-G	-4.8956669382060385	0.0074789195829827	PAICS-P-S27	-5.190859385695554	0.0055672203689639
CDK1	phosphorylates	PAICS	S27	CDK1-inactive-by-network-sig	-1.0		PAICS-P-S27	-5.190859385695554	0.0055672203689639
CDK2	phosphorylates	PAICS	S27	CDK2-inactive-by-network-sig	-1.0		PAICS-P-S27	-5.190859385695554	0.0055672203689639
