Source	Relation	Target	Sites	Source data ID	Source change	 Source change pval	Target data ID	Target change	Target change pval
YBX1	downregulates-expression	TYMS		YBX1-active-by-network-sig	1.0		TYMS-R	-23.77209995238085	4.7414171629823595E-11
E2F1	upregulates-expression	TYMS		E2F1-inactive-by-network-sig	-1.0		TYMS-R	-23.77209995238085	4.7414171629823595E-11
LEF1	upregulates-expression	AXIN2		LEF1-active-by-network-sig	1.0		AXIN2-R	18.162880312277927	1.29408053536693E-8
CTNNB1	upregulates-expression	AXIN2		CTNNB1-active-by-network-sig	1.0		AXIN2-R	18.162880312277927	1.29408053536693E-8
E2F4	downregulates-expression	PCLAF		E2F4-active-by-network-sig	1.0		PCLAF-R	-16.49785514870041	6.84025899204684E-8
E2F6	downregulates-expression	PCLAF		E2F6-active-by-network-sig	1.0		PCLAF-R	-16.49785514870041	6.84025899204684E-8
RBL2	downregulates-expression	DHFR		RBL2-active-by-network-sig	1.0		DHFR-R	-14.750284693892723	3.92674546588096E-7
RBL1	downregulates-expression	DHFR		RBL1-active-by-network-sig	1.0		DHFR-R	-14.750284693892723	3.92674546588096E-7
E2F1	upregulates-expression	DHFR		E2F1-inactive-by-network-sig	-1.0		DHFR-R	-14.750284693892723	3.92674546588096E-7
CDX2	upregulates-expression	AXIN2		CDX2-G	14.746654493178085	3.94102624544239E-7	AXIN2-R	18.162880312277927	1.29408053536693E-8
E2F1	upregulates-expression	CDC45		E2F1-inactive-by-network-sig	-1.0		CDC45-R	-14.508784206138268	4.99936770191322E-7
E2F1	upregulates-expression	CCNA2		E2F1-inactive-by-network-sig	-1.0		CCNA2-R	-14.10609346132044	7.47827529330153E-7
E2F4	downregulates-expression	CCNA2		E2F4-active-by-network-sig	1.0		CCNA2-R	-14.10609346132044	7.47827529330153E-7
RBL2	downregulates-expression	CCNA2		RBL2-active-by-network-sig	1.0		CCNA2-R	-14.10609346132044	7.47827529330153E-7
RBL1	downregulates-expression	CCNA2		RBL1-active-by-network-sig	1.0		CCNA2-R	-14.10609346132044	7.47827529330153E-7
E2F1	upregulates-expression	RRM1		E2F1-inactive-by-network-sig	-1.0		RRM1-R	-13.654912802884718	1.17421255277189E-6
E2F6	downregulates-expression	RBBP4		E2F6-active-by-network-sig	1.0		RBBP4-R	-13.237074173333507	1.78324793580864E-6
CDX2	upregulates-expression	CFTR		CDX2-G	14.746654493178085	3.94102624544239E-7	CFTR-R	12.042667533995777	5.88756808712904E-6
CTNNB1	dephosphorylates	PKM	S37	CTNNB1-active-by-network-sig	1.0		PKM-P-S37	-11.474495638428262	1.03917780309935E-5
E2F1	upregulates-expression	SERPINB5		E2F1-inactive-by-network-sig	-1.0		SERPINB5-R	-11.271179092524312	1.27347116447684E-5
E2F1	upregulates-expression	RAD51		E2F1-inactive-by-network-sig	-1.0		RAD51-R	-11.271179092524312	1.27347116447684E-5
E2F6	downregulates-expression	RAD51		E2F6-active-by-network-sig	1.0		RAD51-R	-11.271179092524312	1.27347116447684E-5
E2F4	downregulates-expression	RAD51		E2F4-active-by-network-sig	1.0		RAD51-R	-11.271179092524312	1.27347116447684E-5
RBL2	downregulates-expression	RAD51		RBL2-active-by-network-sig	1.0		RAD51-R	-11.271179092524312	1.27347116447684E-5
E2F1	upregulates-expression	ORC1		E2F1-inactive-by-network-sig	-1.0		ORC1-R	-11.05216701446578	1.5852758824397307E-5
E2F6	downregulates-expression	BRCA1		E2F6-active-by-network-sig	1.0		BRCA1-R	-10.562022747297585	2.5880448789850893E-5
E2F4	downregulates-expression	BRCA1		E2F4-active-by-network-sig	1.0		BRCA1-R	-10.562022747297585	2.5880448789850893E-5
RBL2	downregulates-expression	BRCA1		RBL2-active-by-network-sig	1.0		BRCA1-R	-10.562022747297585	2.5880448789850893E-5
RBL1	downregulates-expression	BRCA1		RBL1-active-by-network-sig	1.0		BRCA1-R	-10.562022747297585	2.5880448789850893E-5
E2F1	upregulates-expression	E2F2		E2F1-inactive-by-network-sig	-1.0		E2F2-R	-10.39453421978406	3.0599275682762103E-5
CTNNB1	upregulates-expression	SALL4		CTNNB1-active-by-network-sig	1.0		SALL4-R	10.189692654100412	3.7555427330481895E-5
LEF1	upregulates-expression	SALL4		LEF1-active-by-network-sig	1.0		SALL4-R	10.189692654100412	3.7555427330481895E-5
YBX1	downregulates-expression	CCNB1		YBX1-active-by-network-sig	1.0		CCNB1-R	-9.998618529337978	4.54626917754678E-5
RBL2	downregulates-expression	CDC6		RBL2-active-by-network-sig	1.0		CDC6-R	-9.89253427043392	5.055067444582801E-5
E2F1	upregulates-expression	CDC6		E2F1-inactive-by-network-sig	-1.0		CDC6-R	-9.89253427043392	5.055067444582801E-5
E2F4	downregulates-expression	CDC6		E2F4-active-by-network-sig	1.0		CDC6-R	-9.89253427043392	5.055067444582801E-5
E2F6	downregulates-expression	CDC7		E2F6-active-by-network-sig	1.0		CDC7-R	-9.67772594180154	6.266384309566879E-5
E2F6	downregulates-expression	TK1		E2F6-active-by-network-sig	1.0		TK1-R	-9.65975361218926	6.38002395965184E-5
E2F1	upregulates-expression	TK1		E2F1-inactive-by-network-sig	-1.0		TK1-R	-9.65975361218926	6.38002395965184E-5
CTNNB1	upregulates-expression	TCF7		CTNNB1-active-by-network-sig	1.0		TCF7-R	9.657380668974929	6.395181370939858E-5
LEF1	upregulates-expression	TCF7		LEF1-active-by-network-sig	1.0		TCF7-R	9.657380668974929	6.395181370939858E-5
E2F1	upregulates-expression	TP73		E2F1-inactive-by-network-sig	-1.0		TP73-R	-9.426903557781062	8.05281650945847E-5
YBX1	upregulates-expression	AGT		YBX1-active-by-network-sig	1.0		AGT-R	9.339643707610735	8.787073818542E-5
CDX2	upregulates-expression	CDH17		CDX2-G	14.746654493178085	3.94102624544239E-7	CDH17-R	9.254445291831495	9.56853559269263E-5
E2F6	downregulates-expression	RRM2		E2F6-active-by-network-sig	1.0		RRM2-R	-9.191270345274141	1.019253021046E-4
E2F1	upregulates-expression	RRM2		E2F1-inactive-by-network-sig	-1.0		RRM2-R	-9.191270345274141	1.019253021046E-4
E2F1	upregulates-expression	CDT1		E2F1-inactive-by-network-sig	-1.0		CDT1-R	-8.947272700265275	1.3009147511E-4
YBX1	downregulates-expression	SKP2		YBX1-active-by-network-sig	1.0		SKP2-R	-8.343846499116962	2.378556694528E-4
E2F1	upregulates-expression	SKP2		E2F1-inactive-by-network-sig	-1.0		SKP2-R	-8.343846499116962	2.378556694528E-4
CDX2	upregulates-expression	MEP1A		CDX2-G	14.746654493178085	3.94102624544239E-7	MEP1A-R	8.185030709947567	2.787958651842E-4
MCM7	upregulates-expression	E2F2		MCM7-G	-8.175039540943642	2.815953234335E-4	E2F2-R	-10.39453421978406	3.0599275682762103E-5
UHRF1	downregulates-expression	ABCB1		UHRF1-G	-8.130608155004047	2.943891121428E-4	ABCB1-R	11.9840972571473	6.24270324440862E-6
MOV10	downregulates-expression	MECP2		MOV10-G	-8.105224481948985	3.019574387088E-4	MECP2-R	8.321072497345211	2.43334748356E-4
E2F1	upregulates-expression	FBXO5		E2F1-inactive-by-network-sig	-1.0		FBXO5-R	-8.073255096335876	3.117667966285E-4
E2F1	upregulates-expression	FANCA		E2F1-inactive-by-network-sig	-1.0		FANCA-R	-8.039466138106793	3.224810645239E-4
MCM5	upregulates-expression	E2F2		MCM5-G	-8.021056023023363	3.284729645824E-4	E2F2-R	-10.39453421978406	3.0599275682762103E-5
MECP2	downregulates-expression	TFF1		MECP2-G	7.696602899091216	4.543680983621E-4	TFF1-R	-10.167494748242314	3.83984006782319E-5
LEF1	upregulates-expression	NRCAM		LEF1-active-by-network-sig	1.0		NRCAM-R	7.505995280833792	5.497783940539E-4
CBFB	upregulates-expression	OCLN		CBFB-G	-7.433403722673993	5.911718983639E-4	OCLN-R	-9.524128422063848	7.306738780130291E-5
LEF1	upregulates-expression	OCA2		LEF1-active-by-network-sig	1.0		OCA2-R	7.427273890413261	5.948068122626E-4
E2F1	upregulates-expression	UHRF1		E2F1-inactive-by-network-sig	-1.0		UHRF1-R	-7.416780254937717	6.010813619701E-4
MOV10	downregulates-expression	CDKN2A		MOV10-G	-8.105224481948985	3.019574387088E-4	CDKN2A-R	7.402838013235842	6.095204769884E-4
DST	upregulates-expression	FOXO3		DST-G	9.083799258915981	1.134896109269E-4	FOXO3-R	7.351712204838165	6.414930519963E-4
E2F1	upregulates-expression	CDKN2C		E2F1-inactive-by-network-sig	-1.0		CDKN2C-R	-7.236296848856425	7.199729984167E-4
CDX2	upregulates-expression	HEPH		CDX2-G	14.746654493178085	3.94102624544239E-7	HEPH-R	7.044873256077097	8.71867359686E-4
E2F4	downregulates-expression	MCM10		E2F4-active-by-network-sig	1.0		MCM10-R	-6.998232753834969	9.134949102765E-4
MCM6	upregulates-expression	E2F2		MCM6-G	-6.950075801964699	9.5856249002E-4	E2F2-R	-10.39453421978406	3.0599275682762103E-5
YBX1	downregulates-expression	CKS2		YBX1-active-by-network-sig	1.0		CKS2-R	-6.907900841947412	9.998544476285E-4
E2F1	upregulates-expression	DBF4		E2F1-inactive-by-network-sig	-1.0		DBF4-R	-6.823300849812226	0.0010881232564221
ENO1	upregulates-expression	HIF1A		ENO1-G	-6.5444702884187125	0.0014380456302824	HIF1A-R	-8.583850727678188	1.871031053256E-4
RBL2	downregulates-expression	CDK1		RBL2-active-by-network-sig	1.0		CDK1-R	-6.543745549958082	0.0014390882150138
RBL1	downregulates-expression	CDK1		RBL1-active-by-network-sig	1.0		CDK1-R	-6.543745549958082	0.0014390882150138
E2F4	downregulates-expression	CDK1		E2F4-active-by-network-sig	1.0		CDK1-R	-6.543745549958082	0.0014390882150138
E2F1	upregulates-expression	CDK1		E2F1-inactive-by-network-sig	-1.0		CDK1-R	-6.543745549958082	0.0014390882150138
E2F1	upregulates-expression	BIRC5		E2F1-inactive-by-network-sig	-1.0		BIRC5-R	-6.542356548573147	0.0014410884994148
