Overall graph size pval = 2.0E-4
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
LIN54	1.0E-4	0.012	1.0E-4
LIN52	1.0E-4	0.0122	1.0E-4
LIN37	1.0E-4	0.0116	1.0E-4
MAX	0.0174	1.0E-4	0.9767
FOXM1	1.0E-4	1.0E-4	0.1078
E2F1	1.0E-4	1.0E-4	0.1241
E2F3	1.0E-4	1.0E-4	0.7332
E2F4	1.0E-4	0.701	1.0E-4
E2F5	1.0E-4	1.0	1.0E-4
TP53	3.0E-4	0.3137	1.0E-4
MYBL2	0.0031	1.0E-4	1.0
AURKB	1.0E-4	1.0E-4	0.3815
AURKA	5.0E-4	1.0E-4	1.0
MYC	0.0037	1.0E-4	0.9999
PLK1	0.0019	1.0E-4	1.0
CDK2	1.0E-4	1.0E-4	1.0
CDK1	1.0E-4	1.0E-4	0.3726
TFDP1	0.0013	1.0E-4	0.5419
RBBP4	1.0E-4	0.033	3.0E-4
MYCN	1.0E-4	1.0E-4	0.8559
ESR1	1.0E-4	0.5856	1.0E-4
TOPBP1	0.001	1.0E-4	1.0
RBL2	1.0E-4	1.0	1.0E-4
RBL1	4.0E-4	1.0	1.0E-4
LIN9	1.0E-4	0.012	1.0E-4
PTGDR	0.0051	2.0E-4	0.6156
GATA3	0.0272	1.0	3.0E-4
E2F2	7.0E-4	3.0E-4	0.5766
E2F6	0.0043	1.0	4.0E-4
TFDP2	5.0E-4	0.0011	0.0777
ATM	0.0047	5.0E-4	0.7811
NELFB	0.011	7.0E-4	1.0
IRF1	9.0E-4	0.0021	0.1743
ASF1B	0.0108	9.0E-4	1.0
PLK4	0.0048	0.001	1.0
POLE3	0.0112	0.0011	1.0
RELA	0.0119	0.0012	0.5766
CCNB1	0.0067	0.0014	1.0
TERT	0.0174	1.0	0.0014
MCM7	0.0079	0.0014	1.0
BRCA1	0.0021	0.0015	0.2884
MCM6	0.0117	0.0016	1.0
YBX1	0.0135	0.7468	0.0018
MCM5	0.013	0.0019	1.0
MSC	0.0189	1.0	0.0022
NELFCD	0.0275	0.0025	1.0
CDK5R1	0.006	0.0027	1.0
HIST3H2BB	0.02	1.0	0.0029
HIST2H3C	0.0185	1.0	0.0029
H2BFS	0.02	1.0	0.0029
H3F3B	0.0185	1.0	0.0029
HIST1H3E	0.0185	1.0	0.0029
HIST1H4C	0.02	1.0	0.0029
HIST1H2AC	0.0185	1.0	0.0029
HIST1H2BH	0.02	1.0	0.0029
HIST1H2BG	0.02	1.0	0.0029
HIST1H2BB	0.02	1.0	0.0029
HIST1H2BA	0.02	1.0	0.0029
HIST1H2BD	0.02	1.0	0.0029
HIST1H2BN	0.02	1.0	0.0029
HIST1H2BM	0.02	1.0	0.0029
HIST1H2BO	0.02	1.0	0.0029
HIST1H2BJ	0.02	1.0	0.0029
