Overall graph size pval = 0.8849
Gene	Downstream crowded pval	Downstream suggests activation pval	Downstream suggests inhibition pval
E2F1	3.0E-4	0.7161	1.0E-4
E2F4	6.0E-4	1.0E-4	0.9823
E2F6	0.018	1.0E-4	1.0
RBL2	0.0026	1.0E-4	1.0
LEF1	0.0441	2.0E-4	0.9936
YBX1	0.0296	3.0E-4	0.9937
RBL1	0.0046	4.0E-4	0.8884
CTNNB1	0.1483	6.0E-4	0.9968
E2F3	0.0204	0.8256	0.0022
TFDP2	0.007	0.5188	0.0024
FOXM1	0.0942	0.9607	0.0028
MYBL2	0.0124	0.7613	0.0029
MAX	0.5986	1.0	0.0035
TFDP1	0.0053	0.4472	0.0035
SREBF1	0.2651	0.9975	0.0041
MYC	0.753	0.9999	0.0049
MYCN	0.1631	0.9642	0.0054
NFYC	0.2091	0.9917	0.0061
SP3	0.0169	0.007	0.5103
PTGDR	0.0275	0.6942	0.0072
NFYB	0.144	0.9552	0.0089
IL12RB2	0.1099	0.9421	0.0092
IL12A	0.1099	0.9421	0.0092
TCF7L2	0.0126	0.0096	0.4597
SREBF2	0.3652	0.998	0.0107
NANOG	0.0108	0.0231	0.2716
JAK1	0.1501	0.0119	1.0
NKX2-5	0.1448	1.0	0.0125
EGFR	0.1451	1.0	0.0134
LIN54	0.0156	0.0723	0.2222
LIN52	0.0156	0.0723	0.2222
LIN37	0.0156	0.0723	0.2222
LIN9	0.0156	0.0723	0.2222
E2F5	0.037	0.0172	0.6734
GTF2H2	0.078	0.8416	0.0173
MOV10	0.0618	0.7391	0.0178
AGO3	0.0618	0.7391	0.0178
AGO4	0.0618	0.7391	0.0178
AGO1	0.0618	0.7391	0.0178
TNRC6C	0.0618	0.7391	0.0178
TNRC6A	0.0618	0.7391	0.0178
TNRC6B	0.0618	0.7391	0.0178
RBBP4	0.0182	0.0253	0.4369
IL10	0.2235	0.0194	0.9409
ZNF382	0.3031	1.0	0.0205
ATF6	0.3621	1.0	0.0215
NF1	0.0736	0.7647	0.0255
NFE2L2	0.2989	1.0	0.0262
TERT	0.3108	0.027	1.0
IL12RB1	0.2196	0.9175	0.0275
IL12B	0.2196	0.9175	0.0275
SSRP1	0.13	0.8711	0.028
MDC1	0.0749	0.7579	0.0293
RAD51D	0.0764	0.7576	0.0302
STAT4	0.0378	0.0303	0.4536
ATR	0.2439	1.0	0.0304
HEY1	0.0329	0.0353	0.4457
TYK2	0.268	0.9277	0.0332
NPM1	0.1839	0.0345	0.905
SMARCA4	0.3986	0.035	1.0
NFYA	0.2632	0.9275	0.0361
CDKN1A	0.1907	0.8659	0.0392
NELFCD	0.1922	0.8937	0.0415
JAK2	0.3191	0.9388	0.0422
TCF7	0.2623	0.0434	1.0
MLXIPL	0.1366	0.0442	0.8196
JAK3	0.2768	0.0452	1.0
AGO2	0.1126	0.6948	0.0466
MSX2	0.1398	0.8139	0.0469
EZH2	0.2408	0.8619	0.0473
E2F2	0.0647	0.5542	0.0478
TIMP3	0.2729	1.0	0.0483
CITED2	0.2776	0.0483	1.0
CD3D	0.1347	0.7958	0.0491
IRF8	0.1405	0.813	0.0496
MAZ	0.2778	1.0	0.0499
NEUROG3	0.2698	1.0	0.0502
ING1	0.2807	1.0	0.0503
CDK12	0.1377	0.8044	0.0508
ELOA	0.1377	0.8044	0.0508
ELOB	0.1377	0.8044	0.0508
ELOC	0.1377	0.8044	0.0508
NELFA	0.1377	0.8044	0.0508
NELFE	0.1377	0.8044	0.0508
CTDP1	0.1377	0.8044	0.0508
GTF2H1	0.1377	0.8044	0.0508
GTF2H3	0.1377	0.8044	0.0508
GTF2H4	0.1377	0.8044	0.0508
GTF2H5	0.1377	0.8044	0.0508
CCNT2	0.1377	0.8044	0.0508
SUPT16H	0.1377	0.8044	0.0508
ELOA2	0.1377	0.8044	0.0508
ELOA3	0.1377	0.8044	0.0508
CDK7	0.1377	0.8044	0.0508
MNAT1	0.1377	0.8044	0.0508
CCNK	0.1377	0.8044	0.0508
CCNH	0.1377	0.8044	0.0508
SUPT4H1	0.1377	0.8044	0.0508
ELOA3D	0.1377	0.8044	0.0508
TCEA1	0.1377	0.8044	0.0508
ELOA3B	0.1377	0.8044	0.0508
SUPT5H	0.1377	0.8044	0.0508
ERCC3	0.1377	0.8044	0.0508
IL2	0.0662	0.5427	0.0511
CD247	0.2767	1.0	0.0539
CDX2	0.3155	0.0569	0.9147
MITF	0.3919	0.0572	0.9635
SP1	0.0593	0.3426	0.0763
IL2RA	0.1209	0.674	0.0625
SNW1	0.4555	0.0655	1.0
IHH	0.0657	0.2201	0.2427
HEY2	0.2145	0.0659	0.852
HSF2	0.066	0.2287	0.2309
ETV4	0.0695	0.1265	0.356
NFKB1	0.6425	0.9866	0.0696
PCNA	0.0698	0.2311	0.244
NFATC2	0.6427	0.9968	0.0706
OTX2	0.2117	0.8432	0.071
IL2RB	0.0749	0.3306	0.1441
CCNT1	0.2133	0.8392	0.0759
GTF2F1	0.2133	0.8392	0.0759
